wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.rank_min,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,12,0.6,0.004,2.5,385,385,385,0,0,0,0,0,0,0,385,96.64021915245462,8047.5,1.2776436087631533,0.1095956605104971,2107.5,0.013677515656942597,0.0132044695391067,0.9654143245234903,0.4649350649350649,0,0,True,-355.0,0.1043802423112768,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,11,0.6,0.004,2.0,385,385,385,0,0,0,0,0,0,0,385,96.64021915245462,7740.0,1.2670346731067794,0.10059435223754577,2160.0,0.014121338912133892,0.012709283441936448,0.9000055533697218,0.4649350649350649,0,0,True,-355.0,0.08656330749354005,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,13,0.6,0.006,1.5,385,385,385,0,0,0,0,0,0,0,385,96.64021915245462,6810.0,1.2200678623364032,0.0637013100110888,2045.0,0.013322258595136888,0.011207234041950898,0.8412412926770502,0.4779220779220779,0,0,True,-505.0,0.11086637298091043,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,14,0.6,0.006,2.0,385,385,385,0,0,0,0,0,0,0,385,96.64021915245462,8245.0,1.2664404588786558,0.07585877307511046,2600.0,0.016790984532920016,0.01352213544371339,0.8053211779930001,0.4779220779220779,0,0,True,-505.0,0.11158277744087326,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,15,0.6,0.006,2.5,385,385,385,0,0,0,0,0,0,0,385,96.64021915245462,7702.5,1.2489093553078041,0.07300062494462181,2457.5,0.015871990699627015,0.012648845444262147,0.7969287333667219,0.4779220779220779,0,0,True,-505.0,0.14962674456345343,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,21,0.65,0.004,2.5,345,345,345,0,0,0,0,0,0,0,345,87.26184150097743,8215.0,1.317303978370027,0.11816233999131523,2850.0,0.01847290640394089,0.013577622917589016,0.735001987272152,0.4608695652173913,0,0,True,-355.0,0.10225197808886184,7,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,10,0.6,0.004,1.5,385,385,385,0,0,0,0,0,0,0,385,96.64021915245462,5427.5,1.1899055283414977,0.07543703387347674,1887.5,0.012429824994649412,0.008961968760427652,0.7210052244730278,0.4701298701298701,0,0,True,-355.0,0.09212344541685859,8,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,20,0.65,0.004,2.0,345,345,345,0,0,0,0,0,0,0,345,87.26184150097743,7820.0,1.302047122441097,0.10723173349670126,2990.0,0.019522705755607064,0.01293697836010077,0.6626631841943925,0.4608695652173913,0,0,True,-355.0,0.08567774936061381,7,False,preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,3,0.55,0.004,2.5,443,443,443,0,0,0,0,0,0,0,443,111.19900541438284,6080.0,1.1783514227046055,0.07820329689516893,2452.5,0.01599282686664493,0.010023524930602212,0.6267512938258304,0.45146726862302483,0,0,True,-355.0,0.13815789473684212,12,False,min_profit_factor;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,23,0.65,0.006,2.0,345,345,345,0,0,0,0,0,0,0,345,87.2593237332923,8170.0,1.2869687390235336,0.08031779533195933,3385.0,0.0218316672041277,0.013504306174566993,0.6185650435351883,0.4753623188405797,0,0,True,-505.0,0.11260709914320685,7,False,min_profit_factor;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,11,False,2,0.55,0.004,2.0,443,443,443,0,0,0,0,0,0,0,443,111.19900541438284,5895.0,1.1729246113229685,0.07192498276701885,2425.0,0.015906854706461134,0.009722885455649477,0.611238716582995,0.45146726862302483,0,0,True,-355.0,0.11365564037319763,12,False,min_profit_factor;max_consecutive_losses;preferred_min_total_trades
