wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.rank_min,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,20,0.65,0.004,2.0,360,360,360,0,0,0,0,0,0,0,360,91.11630290679071,165.0,1.0037300779925398,0.029265689069070334,7080.0,0.04524539877300614,0.0002782966290630906,0.006150827191496104,0.42777777777777776,0,0,True,-515.0,6.121212121212121,8,False,min_profit_factor;min_expectancy_r;min_mar;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,21,0.65,0.004,2.5,360,360,360,0,0,0,0,0,0,0,360,91.11630290679071,-660.0,0.9850796880298406,0.02105772120534801,7985.0,0.05101910421059357,-0.0011154783198642493,-0.021863933856224628,0.42777777777777776,0,0,False,-515.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,11,0.6,0.004,2.0,401,401,401,0,0,0,0,0,0,0,401,101.49343740450853,-1085.0,0.9774826190723254,0.01960743911765741,8470.0,0.05407993870514621,-0.0018357290992954134,-0.03394473335674707,0.428927680798005,0,0,False,-515.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,12,0.6,0.004,2.5,401,401,401,0,0,0,0,0,0,0,401,101.49343740450853,-1910.0,0.9603611082287019,0.01223868991331816,9340.0,0.059636688695207996,-0.0032382573432813144,-0.05429975094411168,0.428927680798005,0,0,False,-515.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,19,0.65,0.004,1.5,360,360,360,0,0,0,0,0,0,0,360,91.11630290679071,-1780.0,0.9595913734392736,0.012147398801512334,7795.0,0.05012700556252211,-0.0030168661999137036,-0.0601844488027685,0.4305555555555556,0,0,False,-515.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,10,0.6,0.004,1.5,401,401,401,0,0,0,0,0,0,0,401,101.49343740450853,-2320.0,0.9516666666666667,0.009640254763129855,8272.5,0.05321903597793396,-0.003937443135752505,-0.07398561554901285,0.4314214463840399,0,0,False,-515.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,23,0.65,0.006,2.0,360,360,360,0,0,0,0,0,0,0,360,91.11630290679071,-4140.0,0.9152334152334153,-0.004971927676190304,11870.0,0.07574259005200523,-0.00705876465719546,-0.09319412832791799,0.42777777777777776,0,0,False,-685.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,24,0.65,0.006,2.5,360,360,360,0,0,0,0,0,0,0,360,91.11630290679071,-4452.5,0.9088349713349714,-0.007923826633435669,11672.5,0.07472552095003361,-0.007597628102027021,-0.1016738057551622,0.42777777777777776,0,0,False,-685.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,14,0.6,0.006,2.0,401,401,401,0,0,0,0,0,0,0,401,101.49343740450853,-4980.0,0.9049255441008018,-0.007074620756449518,12865.0,0.082010582010582,-0.008509193322232433,-0.10375726050980194,0.428927680798005,0,0,False,-685.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
4,2014-01-03,2018-01-03,2018-01-03,2019-01-03,MAR,f7da25e53b867b6ec193727ef715d42f96e50c4a4a32cd59c3d63dab1bc28b6a,2a701d0030cf00ec66e34caaa7dffe3fa16157b128fa8303d30cd97f85b39ee7,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,15,0.6,0.006,2.5,401,401,401,0,0,0,0,0,0,0,401,101.49343740450853,-5292.5,0.8989595265368461,-0.009724704608340604,12667.5,0.08101496546431312,-0.009050388842061552,-0.11171255570118369,0.428927680798005,0,0,False,-685.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
