campaign_id,variant_id,symbol,run_id,decision,terminal_stage,terminal_status,failure_reason,run_dir,core_status,core_profitable_iterations,core_total_combinations_tested,core_percentage_profitable_iterations,core_top_net_profit,core_top_profit_factor,core_top_total_trades,core_top_max_drawdown,core_top_mar,core_top_win_rate,monkey_status,monkey_percentage_profitable,monkey_median_net_profit,monkey_core_beats_monkey_net_profit_rate,monkey_core_beats_monkey_max_drawdown_rate,wfa_status,wfa_early_exit,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_total_trades,wfa_stitched_max_drawdown,wfa_stitched_mar,variant_test_summary
nq_cboe_vix_term_structure_intraday,backwardation_short_1000,NQ,run1,FAIL,limited_core_grid_test,failed,failed limited core grid gate,backtest-campaigns/nq_cboe_vix_term_structure_intraday/backwardation_short_1000/NQ/run1,failed,3,27,0.1111111111111111,862.5,1.1005830903790088,77,1830.0,0.9462691310965436,0.33766233766233766,skipped,,,,,skipped,,,,,,,backtest-campaigns/nq_cboe_vix_term_structure_intraday/backwardation_short_1000/NQ/run1/variant_test_summary.json
nq_cboe_vix_term_structure_intraday,backwardation_surge_short_1330,NQ,run1,FAIL,limited_core_grid_test,failed,failed limited core grid gate,backtest-campaigns/nq_cboe_vix_term_structure_intraday/backwardation_surge_short_1330/NQ/run1,failed,9,27,0.3333333333333333,715.0,1.0671361502347418,127,1880.0,0.27348133197476987,0.4251968503937008,skipped,,,,,skipped,,,,,,,backtest-campaigns/nq_cboe_vix_term_structure_intraday/backwardation_surge_short_1330/NQ/run1/variant_test_summary.json
nq_cboe_vix_term_structure_intraday,contango_long_1030,NQ,run1,FAIL,limited_monkey_test,failed,failed limited monkey/randomized schedule gate,backtest-campaigns/nq_cboe_vix_term_structure_intraday/contango_long_1030/NQ/run1,passed,27,27,1.0,4365.0,1.3460166468489894,139,1560.0,1.9749368136060506,0.5323741007194245,failed,0.405,-927.5,0.84525,0.944125,skipped,,,,,,,backtest-campaigns/nq_cboe_vix_term_structure_intraday/contango_long_1030/NQ/run1/variant_test_summary.json
nq_cboe_vix_term_structure_intraday,curve_flattening_short_1200,NQ,run1,FAIL,walk_forward_analysis,failed,failed walk-forward analysis gate,backtest-campaigns/nq_cboe_vix_term_structure_intraday/curve_flattening_short_1200/NQ/run1,passed,22,27,0.8148148148148148,2147.5,1.1595468053491829,122,1685.0,1.2135575737393633,0.45901639344262296,passed,0.17875,-2685.0,0.924375,0.952625,failed,True,-8385.0,0.700375201000536,122,9640.0,-0.8860051507478656,backtest-campaigns/nq_cboe_vix_term_structure_intraday/curve_flattening_short_1200/NQ/run1/variant_test_summary.json
nq_cboe_vix_term_structure_intraday,front_stress_short_1130,NQ,run1,FAIL,walk_forward_analysis,failed,failed walk-forward analysis gate,backtest-campaigns/nq_cboe_vix_term_structure_intraday/front_stress_short_1130/NQ/run1,passed,25,27,0.9259259259259259,1775.0,1.1997749015194148,89,1285.0,0.9880067366906738,0.4044943820224719,passed,0.225125,-1620.0,0.901625,0.94425,failed,True,0.0,0.0,0,0.0,0.0,backtest-campaigns/nq_cboe_vix_term_structure_intraday/front_stress_short_1130/NQ/run1/variant_test_summary.json
