variant,entry_combos,min_full_signals_per_year,max_full_signals_per_year,min_latest252_signals,max_latest252_signals,density_pass,weakest_entry_params
high_spread_large10_long_1230,9,29.47131583614116,37.82691966660755,0,2,False,credit_rank_threshold=0.62; min_orderflow_imbalance=0.08
high_spread_signed_long_1230,9,3.7567831175740376,25.908849086717503,0,0,False,credit_rank_threshold=0.62; min_orderflow_imbalance=0.06
tightening_spread_signed_long_1130,9,11.788526334456463,65.61416031211208,6,66,False,credit_rank_threshold=0.6; min_orderflow_imbalance=0.04
two_sided_spread_change_large10_1130,9,56.15743039546019,84.20375953183188,67,98,True,credit_rank_threshold=0.7; min_orderflow_imbalance=0.06
widening_spread_signed_short_1230,9,7.189705621564107,51.299521191700656,4,60,False,credit_rank_threshold=0.7; min_orderflow_imbalance=0.04
