campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,monkey_passed,wfa_passed,wfa_early_exit,source_config_path,report_path
es_daily_reversal_orderflow_confirmation,afternoon90_1d_flow_confirm_1400,rescue1,False,True,limited_core_grid_test,failed,0.024691358024691357,0,2,81,0,402.5,1.023407967432393,0.12504315754742326,0.01906283469387557,162,106.4144524444389,1.0124223602484472,max_best_day_concentration,,,,campaigns/es_daily_reversal_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/afternoon90_1d_flow_confirm_1400/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/afternoon90_1d_flow_confirm_1400/ES/rescue1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,afternoon90_1d_flow_confirm_1400,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-1055.0,0.9368168887558017,-0.24595247061186304,-0.007719139706815818,166,108.4568113637634,0.0,min_total_net_profit;max_consecutive_losses,,,,campaigns/es_daily_reversal_orderflow_confirmation/variants/afternoon90_1d_flow_confirm_1400/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/afternoon90_1d_flow_confirm_1400/ES/run1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first120_3d_flow_confirm_1130,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-1315.0,0.9115520430469144,-0.32906977568736895,-0.033712905452035806,138,92.97281233788276,0.0,min_total_net_profit,,,,campaigns/es_daily_reversal_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/first120_3d_flow_confirm_1130/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first120_3d_flow_confirm_1130/ES/rescue1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first120_3d_flow_confirm_1130,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-1840.0,0.8951566951566952,-0.37917063388773853,-0.03548575904062918,138,92.97281233788276,0.0,min_total_net_profit,,,,campaigns/es_daily_reversal_orderflow_confirmation/variants/first120_3d_flow_confirm_1130/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first120_3d_flow_confirm_1130/ES/run1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first150_5d_flow_confirm_1200,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-3268.75,0.7753050352294208,-0.43199711920436534,-0.11898220826792252,140,93.97716758026124,0.0,min_total_net_profit;max_consecutive_losses,,,,campaigns/es_daily_reversal_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/first150_5d_flow_confirm_1200/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first150_5d_flow_confirm_1200/ES/rescue1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first150_5d_flow_confirm_1200,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-3268.75,0.7753050352294208,-0.43199711920436534,-0.11898220826792252,140,93.97716758026124,0.0,min_total_net_profit;max_consecutive_losses,,,,campaigns/es_daily_reversal_orderflow_confirmation/variants/first150_5d_flow_confirm_1200/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first150_5d_flow_confirm_1200/ES/run1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first60_1d_flow_confirm_1030,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-3320.0,0.8391862436425285,-0.4494093508398803,-0.0532934016332833,159,104.99455740462902,0.0,min_total_net_profit,,,,campaigns/es_daily_reversal_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/first60_1d_flow_confirm_1030/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first60_1d_flow_confirm_1030/ES/rescue1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first60_1d_flow_confirm_1030,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-2592.5,0.6252258764004337,-0.6149972464477859,-0.1463687326782565,126,82.92732858242246,0.0,min_total_net_profit,,,,campaigns/es_daily_reversal_orderflow_confirmation/variants/first60_1d_flow_confirm_1030/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first60_1d_flow_confirm_1030/ES/run1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first90_2d_flow_confirm_1100,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-7467.5,0.643598615916955,-0.628580373575778,-0.16690427851338338,151,98.63444258844132,0.0,min_total_net_profit,,,,campaigns/es_daily_reversal_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/first90_2d_flow_confirm_1100/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first90_2d_flow_confirm_1100/ES/rescue1/campaign_test_summary.json
es_daily_reversal_orderflow_confirmation,first90_2d_flow_confirm_1100,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-6239.375,0.6679417243214476,-0.6358250778406518,-0.13532080775628746,151,98.63444258844132,0.0,min_total_net_profit,,,,campaigns/es_daily_reversal_orderflow_confirmation/variants/first90_2d_flow_confirm_1100/config.yaml,backtest-campaigns/es_daily_reversal_orderflow_confirmation/first90_2d_flow_confirm_1100/ES/run1/campaign_test_summary.json
