campaign_id,variant_id,run_id,stage,log_type,path
es_prior_day_stop_run_reclaim,full_session_two_sided_reclaim,run1,limited_core_grid_test,fixed_config_core,backtest-campaigns/es_prior_day_stop_run_reclaim/full_session_two_sided_reclaim/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
