wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.term_spread_rank_min,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,1,True,75,0.65,0.005,0.0025,2.0,126,126,126,0,0,0,0,0,0,0,126,33.10659449630198,6860.0,1.3877897117015263,0.1887755431951905,1885.0,0.012396830094373746,0.01181909143300941,0.9533962588043745,0.4365079365079365,0,0,True,-395.0,0.11224489795918367,5,False,min_trades_per_year;preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,2,False,78,0.65,0.005,0.004,2.0,126,126,126,0,0,0,0,0,0,0,126,33.10659449630198,9425.0,1.4575242718446602,0.1628301410063562,2705.0,0.01717351279283855,0.016140455830406797,0.9398459141764786,0.47619047619047616,0,0,True,-625.0,0.12838196286472148,6,False,min_trades_per_year;preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,3,False,51,0.6,0.005,0.004,2.0,139,139,139,0,0,0,0,0,0,0,139,36.02989495368648,8745.0,1.375886524822695,0.14229882856154238,2760.0,0.017974015824948716,0.014796110067635482,0.8231944497955674,0.4676258992805755,0,0,True,-625.0,0.13836477987421383,6,False,preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,4,False,79,0.65,0.005,0.006,1.0,126,126,126,0,0,0,0,0,0,0,126,33.10659449630198,12505.0,1.6626921038685745,0.13988795449194674,4230.0,0.025923088708441858,0.021262253840776735,0.8202052648862278,0.5317460317460317,0,0,True,-930.0,0.07237105157936825,6,False,min_trades_per_year;preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,5,False,52,0.6,0.005,0.006,1.0,139,139,139,0,0,0,0,0,0,0,139,36.02989495368648,12170.0,1.5721673718852844,0.12961004247420613,4230.0,0.02599078341013825,0.02042659857561202,0.7859170019340086,0.5251798561151079,0,0,True,-930.0,0.07436318816762531,6,False,preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,6,False,77,0.65,0.005,0.004,1.5,126,126,126,0,0,0,0,0,0,0,126,33.10659449630198,8515.0,1.428859229413246,0.15143319931552762,2960.0,0.018786195953986513,0.014613246585128081,0.777871508469339,0.49206349206349204,0,0,True,-625.0,0.10628302994715208,6,False,min_trades_per_year;preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,7,False,66,0.65,0.0025,0.0025,2.0,151,151,151,0,0,0,0,0,0,0,151,39.421591348490125,7165.0,1.324722411058237,0.168545901500035,2485.0,0.016343845572034596,0.012256271610081138,0.7499013347906586,0.44370860927152317,0,0,True,-430.0,0.10746685275645498,6,False,preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,8,False,81,0.65,0.005,0.006,2.0,126,126,126,0,0,0,0,0,0,0,126,33.10659449630198,11120.0,1.5162488393686164,0.12428657019265855,4130.0,0.025374784959449496,0.01896804296046284,0.747515417008458,0.5,0,0,True,-930.0,0.147931654676259,6,False,min_trades_per_year;preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,9,False,50,0.6,0.005,0.004,1.5,139,139,139,0,0,0,0,0,0,0,139,36.02989495368648,8257.5,1.3722948602344454,0.142759154798633,2960.0,0.018827720001272145,0.01398739384918457,0.7429149067566054,0.4892086330935252,0,0,True,-625.0,0.1095973357553739,6,False,preferred_min_total_trades
6,2016-01-03,2020-01-03,2020-01-03,2021-01-03,MAR,4ed832f68826ac6421a8731253d1e507f4efe6cf2629b5cba96059af2215c718,2d5708fa34e0b8c9c91b46ba3ca242eebccc62290b5a5cb941c45760053dd825,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,692eaa307db06856e35b495888a7d687068b948dbfa7069ac0045050ed7889ff,10,False,80,0.65,0.005,0.006,1.5,126,126,126,0,0,0,0,0,0,0,126,33.10659449630198,11175.0,1.5188022284122562,0.12319954254573041,4130.0,0.025717265750268538,0.019059425478915815,0.7411139918214983,0.5,0,0,True,-930.0,0.12192393736017897,6,False,min_trades_per_year;preferred_min_total_trades
