trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,feature_method,share_mode,lookback_minutes,rank_window,configured_direction,share_rank,share_value,es_return_ticks,share_rank_min,min_abs_return_ticks,crowding_signal_timestamp,crowding_intended_entry_timestamp,signal_stop_pct,signal_target_r_multiple,signal_flatten_time,swept_level,sweep_timestamp,sweep_high,sweep_low,reclaim_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
28,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",18,mes_participation_crowding,2024-08-22,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9761904761904762,0.0861920508925278,-49.0,0.55,4.0,2024-08-22 10:30:00-04:00,2024-08-22 10:30:00-04:00,0.006,2.0,12:00:00,5643.75,2024-08-22 10:29:00-04:00,5644.25,5640.75,2024-08-22 10:30:00-04:00,2024-08-22 10:30:00-04:00,5644.0,5601.5,5707.75,42.5,1,1.25,40.75,fixed_contracts,2024-08-22 12:00:00-04:00,5609.75,eod_flatten,-1712.5,-1717.5,-0.8058823529411765,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",19,mes_participation_crowding,2024-08-26,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9603174603174603,0.0833745086213787,-45.0,0.55,4.0,2024-08-26 10:30:00-04:00,2024-08-26 10:30:00-04:00,0.006,2.0,12:00:00,5648.75,2024-08-26 10:29:00-04:00,5649.75,5647.5,2024-08-26 10:30:00-04:00,2024-08-26 10:30:00-04:00,5648.75,5606.25,5712.5,42.5,1,0.25,21.75,fixed_contracts,2024-08-26 12:00:00-04:00,5628.75,eod_flatten,-1000.0,-1005.0,-0.47058823529411764,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",20,mes_participation_crowding,2024-08-30,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8809523809523809,0.0716577036032595,-19.0,0.55,4.0,2024-08-30 10:30:00-04:00,2024-08-30 10:30:00-04:00,0.006,2.0,12:00:00,5636.0,2024-08-30 10:29:00-04:00,5636.5,5634.5,2024-08-30 10:30:00-04:00,2024-08-30 10:30:00-04:00,5636.5,5594.0,5700.25,42.5,1,8.75,32.25,fixed_contracts,2024-08-30 12:00:00-04:00,5614.25,eod_flatten,-1112.5,-1117.5,-0.5235294117647059,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",21,mes_participation_crowding,2024-09-03,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8412698412698413,0.0692156291608885,-75.0,0.55,4.0,2024-09-03 10:30:00-04:00,2024-09-03 10:30:00-04:00,0.006,2.0,12:00:00,5593.5,2024-09-03 10:29:00-04:00,5594.25,5589.0,2024-09-03 10:30:00-04:00,2024-09-03 10:30:00-04:00,5594.0,5552.0,5657.0,42.0,1,0.0,21.5,fixed_contracts,2024-09-03 12:00:00-04:00,5577.5,eod_flatten,-825.0,-830.0,-0.39285714285714285,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",22,mes_participation_crowding,2024-09-06,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.5634920634920635,0.0617856110728663,-131.0,0.55,4.0,2024-09-06 10:30:00-04:00,2024-09-06 10:30:00-04:00,0.006,2.0,12:00:00,5462.75,2024-09-06 10:29:00-04:00,5465.0,5462.5,2024-09-06 10:30:00-04:00,2024-09-06 10:30:00-04:00,5463.0,5422.0,5524.5,41.0,1,8.5,41.75,fixed_contracts,2024-09-06 11:46:00-04:00,5421.75,stop,-2062.5,-2067.5,-1.0060975609756098,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
33,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",23,mes_participation_crowding,2024-09-09,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.6507936507936508,0.064029266072081,-23.0,0.55,4.0,2024-09-09 10:30:00-04:00,2024-09-09 10:30:00-04:00,0.006,2.0,12:00:00,5463.0,2024-09-09 10:29:00-04:00,5466.25,5462.75,2024-09-09 10:30:00-04:00,2024-09-09 10:30:00-04:00,5463.5,5422.5,5525.0,41.0,1,12.25,21.0,fixed_contracts,2024-09-09 12:00:00-04:00,5475.5,eod_flatten,600.0,595.0,0.2926829268292683,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
34,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",24,mes_participation_crowding,2024-09-10,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.992063492063492,0.0983142137256466,-32.0,0.55,4.0,2024-09-10 10:30:00-04:00,2024-09-10 10:30:00-04:00,0.006,2.0,12:00:00,5485.5,2024-09-10 10:29:00-04:00,5487.5,5478.5,2024-09-10 10:30:00-04:00,2024-09-10 10:30:00-04:00,5485.75,5444.5,5547.625,41.25,1,6.25,30.25,fixed_contracts,2024-09-10 12:00:00-04:00,5456.0,eod_flatten,-1487.5,-1492.5,-0.7212121212121212,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
35,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",25,mes_participation_crowding,2024-09-11,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9444444444444444,0.0806248114510266,-139.0,0.55,4.0,2024-09-11 10:30:00-04:00,2024-09-11 10:30:00-04:00,0.006,2.0,12:00:00,5425.25,2024-09-11 10:29:00-04:00,5428.5,5424.5,2024-09-11 10:30:00-04:00,2024-09-11 10:30:00-04:00,5425.75,5385.0,5486.875,40.75,1,39.0,13.75,fixed_contracts,2024-09-11 12:00:00-04:00,5457.75,eod_flatten,1600.0,1595.0,0.7852760736196319,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
36,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",26,mes_participation_crowding,2024-09-16,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8809523809523809,0.0725036189015724,-41.0,0.55,4.0,2024-09-16 10:30:00-04:00,2024-09-16 10:30:00-04:00,0.006,2.0,12:00:00,5624.75,2024-09-16 10:29:00-04:00,5625.5,5622.0,2024-09-16 10:30:00-04:00,2024-09-16 10:30:00-04:00,5625.0,5582.75,5688.375,42.25,1,0.75,15.75,fixed_contracts,2024-09-16 12:00:00-04:00,5622.5,eod_flatten,-125.0,-130.0,-0.05917159763313609,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
37,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",27,mes_participation_crowding,2024-09-24,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8928571428571429,0.0768851822668484,-44.0,0.55,4.0,2024-09-24 10:30:00-04:00,2024-09-24 10:30:00-04:00,0.006,2.0,12:00:00,5761.5,2024-09-24 10:29:00-04:00,5762.5,5760.0,2024-09-24 10:30:00-04:00,2024-09-24 10:30:00-04:00,5761.75,5718.5,5826.625,43.25,1,28.75,7.0,fixed_contracts,2024-09-24 12:00:00-04:00,5785.25,eod_flatten,1175.0,1170.0,0.5433526011560693,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
38,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",28,mes_participation_crowding,2024-09-25,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8174603174603174,0.0698866689923723,-16.0,0.55,4.0,2024-09-25 10:30:00-04:00,2024-09-25 10:30:00-04:00,0.006,2.0,12:00:00,5790.5,2024-09-25 10:29:00-04:00,5793.5,5789.75,2024-09-25 10:30:00-04:00,2024-09-25 10:30:00-04:00,5790.5,5747.0,5855.75,43.5,1,3.0,8.0,fixed_contracts,2024-09-25 12:00:00-04:00,5786.75,eod_flatten,-187.5,-192.5,-0.08620689655172414,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
39,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",29,mes_participation_crowding,2024-09-26,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9484126984126984,0.0829966447422667,-39.0,0.55,4.0,2024-09-26 10:30:00-04:00,2024-09-26 10:30:00-04:00,0.006,2.0,12:00:00,5806.0,2024-09-26 10:29:00-04:00,5806.0,5804.0,2024-09-26 10:30:00-04:00,2024-09-26 10:30:00-04:00,5806.25,5762.5,5871.875,43.75,1,8.0,17.75,fixed_contracts,2024-09-26 12:00:00-04:00,5803.5,eod_flatten,-137.5,-142.5,-0.06285714285714286,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
40,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",30,mes_participation_crowding,2024-10-01,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.6031746031746031,0.0636358982235191,-88.0,0.55,4.0,2024-10-01 10:30:00-04:00,2024-10-01 10:30:00-04:00,0.006,2.0,12:00:00,5748.0,2024-10-01 10:29:00-04:00,5749.25,5741.25,2024-10-01 10:30:00-04:00,2024-10-01 10:30:00-04:00,5748.5,5705.25,5813.375,43.25,1,19.75,15.5,fixed_contracts,2024-10-01 12:00:00-04:00,5756.75,eod_flatten,412.5,407.5,0.1907514450867052,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
41,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",31,mes_participation_crowding,2024-10-03,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8650793650793651,0.0725427419668433,-28.0,0.55,4.0,2024-10-03 10:30:00-04:00,2024-10-03 10:30:00-04:00,0.006,2.0,12:00:00,5742.5,2024-10-03 10:29:00-04:00,5747.0,5742.5,2024-10-03 10:30:00-04:00,2024-10-03 10:30:00-04:00,5742.75,5699.5,5807.625,43.25,1,18.75,9.25,fixed_contracts,2024-10-03 12:00:00-04:00,5756.25,eod_flatten,675.0,670.0,0.31213872832369943,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
42,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",32,mes_participation_crowding,2024-10-04,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8888888888888888,0.0775932260441589,-55.0,0.55,4.0,2024-10-04 10:30:00-04:00,2024-10-04 10:30:00-04:00,0.006,2.0,12:00:00,5757.75,2024-10-04 10:29:00-04:00,5758.25,5755.5,2024-10-04 10:30:00-04:00,2024-10-04 10:30:00-04:00,5758.0,5714.75,5822.875,43.25,1,19.0,8.5,fixed_contracts,2024-10-04 12:00:00-04:00,5773.75,eod_flatten,787.5,782.5,0.36416184971098264,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
43,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",33,mes_participation_crowding,2024-10-15,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8452380952380952,0.071893639676475,-39.0,0.55,4.0,2024-10-15 10:30:00-04:00,2024-10-15 10:30:00-04:00,0.006,2.0,12:00:00,5897.5,2024-10-15 10:29:00-04:00,5901.25,5897.0,2024-10-15 10:30:00-04:00,2024-10-15 10:30:00-04:00,5897.75,5853.5,5964.125,44.25,1,0.5,20.25,fixed_contracts,2024-10-15 12:00:00-04:00,5878.75,eod_flatten,-950.0,-955.0,-0.4293785310734463,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
44,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",34,mes_participation_crowding,2024-10-17,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9126984126984128,0.0808897435457907,-8.0,0.55,4.0,2024-10-17 10:30:00-04:00,2024-10-17 10:30:00-04:00,0.006,2.0,12:00:00,5901.75,2024-10-17 10:29:00-04:00,5902.25,5899.5,2024-10-17 10:30:00-04:00,2024-10-17 10:30:00-04:00,5902.25,5857.75,5969.0,44.5,1,8.5,15.75,fixed_contracts,2024-10-17 12:00:00-04:00,5910.0,eod_flatten,387.5,382.5,0.17415730337078653,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
45,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",35,mes_participation_crowding,2024-10-21,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9523809523809524,0.0883182535092122,-4.0,0.55,4.0,2024-10-21 10:30:00-04:00,2024-10-21 10:30:00-04:00,0.006,2.0,12:00:00,5899.25,2024-10-21 10:29:00-04:00,5899.75,5898.0,2024-10-21 10:30:00-04:00,2024-10-21 10:30:00-04:00,5899.25,5855.0,5965.625,44.25,1,0.5,34.25,fixed_contracts,2024-10-21 12:00:00-04:00,5882.5,eod_flatten,-837.5,-842.5,-0.3785310734463277,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
46,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",36,mes_participation_crowding,2024-10-23,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.9642857142857144,0.0926735837268136,-12.0,0.55,4.0,2024-10-23 10:30:00-04:00,2024-10-23 10:30:00-04:00,0.006,2.0,12:00:00,5867.25,2024-10-23 10:29:00-04:00,5868.25,5866.0,2024-10-23 10:30:00-04:00,2024-10-23 10:30:00-04:00,5867.75,5823.5,5934.125,44.25,1,6.5,22.75,fixed_contracts,2024-10-23 12:00:00-04:00,5855.75,eod_flatten,-600.0,-605.0,-0.2711864406779661,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
47,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",37,mes_participation_crowding,2024-10-24,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8531746031746031,0.0775824757388099,-19.0,0.55,4.0,2024-10-24 10:30:00-04:00,2024-10-24 10:30:00-04:00,0.006,2.0,12:00:00,5846.25,2024-10-24 10:29:00-04:00,5848.0,5845.75,2024-10-24 10:30:00-04:00,2024-10-24 10:30:00-04:00,5846.5,5802.5,5912.5,44.0,1,9.0,19.25,fixed_contracts,2024-10-24 12:00:00-04:00,5837.0,eod_flatten,-475.0,-480.0,-0.2159090909090909,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
48,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",38,mes_participation_crowding,2024-10-31,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8015873015873016,0.0717340902638471,-73.0,0.55,4.0,2024-10-31 10:30:00-04:00,2024-10-31 10:30:00-04:00,0.006,2.0,12:00:00,5770.0,2024-10-31 10:29:00-04:00,5770.75,5768.0,2024-10-31 10:30:00-04:00,2024-10-31 10:30:00-04:00,5770.25,5726.75,5835.5,43.5,1,5.5,19.75,fixed_contracts,2024-10-31 12:00:00-04:00,5759.0,eod_flatten,-562.5,-567.5,-0.25862068965517243,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
49,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",39,mes_participation_crowding,2024-11-11,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.5555555555555556,0.0638510272392659,-11.0,0.55,4.0,2024-11-11 10:30:00-05:00,2024-11-11 10:30:00-05:00,0.006,2.0,12:00:00,6032.75,2024-11-11 10:29:00-05:00,6034.75,6032.25,2024-11-11 10:30:00-05:00,2024-11-11 10:30:00-05:00,6032.75,5987.5,6100.625,45.25,1,10.75,0.25,fixed_contracts,2024-11-11 12:00:00-05:00,6038.25,eod_flatten,275.0,270.0,0.12154696132596685,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
50,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",40,mes_participation_crowding,2024-11-12,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8055555555555556,0.072692342509983,-38.0,0.55,4.0,2024-11-12 10:30:00-05:00,2024-11-12 10:30:00-05:00,0.006,2.0,12:00:00,6023.25,2024-11-12 10:29:00-05:00,6024.5,6022.75,2024-11-12 10:30:00-05:00,2024-11-12 10:30:00-05:00,6023.25,5978.0,6091.125,45.25,1,4.0,16.75,fixed_contracts,2024-11-12 12:00:00-05:00,6007.75,eod_flatten,-775.0,-780.0,-0.3425414364640884,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
51,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",41,mes_participation_crowding,2024-11-13,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.7579365079365079,0.0705667708951476,-33.0,0.55,4.0,2024-11-13 10:30:00-05:00,2024-11-13 10:30:00-05:00,0.006,2.0,12:00:00,6005.25,2024-11-13 10:29:00-05:00,6007.5,6005.25,2024-11-13 10:30:00-05:00,2024-11-13 10:30:00-05:00,6005.5,5960.25,6073.375,45.25,1,20.5,2.5,fixed_contracts,2024-11-13 12:00:00-05:00,6023.0,eod_flatten,875.0,870.0,0.3867403314917127,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
52,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",42,mes_participation_crowding,2024-11-20,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.6825396825396826,0.0676675074234948,-70.0,0.55,4.0,2024-11-20 10:30:00-05:00,2024-11-20 10:30:00-05:00,0.006,2.0,12:00:00,5891.25,2024-11-20 10:29:00-05:00,5892.0,5889.0,2024-11-20 10:30:00-05:00,2024-11-20 10:30:00-05:00,5891.25,5847.0,5957.625,44.25,1,31.0,1.75,fixed_contracts,2024-11-20 12:00:00-05:00,5917.5,eod_flatten,1312.5,1307.5,0.5932203389830508,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
53,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",43,mes_participation_crowding,2024-11-21,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.5515873015873016,0.0639359507718392,-83.0,0.55,4.0,2024-11-21 10:30:00-05:00,2024-11-21 10:30:00-05:00,0.006,2.0,12:00:00,5910.0,2024-11-21 10:29:00-05:00,5914.75,5908.25,2024-11-21 10:30:00-05:00,2024-11-21 10:30:00-05:00,5910.25,5865.75,5977.0,44.5,1,55.25,3.0,fixed_contracts,2024-11-21 12:00:00-05:00,5952.75,eod_flatten,2125.0,2120.0,0.9550561797752809,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
54,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",44,mes_participation_crowding,2024-11-22,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8174603174603174,0.0747807157580328,-92.0,0.55,4.0,2024-11-22 10:30:00-05:00,2024-11-22 10:30:00-05:00,0.006,2.0,12:00:00,5968.25,2024-11-22 10:29:00-05:00,5970.25,5964.25,2024-11-22 10:30:00-05:00,2024-11-22 10:30:00-05:00,5968.5,5923.5,6036.0,45.0,1,22.25,1.25,fixed_contracts,2024-11-22 12:00:00-05:00,5981.5,eod_flatten,650.0,645.0,0.28888888888888886,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
55,2,2020-05-06,2024-05-06,2024-05-06,2025-05-06,MAR,0.0790737372016374,"{'entry.params.share_rank_min': 0.55, 'entry.params.min_abs_return_ticks': 4, 'sl.params.stop_pct': 0.0075, 'tp.params.target_r_multiple': 1.5}",45,mes_participation_crowding,2024-11-25,long,mes_participation_morning_notional_down_reversal_long,morning_notional_down_reversal_long,completed_bar_mes_participation_crowding,notional,30,252,long,0.8015873015873016,0.0727845462497696,-7.0,0.55,4.0,2024-11-25 10:30:00-05:00,2024-11-25 10:30:00-05:00,0.006,2.0,12:00:00,6022.0,2024-11-25 10:29:00-05:00,6022.25,6018.5,2024-11-25 10:30:00-05:00,2024-11-25 10:30:00-05:00,6022.0,5976.75,6089.875,45.25,1,1.5,20.0,fixed_contracts,2024-11-25 12:00:00-05:00,6002.75,eod_flatten,-962.5,-967.5,-0.425414364640884,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
