campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,signals_generated,entries_opened,monkey_passed,wfa_passed,wfa_early_exit,source_config_path,report_path
es_trend_filtered_prior_session_breakout_orderflow,all_day_large10_trend_hold_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.012345679012345678,0,1,81,0,1052.5,1.0401449413559645,0.16586554200022113,0.03322024675872456,187,122.81112803735982,0.7672209026128266,max_best_day_concentration,187,187,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/rescue_attempts/parameter_space_rescue_1/all_day_large10_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/all_day_large10_trend_hold_two_sided/ES/rescue1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,all_day_large10_trend_hold_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-5552.5,0.6183848797250859,-0.6397580187172256,-0.15045309168443496,268,174.19660522624613,0.0,min_total_net_profit,291,268,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/variants/all_day_large10_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/all_day_large10_trend_hold_two_sided/ES/run1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,all_day_signed_high_volume_trend_hold_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-3472.5,0.8278383738225087,-0.49065621638223056,-0.08095567534070203,187,121.50858921853863,0.0,min_total_net_profit;max_consecutive_losses,187,187,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/rescue_attempts/parameter_space_rescue_1/all_day_signed_high_volume_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/all_day_signed_high_volume_trend_hold_two_sided/ES/rescue1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,all_day_signed_high_volume_trend_hold_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-5550.0,0.6808969383354895,-0.5705772609646735,-0.17927414021164018,240,156.00467159779768,0.0,min_total_net_profit,241,240,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/variants/all_day_signed_high_volume_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/all_day_signed_high_volume_trend_hold_two_sided/ES/run1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,all_day_signed_trend_hold_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-3365.0,0.9038434062008859,-0.2826910591441904,-0.019624579098100114,243,157.88546016059294,0.0,min_total_net_profit,243,243,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/rescue_attempts/parameter_space_rescue_1/all_day_signed_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/all_day_signed_trend_hold_two_sided/ES/rescue1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,all_day_signed_trend_hold_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-5761.25,0.6106605845582024,-0.6404416388975637,-0.15484976278334212,271,176.1465672250474,0.0,min_total_net_profit,292,271,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/variants/all_day_signed_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/all_day_signed_trend_hold_two_sided/ES/run1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,first_half_large10_trend_hold_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-456.25,0.967057761732852,-0.08249975944451965,0.001288366805608254,145,95.43284030332607,0.0,min_total_net_profit,145,145,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/rescue_attempts/parameter_space_rescue_1/first_half_large10_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/first_half_large10_trend_hold_two_sided/ES/rescue1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,first_half_large10_trend_hold_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-4937.5,0.6320104341345258,-0.6282717508186757,-0.1435873015873016,250,162.49683323343857,0.0,min_total_net_profit,273,250,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/variants/first_half_large10_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/first_half_large10_trend_hold_two_sided/ES/run1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,first_half_signed_trend_hold_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-2885.0,0.88184703593734,-0.33956905867091214,-0.052762402762402676,222,144.28024911032028,0.0,min_total_net_profit;max_consecutive_losses,222,222,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/rescue_attempts/parameter_space_rescue_1/first_half_signed_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/first_half_signed_trend_hold_two_sided/ES/rescue1/campaign_test_summary.json
es_trend_filtered_prior_session_breakout_orderflow,first_half_signed_trend_hold_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-4866.25,0.63799516458992,-0.6278560850238986,-0.1375031494079113,252,163.79680789930606,0.0,min_total_net_profit,271,252,,,,campaigns/es_trend_filtered_prior_session_breakout_orderflow/variants/first_half_signed_trend_hold_two_sided/config.yaml,backtest-campaigns/es_trend_filtered_prior_session_breakout_orderflow/first_half_signed_trend_hold_two_sided/ES/run1/campaign_test_summary.json
