campaign_id,variant_id,stage,scope,trade_log_csv,exists
nq_rth_intraday_risk_premium,open_0935_long,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_rth_intraday_risk_premium/open_0935_long/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
nq_rth_intraday_risk_premium,first_hour_1000_long,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_rth_intraday_risk_premium/first_hour_1000_long/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
nq_rth_intraday_risk_premium,midmorning_1030_long,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_rth_intraday_risk_premium/midmorning_1030_long/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
nq_rth_intraday_risk_premium,late_morning_1100_long,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_rth_intraday_risk_premium/late_morning_1100_long/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
nq_rth_intraday_risk_premium,early_afternoon_1300_long,limited_core_grid_test,fixed_config_core_cross_check,backtest-campaigns/nq_rth_intraday_risk_premium/early_afternoon_1300_long/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
