campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,profitable_iterations,total_combinations_tested,number_passing_benchmark,apex_rule_violations,best_day_concentration,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,top_failure_reason,top_parameters_json,fixed_net_profit,fixed_profit_factor,fixed_mar,fixed_expectancy_r,fixed_trades_per_year,fixed_total_trades,fixed_win_rate,fixed_max_drawdown,fixed_apex_rule_violations,fixed_apex_forced_flatten_trades,signals_generated,entries_opened,trades_closed,stop_target_conflicts,detail_conflicts_resolved,detail_conflicts_unresolved,actual_first_timestamp,actual_last_timestamp,actual_rows,actual_strategy_rows,source_config_path,effective_config_path,report_path,fixed_trade_log_csv,fixed_equity_curve_csv,stage_failure_reason
es_mes_footprint_liquidity_sweep_reversion,rolling30_full_session_notional_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,0,36,0,0,0.0,-1177.5,0.7767772511848341,-0.8209937812451906,-0.11958803427460579,48,71.84387112196288,min_total_net_profit;preferred_min_total_trades,"{""entry.params.min_sweep_ticks"": 3, ""entry.params.share_rank_min"": 0.5, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 1.0}",-3116.25,0.6131284916201117,-1.1728333637645654,-0.24244635493390138,92.79701314999416,62,0.3387096774193548,3956.25,0,0,62,62,62,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/rescue_attempts/parameter_space_rescue_1/rolling30_full_session_notional_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling30_full_session_notional_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,36,0,0,0.0,-1435.0,0.7675172134467396,-0.9166719553462138,-0.1214786129984175,62,92.79833353253538,min_total_net_profit,"{""entry.params.min_sweep_ticks"": 2, ""entry.params.share_rank_min"": 0.55, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 1.0}",-5270.0,0.4770528404862317,-1.4835878462595646,-0.4415640633897328,118.24135546531514,79,0.26582278481012656,5270.0,0,0,79,79,79,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/variants/rolling30_full_session_notional_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/run1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_notional_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling30_full_session_trade_large10_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.3611111111111111,13,36,0,0,0.8101123595505618,1112.5,1.1287243274515475,0.615472079088305,0.14121910048584096,70,99.84975293307227,max_best_day_concentration,"{""entry.params.min_sweep_ticks"": 3, ""entry.params.share_rank_min"": 0.55, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 1.5}",-690.0,0.9304435483870968,-0.4277044094515663,-0.06297630527358411,118.39327847778569,83,0.40963855421686746,2318.75,0,0,83,83,83,1,0,1,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/rescue_attempts/parameter_space_rescue_1/rolling30_full_session_trade_large10_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.3611111111111111 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling30_full_session_trade_large10_two_sided,run1,False,True,limited_core_grid_test,failed,0.027777777777777776,1,36,0,0,2.15625,560.0,1.0525082044069385,0.3846078557808713,-0.002735341418162423,83,118.39327847778569,max_best_day_concentration,"{""entry.params.min_sweep_ticks"": 2, ""entry.params.share_rank_min"": 0.55, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 2.0}",-1896.25,0.8343162953254697,-1.0048960353638514,-0.1810423517216436,131.68221355365492,93,0.3655913978494624,2678.75,0,0,93,93,93,1,0,1,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/variants/rolling30_full_session_trade_large10_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/run1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling30_full_session_trade_large10_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.027777777777777776 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling45_full_session_trade_large10_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.5555555555555556,20,36,0,0,0.6582109479305741,1872.5,1.1918053777208706,1.1075348899720623,0.0749278590672053,73,104.12761606699735,max_best_day_concentration,"{""entry.params.min_sweep_ticks"": 2, ""entry.params.share_rank_min"": 0.55, ""sl.params.stop_offset_ticks"": 3, ""tp.params.target_r_multiple"": 2.0}",985.0,1.1066017316017316,0.5520797794519473,-0.03711274827366626,117.52283575218665,83,0.42168674698795183,2590.0,0,0,83,83,83,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/rescue_attempts/parameter_space_rescue_1/rolling45_full_session_trade_large10_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.5555555555555556 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling45_full_session_trade_large10_two_sided,run1,False,True,limited_core_grid_test,failed,0.3611111111111111,13,36,0,0,0.6959654178674352,1735.0,1.188586956521739,1.062499316736399,0.06732419607274137,73,104.12902805877536,max_best_day_concentration,"{""entry.params.min_sweep_ticks"": 2, ""entry.params.share_rank_min"": 0.55, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 2.0}",985.0,1.1066017316017316,0.5520797794519473,-0.03711274827366626,117.52283575218665,83,0.42168674698795183,2590.0,0,0,83,83,83,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/variants/rolling45_full_session_trade_large10_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/run1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_full_session_trade_large10_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.3611111111111111 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling45_midday_notional_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,0,36,0,0,0.0,-1890.0,0.6549520766773163,-1.1999917904915394,-0.1480267516168945,53,79.32760769716735,min_total_net_profit,"{""entry.params.min_sweep_ticks"": 2, ""entry.params.share_rank_min"": 0.5, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 1.0}",-3158.75,0.5430379746835443,-1.440419120412038,-0.24236637425840396,79.32647898305953,53,0.33962264150943394,3265.0,0,0,53,53,53,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/rescue_attempts/parameter_space_rescue_1/rolling45_midday_notional_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling45_midday_notional_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,36,0,0,0.0,-1890.0,0.6549520766773163,-1.1999917904915394,-0.1480267516168945,53,79.32760769716735,min_total_net_profit,"{""entry.params.min_sweep_ticks"": 2, ""entry.params.share_rank_min"": 0.55, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 1.0}",-5116.25,0.41192528735632183,-1.48397338527914,-0.4714594183292329,100.28064324273564,67,0.2537313432835821,5116.25,0,0,67,67,67,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/variants/rolling45_midday_notional_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/run1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling45_midday_notional_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling60_midday_notional_two_sided,rescue1,False,True,limited_core_grid_test,failed,0.0,0,36,0,0,0.0,-1995.0,0.5629791894852135,-1.2953753548687794,-0.264602939422885,39,58.37314528659484,min_total_net_profit;preferred_min_total_trades,"{""entry.params.min_sweep_ticks"": 3, ""entry.params.share_rank_min"": 0.5, ""sl.params.stop_offset_ticks"": 1, ""tp.params.target_r_multiple"": 1.0}",-4351.25,0.387579169598874,-1.4858896546184366,-0.4275598034086476,73.33957490886635,49,0.2653061224489796,4351.25,0,0,49,49,49,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/rescue_attempts/parameter_space_rescue_1/rolling60_midday_notional_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
es_mes_footprint_liquidity_sweep_reversion,rolling60_midday_notional_two_sided,run1,False,True,limited_core_grid_test,failed,0.0,0,36,0,0,0.0,-2245.0,0.5854108956602031,-1.3013314808080747,-0.23368225238823942,49,73.34061843700377,min_total_net_profit;preferred_min_total_trades,"{""entry.params.min_sweep_ticks"": 2, ""entry.params.share_rank_min"": 0.55, ""sl.params.stop_offset_ticks"": 2, ""tp.params.target_r_multiple"": 1.0}",-5466.25,0.35710085269038516,-1.4489671100242774,-0.539783920696717,92.79701314999416,62,0.22580645161290322,5595.0,0,0,62,62,62,0,0,0,2021-07-13 09:30:00-04:00,2022-03-28 15:59:00-04:00,69420,69420,campaigns/es_mes_footprint_liquidity_sweep_reversion/variants/rolling60_midday_notional_two_sided/config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/run1/campaign_test_summary.json,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_mes_footprint_liquidity_sweep_reversion/rolling60_midday_notional_two_sided/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
