wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.semivar_rank_threshold,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,16,0.5,0.02,0.003,1.0,499,499,499,0,0,0,0,0,0,0,499,133.3238711840471,417.5,1.0087480356207439,0.02929613087492922,5385.0,0.03511231376128843,0.0007428996705736157,0.021157810209382094,0.5290581162324649,0,0,True,-330.0,0.7065868263473054,7,False,min_profit_factor;min_expectancy_r;min_mar;preferred_min_total_trades;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,7,0.45,0.02,0.003,1.0,449,449,449,0,0,0,0,0,0,0,449,119.96476585498426,-2057.5,0.9527120202252356,0.007339365759429847,6842.5,0.044679878546475565,-0.003683414402546714,-0.08244011672312992,0.5167037861915368,0,0,False,-330.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,17,0.5,0.02,0.004,1.0,499,499,499,0,0,0,0,0,0,0,499,133.32353254933835,-3507.5,0.9375111348654909,-0.002860067969183033,8840.0,0.057549273310222485,-0.006301855684025526,-0.10950365350497182,0.48697394789579157,0,0,False,-430.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,13,0.5,0.01,0.003,1.0,545,545,545,0,0,0,0,0,0,0,545,145.6142480867849,-2775.0,0.9490778970547756,0.009082111656011247,6640.0,0.04323761151266523,-0.004976737152305177,-0.11510203681920272,0.5155963302752293,0,0,False,-330.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,14,0.5,0.01,0.004,1.0,545,545,545,0,0,0,0,0,0,0,545,145.6138782352493,-5625.0,0.911319564874665,-0.008788662944967492,10700.0,0.0692702348390438,-0.010160032806305952,-0.1466724175241182,0.48440366972477067,0,0,False,-430.0,0.0,8,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,8,0.45,0.02,0.004,1.0,449,449,449,0,0,0,0,0,0,0,449,119.96446115160904,-5820.0,0.8860666568785788,-0.019820140911512827,10397.5,0.067719612472523,-0.010517411707365532,-0.15530820870590384,0.47884187082405344,0,0,False,-430.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,4,0.45,0.01,0.003,1.0,491,491,491,0,0,0,0,0,0,0,491,131.18641433139706,-5055.0,0.8981000856725293,-0.01096384196065727,8842.5,0.05760867794843396,-0.009117433977293699,-0.1582649403177555,0.5030549898167006,0,0,False,-330.0,0.0,10,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,5,0.45,0.01,0.004,1.0,491,491,491,0,0,0,0,0,0,0,491,131.18608112570166,-7505.0,0.8694725857645985,-0.021683324096107397,12922.5,0.08347328983915768,-0.013620382224759475,-0.1631705453445552,0.47657841140529533,0,0,False,-430.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,11,0.5,0.0,0.004,1.0,582,582,582,0,0,0,0,0,0,0,582,155.49959106956896,-11085.0,0.8443882922720573,-0.034238059055205154,15795.0,0.10235557139617017,-0.02030338862817671,-0.19836134321982204,0.4725085910652921,0,0,False,-442.5,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;max_drawdown_pct;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,6eaa3d8a2c42ada9da7f13d76faee00d98f3e1ddba78d9aeef25ddbfe3f291bb,d0266aafca0a274ca4ea089325974a9bef4f0b11d90a9f21902b482eb48b021d,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,10,0.5,0.0,0.003,1.0,582,582,582,0,0,0,0,0,0,0,582,155.4999860302914,-8672.5,0.8594294513331713,-0.030817817390360467,12022.5,0.07855019437457124,-0.01578620851165069,-0.20096969380334342,0.4948453608247423,0,0,False,-330.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;min_positive_month_rate
