campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,monkey_passed,wfa_passed,wfa_early_exit,source_config_path,report_path
es_session_open_orderflow_reclaim,afternoon_large20_down_open_reclaim_long,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-2437.5,0.886667441590143,-0.35154339047475913,-0.016984609952068352,195,127.41500672094773,0.0,min_total_net_profit,,,,campaigns/es_session_open_orderflow_reclaim/rescue_attempts/parameter_space_rescue_1/afternoon_large20_down_open_reclaim_long/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/afternoon_large20_down_open_reclaim_long/ES/rescue1/campaign_test_summary.json
es_session_open_orderflow_reclaim,afternoon_large20_down_open_reclaim_long,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-3258.75,0.6660261337432744,-0.594171696707118,-0.08771544910785416,158,103.25678486492397,0.0,min_total_net_profit,,,,campaigns/es_session_open_orderflow_reclaim/variants/afternoon_large20_down_open_reclaim_long/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/afternoon_large20_down_open_reclaim_long/ES/run1/campaign_test_summary.json
es_session_open_orderflow_reclaim,afternoon_large20_up_open_reject_short,rescue1,False,True,limited_core_grid_test,failed,0.012345679012345678,0,1,81,0,32.5,1.0017565193892717,0.006963298557256121,0.022561581529058825,141,91.78819012539127,23.307692307692307,max_best_day_concentration,,,,campaigns/es_session_open_orderflow_reclaim/rescue_attempts/parameter_space_rescue_1/afternoon_large20_up_open_reject_short/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/afternoon_large20_up_open_reject_short/ES/rescue1/campaign_test_summary.json
es_session_open_orderflow_reclaim,afternoon_large20_up_open_reject_short,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-2705.0,0.662402496099844,-0.4383964629523211,-0.09996564282278565,126,82.03770436401584,0.0,min_total_net_profit,,,,campaigns/es_session_open_orderflow_reclaim/variants/afternoon_large20_up_open_reject_short/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/afternoon_large20_up_open_reject_short/ES/run1/campaign_test_summary.json
es_session_open_orderflow_reclaim,midday_large10_two_sided_open_reclaim,rescue1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-2352.5,0.9289704106280193,-0.3353324959437558,-0.011443301814610837,233,151.6640904326217,0.0,min_total_net_profit,,,,campaigns/es_session_open_orderflow_reclaim/rescue_attempts/parameter_space_rescue_1/midday_large10_two_sided_open_reclaim/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/midday_large10_two_sided_open_reclaim/ES/rescue1/campaign_test_summary.json
es_session_open_orderflow_reclaim,midday_large10_two_sided_open_reclaim,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-4392.5,0.7762638482108748,-0.5491986281253658,-0.08273363137616524,221,143.89544794494603,0.0,min_total_net_profit,,,,campaigns/es_session_open_orderflow_reclaim/variants/midday_large10_two_sided_open_reclaim/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/midday_large10_two_sided_open_reclaim/ES/run1/campaign_test_summary.json
es_session_open_orderflow_reclaim,morning_down_open_reclaim_long,rescue1,False,True,limited_core_grid_test,failed,0.04938271604938271,1,4,81,0,0.0,1.0,0.0,0.02291504237479761,115,74.86354218495882,0.0,,,,,campaigns/es_session_open_orderflow_reclaim/rescue_attempts/parameter_space_rescue_1/morning_down_open_reclaim_long/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/morning_down_open_reclaim_long/ES/rescue1/campaign_test_summary.json
es_session_open_orderflow_reclaim,morning_down_open_reclaim_long,run1,False,True,limited_core_grid_test,failed,0.012345679012345678,0,1,81,0,50.0,1.0062034739454093,0.02431209494058879,0.03008542182455235,115,74.87188247352238,3.4,max_best_day_concentration,,,,campaigns/es_session_open_orderflow_reclaim/variants/morning_down_open_reclaim_long/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/morning_down_open_reclaim_long/ES/run1/campaign_test_summary.json
es_session_open_orderflow_reclaim,morning_up_open_reject_short,rescue1,False,True,limited_core_grid_test,failed,0.09876543209876543,2,8,81,0,1572.5,1.1076870398904297,0.3769003758047812,0.048095425694920556,138,89.84681505285035,0.2591414944356121,,,,,campaigns/es_session_open_orderflow_reclaim/rescue_attempts/parameter_space_rescue_1/morning_up_open_reject_short/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/morning_up_open_reject_short/ES/rescue1/campaign_test_summary.json
es_session_open_orderflow_reclaim,morning_up_open_reject_short,run1,False,True,limited_core_grid_test,failed,0.0,0,0,81,0,-1422.5,0.8439385628085573,-0.39525806700978927,-0.04293459516673799,112,72.91915424579159,0.0,min_total_net_profit,,,,campaigns/es_session_open_orderflow_reclaim/variants/morning_up_open_reject_short/config.yaml,backtest-campaigns/es_session_open_orderflow_reclaim/morning_up_open_reject_short/ES/run1/campaign_test_summary.json
