campaign_id,variant_id,run_id,terminal_stage,stage_status,stage_passed,total_combinations,profitable_combinations,profitable_combo_rate,benchmark_passing_combinations,apex_rule_violating_iterations,combos_meeting_50_tpy,top_net_profit,top_profit_factor,top_mar,top_total_trades,top_trades_per_year,top_best_day_concentration,top_failure_reason,config_path,report_path,core_grid_summary_path,core_grid_results_path
es_prior_value_area_orderflow_rejection,afternoon_large20_two_sided_rejection,rescue1,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-1344.9999999999523,0.7318045862412856,-0.5607115785177665,101,66.11731906154708,0.0,min_total_net_profit,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,late_morning_signed_two_sided_rejection,rescue1,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-2282.500000000018,0.4493365500603096,-0.5186897305042755,93,60.77251747165709,0.0,min_total_net_profit,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,midday_large10_two_sided_rejection,rescue1,limited_core_grid_test,failed,False,81,0,0.0,0,0,63,-1582.4999999999545,0.6395216400911266,-0.5170567087384651,74,48.8749026797599,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,morning_signed_vah_rejection_short,rescue1,limited_core_grid_test,failed,False,54,0,0.0,0,0,0,-1877.4999999999773,0.4631879914224511,-0.6153722981307396,68,44.83578310005704,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,morning_signed_val_rejection_long,rescue1,limited_core_grid_test,failed,False,81,0,0.0,0,0,36,-1557.5000000000068,0.5658536585365834,-0.5558009711872993,73,48.39949829508569,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/rescue1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/rescue1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,afternoon_large20_two_sided_rejection,run1,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-1248.75,0.75764192139738,-0.47772350186431467,101,66.11731906154708,0.0,min_total_net_profit,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/run1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/afternoon_large20_two_sided_rejection/ES/run1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,late_morning_signed_two_sided_rejection,run1,limited_core_grid_test,failed,False,81,0,0.0,0,0,81,-1477.5,0.7694108466640656,-0.3515253577867192,93,60.7721399463274,0.0,min_total_net_profit,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/run1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/late_morning_signed_two_sided_rejection/ES/run1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,midday_large10_two_sided_rejection,run1,limited_core_grid_test,failed,False,81,0,0.0,0,0,63,-1588.75,0.5977848101265822,-0.5826111565321959,74,48.8749026797599,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/run1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/midday_large10_two_sided_rejection/ES/run1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,morning_signed_vah_rejection_short,run1,limited_core_grid_test,failed,False,54,0,0.0,0,0,0,-252.5,0.950803701899659,-0.06780907950775318,68,44.83409696323921,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/run1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_vah_rejection_short/ES/run1/limited_core_grid_test/core_grid_results.csv
es_prior_value_area_orderflow_rejection,morning_signed_val_rejection_long,run1,limited_core_grid_test,failed,False,81,0,0.0,0,0,36,-827.5,0.8760763758891801,-0.20081619919314403,73,48.39949829508569,0.0,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/run1/campaign_test_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/run1/limited_core_grid_test/core_grid_summary.json,backtest-campaigns/es_prior_value_area_orderflow_rejection/morning_signed_val_rejection_long/ES/run1/limited_core_grid_test/core_grid_results.csv
