campaign_id,variant_id,symbol,test_run_id,rescue_attempt,source_config_path,run_dir,campaign_test_summary,terminal_stage,passed,profitable_combo_rate,profitable_combos,total_combinations,benchmark_passing_combos,top_net_profit,top_profit_factor,top_mar,top_trades_per_year,top_total_trades,top_failure_reason,failure_criteria,limited_monkey_status,monkey_core_beats_net_profit_rate,monkey_core_beats_max_dd_rate,trade_path_percentage_profitable,one_tick_worse_net_profit,one_tick_worse_profit_factor,wfa_status,wfa_early_exit,wfa_profit_factor,wfa_mar,wfa_trades_per_year,wfa_net_profit,wfa_total_trades,wfa_expectancy_r,fixed_config_core_trade_log,fixed_config_core_equity_curve
es_treasury_rate_orderflow_confirmation,curve_1d_signed_rate_confirmation_1530,ES,run1,none,campaigns/es_treasury_rate_orderflow_confirmation/variants/curve_1d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/run1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-1536.25,0.7520177562550444,-0.3463691809075231,41.23588253823808,56,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,curve_1d_signed_rate_confirmation_1530,ES,rescue1,parameter_space_rescue_1,campaigns/es_treasury_rate_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/curve_1d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/rescue1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-15.0,0.9951417004048583,-0.007965771559462615,24.29954639637117,33,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/curve_1d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,teny_1d_large10_rate_confirmation_1530,ES,run1,none,campaigns/es_treasury_rate_orderflow_confirmation/variants/teny_1d_large10_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/run1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-1130.0,0.8375853395616242,-0.35126421938203733,59.25980122823977,81,min_total_net_profit,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,teny_1d_large10_rate_confirmation_1530,ES,rescue1,parameter_space_rescue_1,campaigns/es_treasury_rate_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/teny_1d_large10_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/rescue1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-680.0,0.7957957957957958,-0.41899336114407915,24.453716479692844,31,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_large10_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,teny_1d_signed_rate_confirmation_1530,ES,run1,none,campaigns/es_treasury_rate_orderflow_confirmation/variants/teny_1d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/run1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-2202.5,0.6241467576791809,-0.5211846313127172,35.203101142709734,48,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,teny_1d_signed_rate_confirmation_1530,ES,rescue1,parameter_space_rescue_1,campaigns/es_treasury_rate_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/teny_1d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/rescue1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-167.5,0.9216374269005848,-0.14478371714951344,16.565420841082247,21,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_1d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,teny_5d_signed_rate_confirmation_1530,ES,run1,none,campaigns/es_treasury_rate_orderflow_confirmation/variants/teny_5d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/run1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-1665.0,0.8337078651685393,-0.2588161878396964,59.670963244440195,83,min_total_net_profit;max_consecutive_losses,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,teny_5d_signed_rate_confirmation_1530,ES,rescue1,parameter_space_rescue_1,campaigns/es_treasury_rate_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/teny_5d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/rescue1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-372.5,0.9395046691027202,-0.20162228201015328,23.364480013326762,32,min_total_net_profit;min_trades_per_year;preferred_min_total_trades,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/teny_5d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,twoy_1d_signed_rate_confirmation_1530,ES,run1,none,campaigns/es_treasury_rate_orderflow_confirmation/variants/twoy_1d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/run1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-1610.0,0.8371269600404654,-0.315558068068343,61.22442098502789,87,min_total_net_profit;max_consecutive_losses,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv
es_treasury_rate_orderflow_confirmation,twoy_1d_signed_rate_confirmation_1530,ES,rescue1,parameter_space_rescue_1,campaigns/es_treasury_rate_orderflow_confirmation/rescue_attempts/parameter_space_rescue_1/twoy_1d_signed_rate_confirmation_1530/config.yaml,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/rescue1,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,0.0,0,81,0,-1610.0,0.8371269600404654,-0.315558068068343,61.22442098502789,87,min_total_net_profit;max_consecutive_losses,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7},,,,,,,,,,,,,,,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_treasury_rate_orderflow_confirmation/twoy_1d_signed_rate_confirmation_1530/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv
