campaign_id,variant_id,test_run_id,summary_path,passed,halted,first_failed_stage,first_failed_status,profitable_combo_rate,benchmark_pass_combos,apex_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_total_trades,top_trades_per_year,top_benchmark_failures
es_naaim_exposure_sentiment,level_median_contrarian_1000,run1,backtest-campaigns/es_naaim_exposure_sentiment/level_median_contrarian_1000/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-1587.5,0.7532063738826272,-0.5427069189275607,80,52.84304121769271,
es_naaim_exposure_sentiment,level_median_contrarian_1000,rescue1,backtest-campaigns/es_naaim_exposure_sentiment/level_median_contrarian_1000/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-1687.5,0.610726643598616,-0.6188685088186374,80,52.84304121769271,
es_naaim_exposure_sentiment,level_rank_contrarian_1030,run1,backtest-campaigns/es_naaim_exposure_sentiment/level_rank_contrarian_1030/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-2525.0,0.7361546499477534,-0.5516248856723359,80,52.84131580864162,
es_naaim_exposure_sentiment,level_rank_contrarian_1030,rescue1,backtest-campaigns/es_naaim_exposure_sentiment/level_rank_contrarian_1030/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-2587.5,0.4020797227036395,-0.6624837161430968,80,52.84277576281233,
es_naaim_exposure_sentiment,weekly_change_contrarian_1130,run1,backtest-campaigns/es_naaim_exposure_sentiment/weekly_change_contrarian_1130/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-2537.5,0.6704545454545454,-0.4908089749456474,80,52.84038678889866,
es_naaim_exposure_sentiment,weekly_change_contrarian_1130,rescue1,backtest-campaigns/es_naaim_exposure_sentiment/weekly_change_contrarian_1130/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-2087.5,0.3035863219349458,-0.6559121326450305,80,52.84304121769271,
es_naaim_exposure_sentiment,zscore_sign_contrarian_1200,run1,backtest-campaigns/es_naaim_exposure_sentiment/zscore_sign_contrarian_1200/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-1925.0,0.7003891050583657,-0.5643305203841529,80,52.842311223189085,
es_naaim_exposure_sentiment,zscore_sign_contrarian_1200,rescue1,backtest-campaigns/es_naaim_exposure_sentiment/zscore_sign_contrarian_1200/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-2750.0,0.4475138121546961,-0.620309964123789,80,52.842510310598946,
es_naaim_exposure_sentiment,ma_distance_contrarian_1400,run1,backtest-campaigns/es_naaim_exposure_sentiment/ma_distance_contrarian_1400/ES/run1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-1287.5,0.720108695652174,-0.4808176110497894,80,52.841846691733295,
es_naaim_exposure_sentiment,ma_distance_contrarian_1400,rescue1,backtest-campaigns/es_naaim_exposure_sentiment/ma_distance_contrarian_1400/ES/rescue1/campaign_test_summary.json,False,True,limited_core_grid_test,failed,0.0,0,0,-1525.0,0.6351674641148325,-0.5464949036613175,80,52.841846691733295,
