campaign_id,variant_id,run_id,symbol,timeframe,config_path,report_path,terminal_stage,stage_status,passed,decision,percentage_profitable_iterations,profitable_iterations,total_combinations_tested,number_passing_benchmark,apex_rule_violating_iterations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trade_count,top_trades_per_year,top_best_day_concentration,top_failure_reason,monkey_passed,monkey_net_profit_beat_rate,monkey_drawdown_beat_rate,wfa_passed,wfa_early_exit,wfa_train_profit_factor,wfa_stitched_pf,wfa_stitched_mar,wfa_stitched_trades_per_year,rescue_attempt,wfa_early_exit_reason
es_prior_session_breakout_orderflow_confirmation,all_day_large10_buffer_break_two_sided,rescue1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large10_buffer_break_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large10_buffer_break_two_sided/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,36,0,0,-130.0,0.985663082437276,-0.051922537970195456,0.018198285231252363,91,59.44896286175631,0.0,min_total_net_profit,False,,,False,,,,,,parameter_space_only,
es_prior_session_breakout_orderflow_confirmation,all_day_large10_buffer_break_two_sided,run1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large10_buffer_break_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large10_buffer_break_two_sided/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.1111111111111111,8,72,0,0,687.5,1.0961538461538463,0.3117825460582493,0.0786471306471307,75,48.99639796298597,0.3836363636363636,min_trades_per_year;preferred_min_total_trades,False,,,False,,,,,,none,
es_prior_session_breakout_orderflow_confirmation,all_day_large20_no_buffer_break_two_sided,rescue1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large20_no_buffer_break_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large20_no_buffer_break_two_sided/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.2222222222222222,8,36,0,0,205.625,1.01717477552725,0.044776205089469036,0.014345423880483918,87,56.83158626856773,2.1185410334346506,max_best_day_concentration,False,,,False,,,,,,parameter_space_only,
es_prior_session_breakout_orderflow_confirmation,all_day_large20_no_buffer_break_two_sided,run1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large20_no_buffer_break_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_large20_no_buffer_break_two_sided/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,36,0,0,-442.5,0.9490354160668011,-0.2114224077530838,-0.005532839253769382,86,56.18253633089058,0.0,min_total_net_profit,False,,,False,,,,,,none,
es_prior_session_breakout_orderflow_confirmation,all_day_signed_buffer_break_two_sided,rescue1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_buffer_break_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_buffer_break_two_sided/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,36,0,0,-365.0,0.9607632356893309,-0.12766681540260447,0.0049036984520856464,93,60.7555334741026,0.0,min_total_net_profit;max_consecutive_losses,False,,,False,,,,,,parameter_space_only,
es_prior_session_breakout_orderflow_confirmation,all_day_signed_buffer_break_two_sided,run1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_buffer_break_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_buffer_break_two_sided/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.1111111111111111,8,72,0,0,687.5,1.0961538461538463,0.3117825460582493,0.0786471306471307,75,48.99639796298597,0.3836363636363636,min_trades_per_year;preferred_min_total_trades,False,,,False,,,,,,none,
es_prior_session_breakout_orderflow_confirmation,all_day_signed_high_volume_break_two_sided,rescue1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_high_volume_break_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_high_volume_break_two_sided/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.2777777777777778,15,54,6,0,1671.25,1.13909696213067,0.4081896298987153,0.06835200170394642,87,56.83158626856773,0.31488406881077036,,False,,,False,,,,,,parameter_space_only,
es_prior_session_breakout_orderflow_confirmation,all_day_signed_high_volume_break_two_sided,run1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_high_volume_break_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/all_day_signed_high_volume_break_two_sided/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.0,0,108,0,0,-97.5,0.9915492957746479,-0.028621061026914987,0.012427791572429797,87,56.83264505151247,0.0,min_total_net_profit,False,,,False,,,,,,none,
es_prior_session_breakout_orderflow_confirmation,first_half_signed_no_buffer_break_two_sided,rescue1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/first_half_signed_no_buffer_break_two_sided/ES/rescue1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/first_half_signed_no_buffer_break_two_sided/ES/rescue1/campaign_test_summary.json,walk_forward_analysis,failed,False,FAIL,0.8055555555555556,29,36,9,0,1535.0,1.2073623775751436,0.9323173093989308,0.13474336908071857,83,54.22268041237114,0.17182410423452768,,True,0.96,0.99,False,True,0.887903893951947,0.0,0.0,0.0,parameter_space_only,selected_train_profit_factor_below_minimum
es_prior_session_breakout_orderflow_confirmation,first_half_signed_no_buffer_break_two_sided,run1,ES,5m,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/first_half_signed_no_buffer_break_two_sided/ES/run1/effective_config.yaml,backtest-campaigns/es_prior_session_breakout_orderflow_confirmation/first_half_signed_no_buffer_break_two_sided/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,False,FAIL,0.2222222222222222,8,36,4,0,1330.0,1.1748274728885968,0.6803357224014693,0.12044086865515446,84,54.875965718544286,0.19830827067669174,,False,,,False,,,,,,none,
