campaign_id,variant_id,instrument,run_id,terminal_stage,terminal_status,decision,core_profitable_iterations,core_total_combinations,core_number_passing_benchmark,core_top_net_profit,core_top_profit_factor,core_top_trades,monkey_core_beats_net_rate,monkey_core_beats_drawdown_rate,monkey_percentage_profitable,monkey_median_net_profit,selected_params_json,wfa_windows,wfa_early_exit,wfa_profitable_windows,wfa_profitable_window_rate,wfa_stitched_oos_trades,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_max_drawdown_pct,wfa_stitched_mar,wfa_stitched_positive_month_rate,wfa_stitched_apex_violations,summary_path
nq_implied_correlation_orderflow_confirmation,rising_corr_1330_large20_flow_short,NQ,run1,limited_core_grid_test,failed,FAIL,43,81,15,2032.5,1.449171270718232,70,,,,,{},,,,,,,,,,,,backtest-campaigns/nq_implied_correlation_orderflow_confirmation/rising_corr_1330_large20_flow_short/NQ/run1/variant_test_summary.json
nq_implied_correlation_orderflow_confirmation,rising_corr_1330_signed_flow_short,NQ,run1,limited_core_grid_test,failed,FAIL,2,81,0,355.0,1.0756123535676252,64,,,,,{},,,,,,,,,,,,backtest-campaigns/nq_implied_correlation_orderflow_confirmation/rising_corr_1330_signed_flow_short/NQ/run1/variant_test_summary.json
nq_implied_correlation_orderflow_confirmation,shortterm_corr_1200_signed_flow_short,NQ,run1,limited_monkey_test,failed,FAIL,73,81,42,2255.0,1.2794299876084263,60,0.847375,0.819625,0.255375,-1420.0,"{""entry.params.min_orderflow_imbalance"": 0.0, ""entry.params.term_spread_rank_min"": 0.55, ""sl.params.stop_pct"": 0.006, ""tp.params.target_r_multiple"": 1.5}",,,,,,,,,,,,backtest-campaigns/nq_implied_correlation_orderflow_confirmation/shortterm_corr_1200_signed_flow_short/NQ/run1/variant_test_summary.json
nq_implied_correlation_orderflow_confirmation,shortterm_corr_1330_large20_flow_short,NQ,run1,walk_forward_analysis,failed,FAIL,66,81,54,4560.0,1.8283378746594006,67,0.98425,0.98675,0.214875,-1325.0,"{""entry.params.min_orderflow_imbalance"": 0.0, ""entry.params.term_spread_rank_min"": 0.55, ""sl.params.stop_pct"": 0.004, ""tp.params.target_r_multiple"": 1.5}",2,True,0,0.0,69,-2900.0,0.7678142514011209,0.02207153304081904,-0.9345974857326413,0.4,0,backtest-campaigns/nq_implied_correlation_orderflow_confirmation/shortterm_corr_1330_large20_flow_short/NQ/run1/variant_test_summary.json
nq_implied_correlation_orderflow_confirmation,shortterm_corr_1330_signed_flow_short,NQ,run1,walk_forward_analysis,failed,FAIL,75,81,48,4975.0,1.720492396813903,69,0.973375,0.937375,0.1765,-1215.0,"{""entry.params.min_orderflow_imbalance"": 0.0, ""entry.params.term_spread_rank_min"": 0.55, ""sl.params.stop_pct"": 0.0025, ""tp.params.target_r_multiple"": 2.0}",10,False,6,0.6,523,-21280.0,0.8877429905309524,0.24745524745524747,-0.062208940108462375,0.4659090909090909,0,backtest-campaigns/nq_implied_correlation_orderflow_confirmation/shortterm_corr_1330_signed_flow_short/NQ/run1/variant_test_summary.json
