campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,monkey_percentage_profitable,monkey_median_net_profit,trade_path_stress_pct_profitable,trade_path_stress_median_net_profit,trade_path_one_tick_worse_profitable,wfa_windows,wfa_early_exit,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_mar,wfa_stitched_trades_per_year,source_config_path,report_path
es_spx_0dte_expiration_pressure,full_week_down_move_fade_long_1000,run1,False,True,limited_core_grid_test,failed,,0.25925925925925924,0,,27,0,12640.0,1.3060903257052912,1.137459577222745,0.1789535327516719,97,65.95578653428483,0.131131329113924,preferred_min_total_trades,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/variants/full_week_down_move_fade_long_1000/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/full_week_down_move_fade_long_1000/ES/run1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,full_week_up_move_fade_short_1000,run1,False,True,limited_core_grid_test,failed,,0.2222222222222222,0,,27,0,2310.0,1.0636363636363635,0.2786657550652686,0.0505720431681727,173,116.79898336414048,0.2954545454545454,min_profit_factor;min_mar;min_win_rate;max_consecutive_losses,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/variants/full_week_up_move_fade_short_1000/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/full_week_up_move_fade_short_1000/ES/run1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,tue_thu_two_sided_fade_1030,run1,False,True,limited_core_grid_test,failed,,0.0,0,,27,0,-4942.5,0.8862092782318407,-0.3463328689586222,-0.0668543866847899,121,80.92134725738343,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;preferred_min_total_trades;min_positive_month_rate,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/variants/tue_thu_two_sided_fade_1030/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/tue_thu_two_sided_fade_1030/ES/run1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,mwf_two_sided_fade_1030,run1,False,True,limited_core_grid_test,failed,,0.14814814814814814,0,,27,0,6292.5,1.127134053944843,0.7784741927992923,0.0909816938433386,154,102.6237409251587,0.1799761620977354,min_profit_factor;min_win_rate,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/variants/mwf_two_sided_fade_1030/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/mwf_two_sided_fade_1030/ES/run1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,full_week_late_move_continuation_1430,run1,False,True,limited_core_grid_test,failed,,0.7037037037037037,0,,27,0,8341.25,1.1442498919152615,0.9886558394866404,0.0501811791026301,223,148.60544937378447,0.1575003746440881,min_profit_factor,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/variants/full_week_late_move_continuation_1430/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/full_week_late_move_continuation_1430/ES/run1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,full_week_down_move_fade_long_1000,rescue1,False,True,limited_core_grid_test,failed,,0.6666666666666666,1,,27,0,18540.0,1.228388408118013,0.8622331236825369,0.1330711063477676,157,104.78367736425824,0.1177184466019417,nan,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/rescue_attempts/parameter_space_rescue_1/full_week_down_move_fade_long_1000/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/full_week_down_move_fade_long_1000/ES/rescue1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,full_week_up_move_fade_short_1000,rescue1,False,True,limited_core_grid_test,failed,,0.2222222222222222,0,,27,0,2310.0,1.0636363636363635,0.2786657550652686,0.0505720431681727,173,116.79898336414048,0.2954545454545454,min_profit_factor;min_mar;min_win_rate;max_consecutive_losses,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/rescue_attempts/parameter_space_rescue_1/full_week_up_move_fade_short_1000/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/full_week_up_move_fade_short_1000/ES/rescue1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,tue_thu_two_sided_fade_1030,rescue1,False,True,limited_core_grid_test,failed,,0.0,0,,27,0,-2447.5,0.9156398104265404,-0.2439235858482985,-0.0487808452177251,82,54.83926012483836,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;preferred_min_total_trades,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/rescue_attempts/parameter_space_rescue_1/tue_thu_two_sided_fade_1030/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/tue_thu_two_sided_fade_1030/ES/rescue1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,mwf_two_sided_fade_1030,rescue1,False,True,limited_core_grid_test,failed,,0.4444444444444444,0,,27,0,7722.5,1.1712590785607362,1.3743230525957666,0.1138034946782263,143,95.2934737162188,0.1466494011006798,min_profit_factor;min_win_rate;preferred_min_total_trades,,,,,,,,,,,,campaigns/es_spx_0dte_expiration_pressure/rescue_attempts/parameter_space_rescue_1/mwf_two_sided_fade_1030/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/mwf_two_sided_fade_1030/ES/rescue1/campaign_test_summary.json
es_spx_0dte_expiration_pressure,full_week_late_move_continuation_1430,rescue1,False,True,walk_forward_analysis,failed,,0.8518518518518519,1,,27,0,9917.5,1.2123661670235546,1.4245999558028102,0.090296314992209,194,129.2800770336959,0.1318376607007814,nan,0.26666666666666666,-6267.5,1.0,6439.1764023682435,True,4,True,-4122.5,0.5265575653172553,-1.5399289192985244,64.18426923443607,campaigns/es_spx_0dte_expiration_pressure/rescue_attempts/parameter_space_rescue_1/full_week_late_move_continuation_1430/config.yaml,backtest-campaigns/es_spx_0dte_expiration_pressure/full_week_late_move_continuation_1430/ES/rescue1/campaign_test_summary.json
