run_id,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,0.45,2,0.0015,1.0,278,278,278,0,0,0,0,0,0,0,278,69.6907365870352,-2827.5,0.9442335190572457,-0.02281093193870136,8662.5,0.05659730162359936,-0.004759177019630578,-0.0840884085125031,0.5035971223021583,0,0,False,-480.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_positive_month_rate
2,0.45,2,0.0015,1.5,278,278,278,0,0,0,0,0,0,0,278,69.69063693796963,235.0,1.0041022955398446,0.004123279149529332,7913.75,0.051423883555079035,0.00039251068552514923,0.0076328479762665016,0.4352517985611511,0,0,True,-480.0,2.877659574468085,7,False,min_profit_factor;min_expectancy_r;min_mar;max_best_day_concentration
3,0.45,2,0.0015,2.0,278,278,278,0,0,0,0,0,0,0,278,69.69063693796963,1172.5,1.0189510263455632,0.021064996253697114,7970.0,0.05166769310557194,0.001953814306956403,0.03781500952566624,0.3920863309352518,0,0,True,-480.0,0.7739872068230277,8,False,min_profit_factor;min_expectancy_r;min_mar;min_win_rate;max_best_day_concentration
4,0.45,2,0.0025,1.0,278,278,278,0,0,0,0,0,0,0,278,69.69063693796963,16322.5,1.2562703615025317,0.09199121364910263,5630.0,0.03613201341312754,0.02623234477495706,0.7260139221974906,0.564748201438849,0,0,True,-792.5,0.046408332056976566,6,True,
5,0.45,2,0.0025,1.5,278,278,278,0,0,0,0,0,0,0,278,69.68977332467158,12441.25,1.1704047390768388,0.06846456756234795,8321.25,0.053290105667627284,0.02017549793833462,0.37859744666618,0.4892086330935252,0,0,True,-792.5,0.09052546970762584,6,False,min_profit_factor;min_mar
6,0.45,2,0.0025,2.0,278,278,278,0,0,0,0,0,0,0,278,69.68977332467158,7497.5,1.0966670964414647,0.03946277557502168,11197.5,0.07097244450078435,0.012301921662965176,0.1733337741076288,0.45323741007194246,0,0,True,-792.5,0.20106702234078025,7,False,min_profit_factor;min_mar
7,0.45,2,0.004,1.0,278,278,278,0,0,0,0,0,0,0,278,69.68920866601084,13772.5,1.1693461621222834,0.04909391083697106,9092.5,0.05757024139295607,0.022264771768685687,0.3867409833617592,0.539568345323741,0,0,True,-1217.5,0.08767471410419314,6,False,min_profit_factor;min_mar
8,0.45,2,0.004,1.5,278,278,278,0,0,0,0,0,0,0,278,69.68920866601084,14785.0,1.172560690943044,0.05189057887816866,9691.25,0.06087038447345901,0.02384541803680329,0.39174088094022935,0.5107913669064749,0,0,True,-1217.5,0.11929320257017247,6,False,min_profit_factor;min_mar
9,0.45,2,0.004,2.0,278,278,278,0,0,0,0,0,0,0,278,69.68920866601084,13960.0,1.1624247360307165,0.0497573762905055,11037.5,0.06870846755995456,0.02255803541033785,0.3283152166165525,0.5071942446043165,0,0,True,-1217.5,0.16887535816618912,6,False,min_profit_factor;min_mar
10,0.45,4,0.0015,1.0,260,260,260,0,0,0,0,0,0,0,260,65.17838673607609,-3212.5,0.9330903410570164,-0.03268248986696371,8937.5,0.05869604478959725,-0.005412485948345869,-0.09221210675689562,0.5,0,0,False,-480.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar
