selection_objective,train_start,train_end,test_start,test_end,train_rows,test_rows,selected_params,train_run_id,train_total_trades,train_trades_per_year,train_net_profit,train_profit_factor,train_expectancy_r,train_max_drawdown,train_max_drawdown_pct,train_cagr,train_mar,train_win_rate,train_apex_rule_violations,test_total_trades,test_trades_per_year,test_net_profit,test_profit_factor,test_expectancy_r,test_max_drawdown,test_max_drawdown_pct,test_cagr,test_mar,test_worst_day,test_best_day,test_best_day_concentration,test_max_consecutive_losses,test_positive_month_rate,test_win_rate,test_average_trade,test_apex_rule_violations,test_apex_forced_flatten_trades,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple
MAR,2021-06-09,2025-06-08,2025-06-09,2026-06-09,388050,97110,"{'entry.params.share_rank_min': np.float64(0.4), 'entry.params.min_abs_return_ticks': np.int64(4), 'sl.params.stop_pct': np.float64(0.006), 'tp.params.target_r_multiple': np.float64(2.0)}",27,271,67.9330845451036,33195.0,1.4155868544600938,0.08951508420189895,3985.0,0.02238606839407345,0.051390976714116965,2.29566781488626,0.5387453874538746,0,76,77.96103212216956,-13905.0,0.6367792072095605,-0.0836361330935136,18440.0,0.11982390304920643,-0.09497462653543842,-0.7926183684438697,-2167.5,2657.5,0.0,4,0.23076923076923078,0.42105263157894735,-182.96052631578948,0,0,0.4,4,0.006,2.0
