campaign_id,variant_id,run_id,trade_log_csv,exists
es_pivot_filtered_prior_value_area_acceptance,afternoon_large20_two_sided_pivot_acceptance,run1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/afternoon_large20_two_sided_pivot_acceptance/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,afternoon_large20_two_sided_pivot_acceptance,stop_widen_rescue1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/afternoon_large20_two_sided_pivot_acceptance/ES/stop_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,late_morning_large10_two_sided_pivot_acceptance,run1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/late_morning_large10_two_sided_pivot_acceptance/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,late_morning_large10_two_sided_pivot_acceptance,stop_widen_rescue1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/late_morning_large10_two_sided_pivot_acceptance/ES/stop_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,midday_signed_two_sided_pivot_acceptance,run1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/midday_signed_two_sided_pivot_acceptance/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,midday_signed_two_sided_pivot_acceptance,stop_widen_rescue1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/midday_signed_two_sided_pivot_acceptance/ES/stop_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,morning_signed_two_sided_pivot_acceptance_1230,run1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/morning_signed_two_sided_pivot_acceptance_1230/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,morning_signed_two_sided_pivot_acceptance_1230,stop_widen_rescue1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/morning_signed_two_sided_pivot_acceptance_1230/ES/stop_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,run1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/morning_signed_vah_pivot_acceptance_long/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_pivot_filtered_prior_value_area_acceptance,morning_signed_vah_pivot_acceptance_long,stop_widen_rescue1,backtest-campaigns/es_pivot_filtered_prior_value_area_acceptance/morning_signed_vah_pivot_acceptance_long/ES/stop_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
