campaign_id,variant_id,strategy_name,symbol,dataset_id,timeframe,data_source,raw_csv,raw_parquet,raw_dir,config_hash,input_data_hash,updated_at,total_trades,trades_per_year,net_profit,profit_factor,max_drawdown_pct,cagr,mar,win_rate,core_grid_pass_rate,core_grid_profitable_iteration_rate,core_grid_meets_profitable_iteration_threshold,monkey_pass_rate,wfa_profitable_window_rate,monte_carlo_prop_pass_chance
positive_delta_dislocation,pdh_negative_hour_positive_delta_long_10000_bracket,positive_delta_dislocation,ES,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,1m,parquet,,data/cache/orderflow/es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny.parquet,,b6400ccd7b0a45e0641a549e60deb40ef1cd2c354bfa212f4639031257fe0eae,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2026-06-14T18:38:31,268,17.445618151911987,-16802.5,0.753448275862069,0.1253995979303299,-0.0077036795262216,-0.0614330480589075,0.458955223880597,,,,,,
positive_delta_dislocation,pdh_negative_30m_positive_delta_r_bracket,positive_delta_dislocation,ES,sierra_trade_orderflow_1m_20101229_20260609_full_rth_ny,1m,parquet,,data/cache/orderflow/es_sierra_trade_orderflow_1m_20101214_20260610_full_rth_ny.parquet,,789ef339e85322c08ab0599ba6a5ae8abff62087355c24501e97100463a2149c,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2026-06-14T23:38:26,403,26.234311813987066,-4496.25,0.9342124515326652,0.04231651757507233,-0.0019791808023559287,-0.04677088087044804,0.4441687344913151,,,,,,
