campaign_id,variant_id,run_id,stage,trade_log_path,status,reason
es_semivariance_orderflow_confirmation,badvol_signed_multitime_short,rescue1,wfa_oos,backtest-campaigns/es_semivariance_orderflow_confirmation/badvol_signed_multitime_short/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv,failed,WFA reached but failed stitched OOS gates
