campaign_id,variant_id,run_id,status,early_exit,profit_factor,mar,expectancy_r,trades_per_year,net_profit,trade_log_path,equity_curve_path
es_semivariance_orderflow_confirmation,badvol_signed_multitime_short,rescue1,failed,True,0.7123198963898333,-0.7883785881906968,-0.1411313658470849,94.68226822682267,-4442.5,backtest-campaigns/es_semivariance_orderflow_confirmation/badvol_signed_multitime_short/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv,backtest-campaigns/es_semivariance_orderflow_confirmation/badvol_signed_multitime_short/ES/rescue1/walk_forward_analysis/equity_curve.csv
