session_date,net_pnl,gross_pnl,trades,wins,losses
2026-03-03,360.0,375.0,1,1,0
2026-03-05,322.5,337.5,1,1,0
2026-03-11,322.5,337.5,1,1,0
2026-03-12,322.5,337.5,1,1,0
2026-03-13,-427.5,-412.5,1,0,1
2026-03-17,135.0,150.0,1,1,0
2026-03-18,285.0,300.0,1,1,0
2026-03-20,-427.5,-412.5,1,0,1
2026-03-23,285.0,300.0,1,1,0
2026-03-26,135.0,150.0,1,1,0
2026-03-27,-690.0,-675.0,1,0,1
2026-03-30,360.0,375.0,1,1,0
2026-03-31,-240.0,-225.0,1,0,1
2026-04-07,-390.0,-375.0,1,0,1
2026-04-08,-540.0,-525.0,1,0,1
2026-04-09,-352.5,-337.5,1,0,1
2026-04-10,135.0,150.0,1,1,0
2026-04-20,97.5,112.5,1,1,0
2026-04-21,360.0,375.0,1,1,0
2026-04-23,172.5,187.5,1,1,0
2026-04-24,-502.5,-487.5,1,0,1
2026-04-27,97.5,112.5,1,1,0
2026-04-28,-577.5,-562.5,1,0,1
2026-04-29,60.0,75.0,1,1,0
2026-05-04,172.5,187.5,1,1,0
2026-05-07,210.0,225.0,1,1,0
2026-05-12,-540.0,-525.0,1,0,1
2026-05-18,-540.0,-525.0,1,0,1
2026-05-19,-427.5,-412.5,1,0,1
2026-05-27,172.5,187.5,1,1,0
2026-05-29,-540.0,-525.0,1,0,1
