campaign_id,path,rows
es_spx_0dte_trend_aligned_pressure,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1500/ES/rescue1/walk_forward_analysis/wfa_oos_trade_log.csv,0
