campaign_id,variant_id,run_id,config_path,result_path,terminal_stage,status,decision,profitable_combo_rate,profitable_combos,benchmark_pass_combos,top_net_profit,top_profit_factor,top_total_trades,top_trades_per_year,top_expectancy_r,top_max_drawdown,top_mar,top_failure_reason
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_continuation_1330,rescue1,campaigns/es_spx_0dte_trend_aligned_pressure/rescue_attempts/parameter_space_rescue_1/all_0dte_trend_continuation_1330/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1330/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.6944444444444444,25,0,920.0,1.3898305084745763,26,27.678463360084198,0.12861795832618111,1210.0,0.8176838701756258,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_continuation_1330,run1,campaigns/es_spx_0dte_trend_aligned_pressure/variants/all_0dte_trend_continuation_1330/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1330/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.6666666666666666,18,0,695.0,1.2741617357001973,26,27.678463360084198,0.12175958099871141,1262.5,0.591317416741292,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_continuation_1400,rescue1,campaigns/es_spx_0dte_trend_aligned_pressure/rescue_attempts/parameter_space_rescue_1/all_0dte_trend_continuation_1400/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1400/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.0,0,0,-725.0,0.7366030881017257,35,36.313316421337525,-0.11861471861471862,1787.5,-0.42269697872207157,min_total_net_profit;min_trades_per_year;preferred_min_total_trades
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_continuation_1400,run1,campaigns/es_spx_0dte_trend_aligned_pressure/variants/all_0dte_trend_continuation_1400/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1400/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.0,0,0,-825.0,0.7308319738988581,35,36.31095269749157,-0.10251177394034533,1660.0,-0.5184197200167072,min_total_net_profit;min_trades_per_year;preferred_min_total_trades
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_continuation_1500,rescue1,campaigns/es_spx_0dte_trend_aligned_pressure/rescue_attempts/parameter_space_rescue_1/all_0dte_trend_continuation_1500/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1500/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.3333333333333333,9,0,418.125,1.2310082872928176,37,37.12316511355073,0.04634978669461427,692.5,0.6058033119853672,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_continuation_1500,run1,campaigns/es_spx_0dte_trend_aligned_pressure/variants/all_0dte_trend_continuation_1500/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_continuation_1500/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.0,0,0,-260.0,0.8736330498177399,37,37.12316511355073,-0.007095675573936434,697.5,-0.37399961514615326,min_total_net_profit;min_trades_per_year;preferred_min_total_trades
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_only_1330,rescue1,campaigns/es_spx_0dte_trend_aligned_pressure/rescue_attempts/parameter_space_rescue_1/all_0dte_trend_only_1330/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1330/ES/rescue1/campaign_test_summary.json,limited_monkey_test,failed,FAIL,0.75,9,0,1312.5,1.4906542056074767,30,31.29813843239544,0.14721541549127756,1055.0,1.3093393679891354,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_only_1330,run1,campaigns/es_spx_0dte_trend_aligned_pressure/variants/all_0dte_trend_only_1330/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1330/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.6666666666666666,6,0,962.5,1.337719298245614,30,31.29813843239544,0.1346053704749357,1250.0,0.8101923866787799,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_only_1500,rescue1,campaigns/es_spx_0dte_trend_aligned_pressure/rescue_attempts/parameter_space_rescue_1/all_0dte_trend_only_1500/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1500/ES/rescue1/campaign_test_summary.json,walk_forward_analysis,failed,FAIL,0.7777777777777778,7,0,768.75,1.3514285714285714,45,45.14979540837252,0.06408584745749495,630.625,1.2230970434058617,min_trades_per_year;preferred_min_total_trades
es_spx_0dte_trend_aligned_pressure,all_0dte_trend_only_1500,run1,campaigns/es_spx_0dte_trend_aligned_pressure/variants/all_0dte_trend_only_1500/config.yaml,backtest-campaigns/es_spx_0dte_trend_aligned_pressure/all_0dte_trend_only_1500/ES/run1/campaign_test_summary.json,limited_core_grid_test,failed,FAIL,0.1111111111111111,1,0,137.5,1.0564681724845997,45,45.14979540837252,0.029969466925988678,607.5,0.22709122404844878,min_trades_per_year;preferred_min_total_trades;max_best_day_concentration
