wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.breakout_buffer_ticks,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,17,False,48,2,0.02,0.0045,1.5,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-2326.25,0.9531493882483258,0.004250248043768585,8440.0,0.054936292776593496,-0.003942215005841243,-0.07175975673991762,0.4896755162241888,0,0,False,-480.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,18,False,35,1,0.04,0.0045,1.0,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-2105.0,0.9550069466709415,0.007766935359598815,7455.0,0.04836747603522943,-0.0035652816166416024,-0.0737123767641867,0.5249266862170088,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,19,False,10,0,0.02,0.003,1.5,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-1958.75,0.9548154555940023,0.021149698679483526,6725.0,0.04354089444974992,-0.0033163535274697287,-0.07616640791100644,0.46839080459770116,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,20,False,46,2,0.02,0.003,1.5,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-2232.5,0.9470877525626592,0.014781818775448135,7515.0,0.04858927835384827,-0.003782445978933735,-0.07784528000988855,0.46607669616519176,0,0,False,-330.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,21,False,53,2,0.04,0.0045,1.0,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-2532.5,0.9454173177434129,0.0036609226513951458,8175.0,0.05309475871923102,-0.004293973846627219,-0.08087378020369332,0.5221238938053098,0,0,False,-480.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,22,False,34,1,0.04,0.003,1.5,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-2448.75,0.9421816893925978,0.010005140470082491,7026.25,0.04555806809800537,-0.004151094133065469,-0.09111655314565925,0.4633431085043988,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,23,False,16,0,0.04,0.003,1.5,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-2396.25,0.944537669251244,0.012240858566415807,6392.5,0.041609034546726764,-0.004061558645023888,-0.09761242214026321,0.46551724137931033,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,24,False,52,2,0.04,0.003,1.5,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-2682.5,0.9362220637184974,0.005518466682977456,7102.5,0.04619099104958093,-0.00455002944305416,-0.09850469409002732,0.4631268436578171,0,0,False,-330.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,25,False,18,0,0.04,0.0045,1.5,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-3165.0,0.9386152055857254,-0.002207797955015985,8220.0,0.05373734402196563,-0.005374998481220028,-0.1000235232880685,0.49137931034482757,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,26,False,12,0,0.02,0.0045,1.5,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-3315.0,0.9360624909590627,-0.0031861629093569398,8507.5,0.05554875411147295,-0.005631878278773761,-0.10138622132679952,0.49137931034482757,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,27,False,17,0,0.04,0.0045,1.0,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-2990.0,0.9381272633212623,0.0018035597799045463,7630.0,0.0497400544337424,-0.005075553111460462,-0.10204156728902442,0.5258620689655172,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,28,False,3,0,0.0,0.003,1.0,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-4040.0,0.8966355379301523,-0.009975242285259863,7020.0,0.04600789736699818,-0.006876238635194487,-0.14945778939523688,0.5201149425287356,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,29,False,21,1,0.0,0.003,1.0,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-4605.0,0.8803663051243749,-0.01971128001584059,7585.0,0.049710812183572824,-0.007849187768048771,-0.15789699309404107,0.5131964809384164,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,30,False,39,2,0.0,0.003,1.0,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-4507.5,0.8819639934533552,-0.020354407735065565,7225.0,0.04746809454199037,-0.007681087996859626,-0.16181580640581475,0.5132743362831859,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,31,False,15,0,0.04,0.003,1.0,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-5052.5,0.8725403632694249,-0.022533414953311806,7657.5,0.050309610236026474,-0.00862180497943743,-0.17137491105553024,0.5172413793103449,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,32,False,9,0,0.02,0.003,1.0,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-5190.0,0.8695242285211489,-0.021880489536321053,7745.0,0.050901204344182834,-0.008859559287019536,-0.17405402094443836,0.5172413793103449,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,33,False,38,2,0.0,0.002,1.5,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-5651.25,0.8361244019138756,-0.047386826883182874,8252.5,0.054222309827690995,-0.009658351108165042,-0.17812504002241125,0.4336283185840708,0,0,False,-230.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
