wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.breakout_buffer_ticks,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,24,1,0.0,0.0045,1.5,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,101.25,1.0020619081559923,0.02113717369179817,5738.75,0.03732489979756262,0.0001705443527904027,0.004569184477798371,0.49853372434017595,0,0,True,-480.0,6.679012345679013,5,False,min_profit_factor;min_expectancy_r;min_mar;preferred_min_total_trades;max_best_day_concentration;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,23,1,0.0,0.0045,1.0,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-5.0,0.9998911446143798,0.024923294848212287,6692.5,0.04304342932484363,-8.42417203650303e-06,-0.0001957133102227243,0.533724340175953,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,22,1,0.0,0.003,1.5,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-248.75,0.9940114354498947,0.03950340909921616,7113.75,0.04545490850712055,-0.0004193572703632409,-0.0092257862601912,0.47214076246334313,0,0,False,-330.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,4,0,0.0,0.003,1.5,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-383.75,0.990976427017812,0.03873553670614989,6400.0,0.04111723229630106,-0.0006471661036007159,-0.015739534678236005,0.47413793103448276,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,41,2,0.0,0.0045,1.0,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-482.5,0.9894176993091348,0.02046467613744541,7412.5,0.04773942165260514,-0.0008139013400001449,-0.017048831171915347,0.5309734513274337,0,0,False,-480.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,40,2,0.0,0.003,1.5,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-482.5,0.9883016123166445,0.03519076639546884,7190.0,0.04607829785870497,-0.0008139013400001449,-0.01766344196341413,0.471976401179941,0,0,False,-330.0,0.0,9,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,29,1,0.02,0.0045,1.0,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-1180.0,0.9746236559139785,0.018223121358313023,7555.0,0.048680692032604146,-0.001993950308507353,-0.04095977738303092,0.530791788856305,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,5,0,0.0,0.0045,1.0,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-1065.0,0.9776248752560533,0.01711249934201975,6660.0,0.0431410017651536,-0.001799106130977779,-0.0417029289391925,0.5344827586206896,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,36,1,0.04,0.0045,1.5,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-1442.5,0.9709991958182549,0.011902511665505027,7513.75,0.04878820836647566,-0.0024391252162301313,-0.049994154282290725,0.49266862170087977,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,47,2,0.02,0.0045,1.0,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-1607.5,0.9651396042287883,0.014178797063081125,8275.0,0.05337590505216648,-0.0027192503978209492,-0.05094527943204548,0.528023598820059,0,0,False,-480.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,11,False,30,1,0.02,0.0045,1.5,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-1605.0,0.967925659472422,0.010792038516914937,7613.75,0.049445553877875734,-0.0027150043406996005,-0.05490896810267953,0.49266862170087977,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,12,False,42,2,0.0,0.0045,1.5,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-1732.5,0.9647937411095305,0.006827961733411733,7627.5,0.04973875335218982,-0.002931621443445387,-0.05894038844695568,0.49262536873156343,0,0,False,-480.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,13,False,54,2,0.04,0.0045,1.5,339,339,339,0,0,0,0,0,0,0,339,85.67276256738965,-2163.75,0.9561572362089054,0.005367272656362154,8340.0,0.05427655662756455,-0.0036653301608178257,-0.06753063179686632,0.4896755162241888,0,0,False,-480.0,0.0,7,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,14,False,6,0,0.0,0.0045,1.5,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-1796.25,0.9648139079333986,0.0053387886339634726,6833.75,0.04468365086760006,-0.0030399821985126474,-0.06803343369413278,0.49712643678160917,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,15,False,11,0,0.02,0.0045,1.0,348,348,348,0,0,0,0,0,0,0,348,87.94726068864779,-2052.5,0.9572640674613503,0.012159191288870401,7742.5,0.05011407951584977,-0.0034759016596754844,-0.06935978258517445,0.5316091954022989,0,0,False,-480.0,0.0,5,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,e203190960748d26dc03d62316dd3e83a89b6dac9afa714d65a03360efddbe62,69603197dd6bce6b454a225f1896b336b3ae8bde1e4053804b3099ef7ff5407a,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,16,False,28,1,0.02,0.003,1.5,341,341,341,0,0,0,0,0,0,0,341,86.1782065943359,-1998.75,0.9529539837589738,0.019214162051746905,7438.75,0.047952877092045994,-0.0033844181597173506,-0.07057800000656746,0.4662756598240469,0,0,False,-330.0,0.0,6,False,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;preferred_min_total_trades;min_positive_month_rate
