trade_id,wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_train_objective,wfa_selected_params,source_trade_id,strategy_name,session_date,direction,level_type,setup_mode,prior_profile_session,prior_value_area_high,prior_value_area_low,prior_point_of_control,prior_profile_total_volume,prior_profile_bars,value_area_fraction,boundary_type,breakout_buffer_ticks,flow_mode,orderflow_imbalance,min_orderflow_imbalance,signal_timestamp,intended_entry_timestamp,signal_flatten_time,entry_timestamp,entry_price,stop_price,target_price,risk_points,contracts,max_favorable_excursion,max_adverse_excursion,position_sizing_mode,exit_timestamp,exit_price,exit_reason,gross_pnl,net_pnl,r_multiple,commission,slippage_cost,apex_rules_enabled,latest_flat_time,force_flatten_time,latest_entry_time,was_forced_flatten,position_flat_before_deadline,pending_orders_cancelled_before_deadline,entry_before_latest_entry_time,exit_before_flatten_deadline,apex_rule_violation
21,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",21,prior_value_area_orderflow_acceptance,2015-04-02,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-04-01,2052.5,2045.0,2049.25,1404695.0,78,0.7,vah,1,signed_volume,0.050943192842513745,0.0,2015-04-02 09:35:00-04:00,2015-04-02 09:35:00-04:00,15:55:00,2015-04-02 09:35:00-04:00,2053.75,2044.5,2067.625,9.25,1,11.0,2.75,fixed_contracts,2015-04-02 15:55:00-04:00,2061.25,eod_flatten,375.0,370.0,0.8108108108108109,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
22,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",22,prior_value_area_orderflow_acceptance,2015-04-07,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-04-06,2079.75,2066.5,2074.5,777777.0,78,0.7,vah,1,signed_volume,0.1916767189384801,0.0,2015-04-07 10:35:00-04:00,2015-04-07 10:35:00-04:00,15:55:00,2015-04-07 10:35:00-04:00,2080.75,2071.25,2095.0,9.5,1,2.0,9.5,fixed_contracts,2015-04-07 15:35:00-04:00,2071.0,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
23,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",23,prior_value_area_orderflow_acceptance,2015-04-09,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-04-08,2077.25,2071.75,2073.25,999771.0,78,0.7,vah,1,signed_volume,0.17106873544158868,0.0,2015-04-09 09:35:00-04:00,2015-04-09 09:35:00-04:00,15:55:00,2015-04-09 09:35:00-04:00,2079.75,2070.25,2094.0,9.5,1,1.75,9.75,fixed_contracts,2015-04-09 10:40:00-04:00,2070.0,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
24,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",24,prior_value_area_orderflow_acceptance,2015-04-13,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-04-10,2095.5,2089.0,2094.25,682956.0,78,0.7,vah,1,signed_volume,0.09254612546125461,0.0,2015-04-13 09:35:00-04:00,2015-04-13 09:35:00-04:00,15:55:00,2015-04-13 09:35:00-04:00,2097.5,2088.0,2111.75,9.5,1,3.75,10.0,fixed_contracts,2015-04-13 14:50:00-04:00,2087.75,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
25,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",25,prior_value_area_orderflow_acceptance,2015-04-15,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-04-14,2091.0,2082.0,2088.75,983951.0,78,0.7,vah,1,signed_volume,0.05403114264043189,0.0,2015-04-15 09:35:00-04:00,2015-04-15 09:35:00-04:00,15:55:00,2015-04-15 09:35:00-04:00,2097.25,2087.75,2111.5,9.5,1,8.25,1.75,fixed_contracts,2015-04-15 15:55:00-04:00,2100.0,eod_flatten,137.5,132.5,0.2894736842105263,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
26,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",26,prior_value_area_orderflow_acceptance,2015-04-20,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-04-17,2079.75,2069.75,2074.5,1405124.0,78,0.7,vah,1,signed_volume,0.10385692270961301,0.0,2015-04-20 09:35:00-04:00,2015-04-20 09:35:00-04:00,15:55:00,2015-04-20 09:35:00-04:00,2088.0,2078.5,2102.25,9.5,1,9.5,0.75,fixed_contracts,2015-04-20 15:55:00-04:00,2093.75,eod_flatten,287.5,282.5,0.6052631578947368,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
27,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",27,prior_value_area_orderflow_acceptance,2015-04-27,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-04-24,2112.5,2109.0,2111.75,706005.0,78,0.7,vah,1,signed_volume,0.01334064954216537,0.0,2015-04-27 09:40:00-04:00,2015-04-27 09:40:00-04:00,15:55:00,2015-04-27 09:40:00-04:00,2115.0,2105.25,2129.625,9.75,1,4.75,9.75,fixed_contracts,2015-04-27 12:50:00-04:00,2105.0,stop,-500.0,-505.0,-1.0256410256410255,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
28,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",28,prior_value_area_orderflow_acceptance,2015-05-04,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-05-01,2098.25,2088.0,2091.5,830218.0,78,0.7,vah,1,signed_volume,0.10491690830293393,0.0,2015-05-04 09:40:00-04:00,2015-05-04 09:40:00-04:00,15:55:00,2015-05-04 09:40:00-04:00,2110.75,2101.25,2125.0,9.5,1,4.25,4.25,fixed_contracts,2015-05-04 15:55:00-04:00,2108.0,eod_flatten,-137.5,-142.5,-0.2894736842105263,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
29,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",29,prior_value_area_orderflow_acceptance,2015-05-07,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-05-06,2080.0,2066.75,2076.75,1464289.0,78,0.7,vah,1,signed_volume,0.11239388794567062,0.0,2015-05-07 11:20:00-04:00,2015-05-07 11:20:00-04:00,15:55:00,2015-05-07 11:20:00-04:00,2080.75,2071.25,2095.0,9.5,1,7.5,0.75,fixed_contracts,2015-05-07 15:55:00-04:00,2083.75,eod_flatten,150.0,145.0,0.3157894736842105,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
30,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",30,prior_value_area_orderflow_acceptance,2015-05-11,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-05-08,2112.0,2108.0,2110.75,970861.0,78,0.7,vah,1,signed_volume,0.11356993736951983,0.0,2015-05-11 10:05:00-04:00,2015-05-11 10:05:00-04:00,15:55:00,2015-05-11 10:05:00-04:00,2113.0,2103.25,2127.625,9.75,1,0.5,9.75,fixed_contracts,2015-05-11 14:35:00-04:00,2103.0,stop,-500.0,-505.0,-1.0256410256410255,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
31,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",31,prior_value_area_orderflow_acceptance,2015-05-13,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-05-12,2099.75,2087.0,2095.5,1099294.0,78,0.7,vah,1,signed_volume,0.11392649203804381,0.0,2015-05-13 09:35:00-04:00,2015-05-13 09:35:00-04:00,15:55:00,2015-05-13 09:35:00-04:00,2105.5,2096.0,2119.75,9.5,1,0.75,10.5,fixed_contracts,2015-05-13 10:45:00-04:00,2095.75,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
32,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",32,prior_value_area_orderflow_acceptance,2015-05-15,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-05-14,2117.75,2109.0,2116.25,843456.0,78,0.7,vah,1,signed_volume,0.13958469131204024,0.0,2015-05-15 09:50:00-04:00,2015-05-15 09:50:00-04:00,15:55:00,2015-05-15 09:50:00-04:00,2119.0,2109.25,2133.625,9.75,1,0.25,5.75,fixed_contracts,2015-05-15 15:55:00-04:00,2118.5,eod_flatten,-25.0,-30.0,-0.05128205128205128,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
33,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",33,prior_value_area_orderflow_acceptance,2015-05-21,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-05-20,2125.75,2121.0,2123.75,816659.0,78,0.7,vah,1,signed_volume,0.021755253399258344,0.0,2015-05-21 10:25:00-04:00,2015-05-21 10:25:00-04:00,15:55:00,2015-05-21 10:25:00-04:00,2126.75,2117.0,2141.375,9.75,1,5.25,1.0,fixed_contracts,2015-05-21 15:55:00-04:00,2128.75,eod_flatten,100.0,95.0,0.20512820512820512,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
34,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",34,prior_value_area_orderflow_acceptance,2015-05-27,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-05-26,2105.75,2097.25,2102.5,1273872.0,78,0.7,vah,1,signed_volume,0.09741513547181563,0.0,2015-05-27 09:45:00-04:00,2015-05-27 09:45:00-04:00,15:55:00,2015-05-27 09:45:00-04:00,2108.25,2098.75,2122.5,9.5,1,14.25,1.0,fixed_contracts,2015-05-27 15:10:00-04:00,2122.25,target,700.0,695.0,1.4736842105263157,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
35,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",35,prior_value_area_orderflow_acceptance,2015-06-03,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-06-02,2110.75,2098.25,2107.75,1020017.0,78,0.7,vah,1,signed_volume,0.09736646884272997,0.0,2015-06-03 09:45:00-04:00,2015-06-03 09:45:00-04:00,15:55:00,2015-06-03 09:45:00-04:00,2112.25,2102.5,2126.875,9.75,1,8.5,3.25,fixed_contracts,2015-06-03 15:55:00-04:00,2112.25,eod_flatten,0.0,-5.0,0.0,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
36,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",36,prior_value_area_orderflow_acceptance,2015-06-10,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-06-09,2083.5,2075.75,2080.5,1000280.0,78,0.7,vah,1,signed_volume,0.07351987630305751,0.0,2015-06-10 09:35:00-04:00,2015-06-10 09:35:00-04:00,15:55:00,2015-06-10 09:35:00-04:00,2089.75,2080.25,2104.0,9.5,1,17.0,0.5,fixed_contracts,2015-06-10 11:10:00-04:00,2103.75,target,700.0,695.0,1.4736842105263157,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
37,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",37,prior_value_area_orderflow_acceptance,2015-06-17,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-06-16,2088.75,2078.75,2087.75,800308.0,78,0.7,vah,1,signed_volume,0.04917401517193577,0.0,2015-06-17 09:35:00-04:00,2015-06-17 09:35:00-04:00,15:55:00,2015-06-17 09:35:00-04:00,2094.5,2085.0,2108.75,9.5,1,0.75,10.75,fixed_contracts,2015-06-17 12:15:00-04:00,2084.75,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
38,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",38,prior_value_area_orderflow_acceptance,2015-06-22,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-06-19,2111.5,2105.25,2109.75,881982.0,78,0.7,vah,1,signed_volume,0.0778454510848877,0.0,2015-06-22 09:35:00-04:00,2015-06-22 09:35:00-04:00,15:55:00,2015-06-22 09:35:00-04:00,2117.25,2107.5,2131.875,9.75,1,4.75,5.0,fixed_contracts,2015-06-22 15:55:00-04:00,2113.5,eod_flatten,-187.5,-192.5,-0.38461538461538464,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
39,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",39,prior_value_area_orderflow_acceptance,2015-07-01,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-06-30,2059.75,2052.0,2055.75,1779937.0,78,0.7,vah,1,signed_volume,0.01643207305013781,0.0,2015-07-01 09:35:00-04:00,2015-07-01 09:35:00-04:00,15:55:00,2015-07-01 09:35:00-04:00,2071.0,2061.5,2085.25,9.5,1,3.5,10.25,fixed_contracts,2015-07-01 13:00:00-04:00,2061.25,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
40,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",40,prior_value_area_orderflow_acceptance,2015-07-08,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-07,2059.25,2037.25,2042.75,2162357.0,78,0.7,vah,1,signed_volume,0.046995324532453246,0.0,2015-07-08 09:35:00-04:00,2015-07-08 09:35:00-04:00,15:55:00,2015-07-08 09:35:00-04:00,2061.75,2052.25,2076.0,9.5,1,0.0,10.25,fixed_contracts,2015-07-08 09:50:00-04:00,2052.0,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
41,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",41,prior_value_area_orderflow_acceptance,2015-07-10,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-09,2060.5,2045.5,2050.75,1550858.0,78,0.7,vah,1,signed_volume,0.02410929547281007,0.0,2015-07-10 09:55:00-04:00,2015-07-10 09:55:00-04:00,15:55:00,2015-07-10 09:55:00-04:00,2066.25,2056.75,2080.5,9.5,1,8.5,6.75,fixed_contracts,2015-07-10 15:55:00-04:00,2071.75,eod_flatten,275.0,270.0,0.5789473684210527,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
42,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",42,prior_value_area_orderflow_acceptance,2015-07-14,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-13,2090.75,2086.0,2088.75,892706.0,78,0.7,vah,1,signed_volume,0.089065497396547,0.0,2015-07-14 09:40:00-04:00,2015-07-14 09:40:00-04:00,15:55:00,2015-07-14 09:40:00-04:00,2094.5,2085.0,2108.75,9.5,1,11.0,2.25,fixed_contracts,2015-07-14 15:55:00-04:00,2102.75,eod_flatten,412.5,407.5,0.868421052631579,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
43,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",43,prior_value_area_orderflow_acceptance,2015-07-16,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-15,2106.25,2099.75,2104.0,927157.0,78,0.7,vah,1,signed_volume,0.14205186020293123,0.0,2015-07-16 09:45:00-04:00,2015-07-16 09:45:00-04:00,15:55:00,2015-07-16 09:45:00-04:00,2113.75,2104.0,2128.375,9.75,1,4.0,3.0,fixed_contracts,2015-07-16 15:55:00-04:00,2117.25,eod_flatten,175.0,170.0,0.358974358974359,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
44,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",44,prior_value_area_orderflow_acceptance,2015-07-20,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-17,2117.0,2114.0,2115.0,710781.0,78,0.7,vah,1,signed_volume,0.0959479319756456,0.0,2015-07-20 09:55:00-04:00,2015-07-20 09:55:00-04:00,15:55:00,2015-07-20 09:55:00-04:00,2120.5,2110.75,2135.125,9.75,1,5.75,4.0,fixed_contracts,2015-07-20 15:55:00-04:00,2119.75,eod_flatten,-37.5,-42.5,-0.07692307692307693,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
45,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",45,prior_value_area_orderflow_acceptance,2015-07-23,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-22,2108.5,2105.0,2106.25,1001518.0,78,0.7,vah,1,signed_volume,0.1327213318811265,0.0,2015-07-23 10:30:00-04:00,2015-07-23 10:30:00-04:00,15:55:00,2015-07-23 10:30:00-04:00,2109.5,2100.0,2123.75,9.5,1,0.75,10.25,fixed_contracts,2015-07-23 11:50:00-04:00,2099.75,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
46,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",46,prior_value_area_orderflow_acceptance,2015-07-28,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-27,2064.0,2058.5,2061.75,1394679.0,78,0.7,vah,1,signed_volume,0.05905060874729563,0.0,2015-07-28 09:40:00-04:00,2015-07-28 09:40:00-04:00,15:55:00,2015-07-28 09:40:00-04:00,2067.5,2058.0,2081.75,9.5,1,15.25,6.0,fixed_contracts,2015-07-28 13:05:00-04:00,2081.5,target,700.0,695.0,1.4736842105263157,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
47,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",47,prior_value_area_orderflow_acceptance,2015-07-31,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-07-30,2104.0,2093.75,2100.5,1030380.0,78,0.7,vah,1,signed_volume,0.20825595585504325,0.0,2015-07-31 10:25:00-04:00,2015-07-31 10:25:00-04:00,15:55:00,2015-07-31 10:25:00-04:00,2104.75,2095.25,2119.0,9.5,1,3.0,9.5,fixed_contracts,2015-07-31 15:25:00-04:00,2095.0,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
48,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",48,prior_value_area_orderflow_acceptance,2015-08-04,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-08-03,2093.25,2080.25,2082.5,1273354.0,78,0.7,vah,1,signed_volume,0.03183787222441004,0.0,2015-08-04 10:15:00-04:00,2015-08-04 10:15:00-04:00,15:55:00,2015-08-04 10:15:00-04:00,2094.25,2084.75,2108.5,9.5,1,2.0,9.75,fixed_contracts,2015-08-04 13:50:00-04:00,2084.5,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
49,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",49,prior_value_area_orderflow_acceptance,2015-08-10,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-08-07,2072.0,2063.25,2065.25,1245695.0,78,0.7,vah,1,signed_volume,0.05683188211654387,0.0,2015-08-10 09:35:00-04:00,2015-08-10 09:35:00-04:00,15:55:00,2015-08-10 09:35:00-04:00,2091.0,2081.5,2105.25,9.5,1,9.75,1.25,fixed_contracts,2015-08-10 15:55:00-04:00,2097.5,eod_flatten,325.0,320.0,0.6842105263157895,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
50,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",50,prior_value_area_orderflow_acceptance,2015-08-13,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-08-12,2069.25,2048.5,2051.75,1851587.0,78,0.7,vah,1,signed_volume,0.033502777178073054,0.0,2015-08-13 09:35:00-04:00,2015-08-13 09:35:00-04:00,15:55:00,2015-08-13 09:35:00-04:00,2083.25,2073.75,2097.5,9.5,1,0.0,10.0,fixed_contracts,2015-08-13 10:15:00-04:00,2073.5,stop,-487.5,-492.5,-1.0263157894736843,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
51,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",51,prior_value_area_orderflow_acceptance,2015-08-17,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-08-14,2084.75,2078.5,2082.25,831199.0,78,0.7,vah,1,signed_volume,0.022269353128313893,0.0,2015-08-17 10:20:00-04:00,2015-08-17 10:20:00-04:00,15:55:00,2015-08-17 10:20:00-04:00,2087.0,2077.5,2101.25,9.5,1,11.5,3.5,fixed_contracts,2015-08-17 15:55:00-04:00,2098.0,eod_flatten,550.0,545.0,1.1578947368421053,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
52,1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,0.004569184477798371,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",52,prior_value_area_orderflow_acceptance,2015-08-25,long,prior_value_area_vah_acceptance,vah_acceptance_long,2015-08-24,1926.25,1878.5,1908.25,3755579.0,78,0.7,vah,1,signed_volume,0.012127260630254643,0.0,2015-08-25 09:50:00-04:00,2015-08-25 09:50:00-04:00,15:55:00,2015-08-25 09:50:00-04:00,1929.75,1921.0,1942.875,8.75,1,15.0,7.75,fixed_contracts,2015-08-25 11:20:00-04:00,1942.625,target,643.75,638.75,1.4714285714285715,5.0,25.0,True,16:59:59,16:58:30,16:45:00,False,True,True,True,True,False
