campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,monkey_passed,wfa_passed,wfa_early_exit,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_mar,wfa_stitched_trades_per_year,source_config_path,report_path
es_round_number_barrier_reaction,morning_round_support_reclaim_long,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.25;summary.number_passing_benchmark=0,0.25,0,9,36,0,1702.5,1.2036483253588517,0.2959778800021481,0.10603054397436923,62,43.86832582229098,0.3274596182085169,min_mar;min_trades_per_year;max_consecutive_losses;preferred_min_total_trades,,,,,,,,campaigns/es_round_number_barrier_reaction/variants/morning_round_support_reclaim_long/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/morning_round_support_reclaim_long/ES/run1/campaign_test_summary.json
es_round_number_barrier_reaction,morning_round_support_reclaim_long,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.07407407407407407;summary.number_passing_benchmark=0,0.07407407407407407,0,4,54,0,1202.5,1.1957671957671958,0.30732363534376655,0.15134408602150545,62,43.86832582229098,0.42203742203742206,min_profit_factor;min_mar;min_win_rate;min_trades_per_year;max_consecutive_losses;preferred_min_total_trades;max_best_day_concentration,,,,,,,,campaigns/es_round_number_barrier_reaction/rescue_attempts/parameter_space_rescue_1/morning_round_support_reclaim_long/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/morning_round_support_reclaim_long/ES/rescue1/campaign_test_summary.json
es_round_number_barrier_reaction,morning_round_resistance_reject_short,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2222222222222222,0.2222222222222222,3,8,36,0,5297.5,1.3148588410104012,1.8851661071009684,0.1836612697805978,123,85.37635600601789,0.10051911278905144,,,,,,,,,campaigns/es_round_number_barrier_reaction/variants/morning_round_resistance_reject_short/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/morning_round_resistance_reject_short/ES/run1/campaign_test_summary.json
es_round_number_barrier_reaction,morning_round_resistance_reject_short,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2037037037037037,0.2037037037037037,2,11,54,0,5522.5,1.3392720012286898,2.4352307527852477,0.22075296243158513,123,85.3769193715481,0.11000452693526483,,,,,,,,,campaigns/es_round_number_barrier_reaction/rescue_attempts/parameter_space_rescue_1/morning_round_resistance_reject_short/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/morning_round_resistance_reject_short/ES/rescue1/campaign_test_summary.json
es_round_number_barrier_reaction,midday_two_sided_round_reclaim,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,36,0,-707.5,0.8989285714285714,-0.34867939045218965,-0.012904651705411923,59,41.91510714599275,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_trades_per_year;preferred_min_total_trades;min_positive_month_rate,,,,,,,,campaigns/es_round_number_barrier_reaction/variants/midday_two_sided_round_reclaim/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/midday_two_sided_round_reclaim/ES/run1/campaign_test_summary.json
es_round_number_barrier_reaction,midday_two_sided_round_reclaim,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,54,0,-970.0,0.8069651741293532,-0.4684629086299986,-0.07337784625920218,59,41.91992002809823,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_trades_per_year;preferred_min_total_trades;min_positive_month_rate,,,,,,,,campaigns/es_round_number_barrier_reaction/rescue_attempts/parameter_space_rescue_1/midday_two_sided_round_reclaim/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/midday_two_sided_round_reclaim/ES/rescue1/campaign_test_summary.json
es_round_number_barrier_reaction,round_number_upside_breakout_long,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2777777777777778;summary.number_passing_benchmark=0,0.2777777777777778,0,10,36,0,3450.0,1.646672914714152,1.9553197009681382,0.3286052409129333,65,46.177972283005104,0.1036231884057971,min_trades_per_year;preferred_min_total_trades,,,,,,,,campaigns/es_round_number_barrier_reaction/variants/round_number_upside_breakout_long/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/round_number_upside_breakout_long/ES/run1/campaign_test_summary.json
es_round_number_barrier_reaction,round_number_upside_breakout_long,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2037037037037037;summary.number_passing_benchmark=0,0.2037037037037037,0,11,54,0,3225.0,1.6395637084779375,1.9103439754708793,0.3878088578088578,65,46.177972283005104,0.1573643410852713,min_trades_per_year;max_consecutive_losses;preferred_min_total_trades,,,,,,,,campaigns/es_round_number_barrier_reaction/rescue_attempts/parameter_space_rescue_1/round_number_upside_breakout_long/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/round_number_upside_breakout_long/ES/rescue1/campaign_test_summary.json
es_round_number_barrier_reaction,round_number_downside_breakout_short,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2777777777777778,0.2777777777777778,8,10,36,0,6137.5,1.4636449480642115,2.041673670431836,0.24282565847456336,105,73.17825554046443,0.08676171079429736,,,,,,,,,campaigns/es_round_number_barrier_reaction/variants/round_number_downside_breakout_short/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/round_number_downside_breakout_short/ES/run1/campaign_test_summary.json
es_round_number_barrier_reaction,round_number_downside_breakout_short,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.2037037037037037,0.2037037037037037,4,11,54,0,6406.25,1.4958397832817338,2.4134645216858672,0.28520021458875955,105,73.17825554046443,0.09482926829268293,,,,,,,,,campaigns/es_round_number_barrier_reaction/rescue_attempts/parameter_space_rescue_1/round_number_downside_breakout_short/config.yaml,backtest-campaigns/es_round_number_barrier_reaction/round_number_downside_breakout_short/ES/rescue1/campaign_test_summary.json
