campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,criteria_failures,profitable_combo_rate,benchmark_pass_combos,core_profitable_combos,core_combos,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,best_day_concentration,top_failure_reason,monkey_passed,wfa_passed,wfa_early_exit,wfa_stitched_net_profit,wfa_stitched_profit_factor,wfa_stitched_mar,wfa_stitched_trades_per_year,source_config_path,report_path
es_amihud_illiquidity_price_impact,high_1d_illiq_premium_long_1000,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.07407407407407407;summary.number_passing_benchmark=0,0.07407407407407407,0,2,27,0,170.0,1.0094773519163762,0.025609050665661326,0.04378041053155,121,101.07627434942468,3.1323529411764706,min_profit_factor;min_mar;max_best_day_concentration,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/variants/high_1d_illiq_premium_long_1000/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_1d_illiq_premium_long_1000/ES/run1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,high_1d_illiq_premium_long_1000,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.1111111111111111;summary.number_passing_benchmark=0,0.1111111111111111,0,3,27,0,1663.75,1.1705972827480133,0.5585087412982795,0.15429978391158794,71,59.309218833133485,0.34635612321562737,min_profit_factor;min_win_rate;preferred_min_total_trades,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/rescue_attempts/parameter_space_rescue_1/high_1d_illiq_premium_long_1000/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_1d_illiq_premium_long_1000/ES/rescue1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,high_1d_illiq_stress_short_1030,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.14814814814814814;summary.number_passing_benchmark=0,0.14814814814814814,0,4,27,0,2115.0,1.1749741468459152,1.0605228688932864,0.1184589599329598,87,72.68587440313372,0.25177304964539005,min_profit_factor;min_positive_month_rate,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/variants/high_1d_illiq_stress_short_1030/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_1d_illiq_stress_short_1030/ES/run1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,high_1d_illiq_stress_short_1030,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.07407407407407407;summary.number_passing_benchmark=0,0.07407407407407407,0,2,27,0,1087.5,1.0757839721254356,0.3132272494091407,0.07057959441086381,105,87.72544596762664,0.5298850574712644,min_profit_factor;min_mar;min_win_rate;max_consecutive_losses;max_best_day_concentration,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/rescue_attempts/parameter_space_rescue_1/high_1d_illiq_stress_short_1030/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_1d_illiq_stress_short_1030/ES/rescue1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,high_5d_illiq_premium_long_1130,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-1170.0,0.8477553675992192,-0.7014518240346762,-0.06181318681318678,104,92.17587950706825,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;min_positive_month_rate,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/variants/high_5d_illiq_premium_long_1130/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_5d_illiq_premium_long_1130/ES/run1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,high_5d_illiq_premium_long_1130,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-231.25,0.9819230017588431,-0.08848731581807985,0.020588951955051088,90,79.75199858477454,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;min_positive_month_rate,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/rescue_attempts/parameter_space_rescue_1/high_5d_illiq_premium_long_1130/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_5d_illiq_premium_long_1130/ES/rescue1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,high_20d_illiq_premium_long_1200,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-1751.25,0.9198970840480274,-0.24806188651343364,-0.02505090501041917,169,150.49436623295267,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;max_consecutive_losses,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/variants/high_20d_illiq_premium_long_1200/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_20d_illiq_premium_long_1200/ES/run1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,high_20d_illiq_premium_long_1200,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-455.0,0.9774640911342248,-0.07343205136921377,0.0012841139506909115,161,143.3703725651206,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;max_consecutive_losses,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/rescue_attempts/parameter_space_rescue_1/high_20d_illiq_premium_long_1200/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/high_20d_illiq_premium_long_1200/ES/rescue1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,two_sided_5d_illiq_state_1330,run1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-7760.0,0.3964612094108497,-0.8150397916929004,-0.3975175341454411,172,141.79952631669696,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;max_consecutive_losses;min_positive_month_rate,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/variants/two_sided_5d_illiq_state_1330/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/two_sided_5d_illiq_state_1330/ES/run1/campaign_test_summary.json
es_amihud_illiquidity_price_impact,two_sided_5d_illiq_state_1330,rescue1,False,True,limited_core_grid_test,failed,summary.percentage_profitable_iterations=0.0;summary.number_passing_benchmark=0,0.0,0,0,27,0,-6293.75,0.31663952225841474,-0.8119801340664118,-0.5964285714285714,140,118.35949367088607,0.0,min_total_net_profit;min_profit_factor;min_expectancy_r;min_cagr;min_mar;min_win_rate;max_consecutive_losses;min_positive_month_rate,,,,,,,,campaigns/es_amihud_illiquidity_price_impact/rescue_attempts/parameter_space_rescue_1/two_sided_5d_illiq_state_1330/config.yaml,backtest-campaigns/es_amihud_illiquidity_price_impact/two_sided_5d_illiq_state_1330/ES/rescue1/campaign_test_summary.json
