campaign_id,variant_id,run_id,passed,halted,terminal_stage,terminal_status,profitable_combo_rate,profitable_iterations,total_combinations_tested,number_passing_benchmark,apex_rule_violations,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,top_failure_reason,top_parameters_json,fixed_net_profit,fixed_profit_factor,fixed_mar,fixed_expectancy_r,fixed_trades_per_year,fixed_total_trades,fixed_win_rate,fixed_max_drawdown,fixed_apex_rule_violations,signals_generated,entries_opened,trades_closed,stop_target_conflicts,actual_first_timestamp,actual_last_timestamp,actual_rows,source_config_path,effective_config_path,report_path,fixed_trade_log_csv,fixed_equity_curve_csv,stage_failure_reason
es_morning_orderflow_momentum_continuation,first30_signed_flow_continuation_1000,rescue1,False,True,limited_core_grid_test,failed,0.2839506172839506,23,81,11,0,2227.5,1.2052995391705068,0.6633788420899629,0.10159553395703981,122,79.29228122899285,,"{""entry.params.min_orderflow_imbalance"": 0.03, ""entry.params.min_signal_return_ticks"": 12, ""sl.params.stop_pct"": 0.0035, ""tp.params.target_r_multiple"": 1.0}",-323.75,0.9750289240262244,-0.08830631414763687,0.01071568490944138,81.89131979413163,126,0.4603174603174603,2402.5,0,126,126,126,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/rescue_attempts/parameter_space_rescue_1/first30_signed_flow_continuation_1000/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/rescue1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.2839506172839506 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first30_signed_flow_continuation_1000,run1,False,True,limited_core_grid_test,failed,0.12345679012345678,10,81,3,0,2227.5,1.2052995391705068,0.6633788420899629,0.10159553395703981,122,79.29228122899285,,"{""entry.params.min_orderflow_imbalance"": 0.03, ""entry.params.min_signal_return_ticks"": 12, ""sl.params.stop_pct"": 0.0035, ""tp.params.target_r_multiple"": 1.0}",-1481.25,0.9074507966260543,-0.2087269608976227,-0.025058465344179562,113.7380847051729,175,0.4228571428571429,4655.0,0,175,175,175,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/variants/first30_signed_flow_continuation_1000/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/run1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/run1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first30_signed_flow_continuation_1000/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.12345679012345678 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first45_large10_flow_continuation_1015,rescue1,False,True,limited_core_grid_test,failed,0.13580246913580246,11,81,2,0,1610.0,1.2043795620437956,0.8145034020967348,0.07339586056236254,88,57.19344291465558,,"{""entry.params.min_orderflow_imbalance"": 0.06, ""entry.params.min_signal_return_ticks"": 14, ""sl.params.stop_pct"": 0.0045, ""tp.params.target_r_multiple"": 1.0}",-2553.75,0.8003322908522283,-0.42354347779239065,-0.0799001966958623,76.03733578482252,117,0.46153846153846156,3957.5,0,117,117,117,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/rescue_attempts/parameter_space_rescue_1/first45_large10_flow_continuation_1015/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/rescue1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.13580246913580246 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first45_large10_flow_continuation_1015,run1,False,True,limited_core_grid_test,failed,0.012345679012345678,1,81,0,0,153.75,1.018574448807007,0.04723162874868833,0.019489838399474622,88,57.190474778328046,max_best_day_concentration,"{""entry.params.min_orderflow_imbalance"": 0.06, ""entry.params.min_signal_return_ticks"": 14, ""sl.params.stop_pct"": 0.0035, ""tp.params.target_r_multiple"": 1.5}",-2551.25,0.8188997338065661,-0.3622045777474896,-0.07757209233719298,96.83973531210805,149,0.42953020134228187,4647.5,0,149,149,149,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/variants/first45_large10_flow_continuation_1015/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/run1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/run1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first45_large10_flow_continuation_1015/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.012345679012345678 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first60_large20_flow_continuation_1030,rescue1,False,True,limited_core_grid_test,failed,0.25925925925925924,21,81,10,0,1542.5,1.131612627986348,0.31777700821604865,0.06370306231794748,139,90.34131729867396,,"{""entry.params.min_orderflow_imbalance"": 0.02, ""entry.params.min_signal_return_ticks"": 16, ""sl.params.stop_pct"": 0.0035, ""tp.params.target_r_multiple"": 1.0}",530.0,1.0393978814346776,0.08946395380340794,0.030197235400534074,90.33093631848173,139,0.5107913669064749,3873.75,0,139,139,139,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/rescue_attempts/parameter_space_rescue_1/first60_large20_flow_continuation_1030/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.25925925925925924 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first60_large20_flow_continuation_1030,run1,False,True,limited_core_grid_test,failed,0.1111111111111111,9,81,2,0,1542.5,1.131612627986348,0.31777700821604865,0.06370306231794748,139,90.34131729867396,,"{""entry.params.min_orderflow_imbalance"": 0.02, ""entry.params.min_signal_return_ticks"": 16, ""sl.params.stop_pct"": 0.0035, ""tp.params.target_r_multiple"": 1.0}",-383.75,0.9674443266171792,-0.08374344115748618,0.006557572861920742,89.68672501417912,138,0.4927536231884058,3013.75,0,138,138,138,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/variants/first60_large20_flow_continuation_1030/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/run1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_large20_flow_continuation_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.1111111111111111 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first60_signed_flow_continuation_1030,rescue1,False,True,limited_core_grid_test,failed,0.037037037037037035,3,81,1,0,607.5,1.046847888953152,0.16313478237675924,0.03550316431905629,151,98.14056771294797,,"{""entry.params.min_orderflow_imbalance"": 0.025, ""entry.params.min_signal_return_ticks"": 14, ""sl.params.stop_pct"": 0.0035, ""tp.params.target_r_multiple"": 1.0}",-2196.25,0.8706756955689681,-0.36182550620388326,-0.03832226278605956,112.42627325969309,173,0.48554913294797686,3978.75,0,173,173,173,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/rescue_attempts/parameter_space_rescue_1/first60_signed_flow_continuation_1030/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/rescue1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.037037037037037035 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first60_signed_flow_continuation_1030,run1,False,True,limited_core_grid_test,failed,0.024691358024691357,2,81,1,0,607.5,1.046847888953152,0.16313478237675924,0.03550316431905629,151,98.14056771294797,,"{""entry.params.min_orderflow_imbalance"": 0.025, ""entry.params.min_signal_return_ticks"": 14, ""sl.params.stop_pct"": 0.0035, ""tp.params.target_r_multiple"": 1.0}",-3415.0,0.8106984478935698,-0.38546039667199317,-0.07761960261960259,128.6809532812135,198,0.45454545454545453,5865.0,0,198,198,198,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/variants/first60_signed_flow_continuation_1030/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/run1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/run1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first60_signed_flow_continuation_1030/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.024691358024691357 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first90_broad_large_alignment_1100,rescue1,False,True,limited_core_grid_test,failed,0.0,0,81,0,0,-1003.75,0.9276446206523697,-0.15821282214098814,-0.006203878855368074,127,82.9692949768967,min_total_net_profit,"{""entry.params.min_orderflow_imbalance"": 0.01, ""entry.params.min_signal_return_ticks"": 20, ""sl.params.stop_pct"": 0.0045, ""tp.params.target_r_multiple"": 1.5}",-3828.75,0.7704930316199611,-0.49264814989268085,-0.08886600288776633,98.77183098591549,152,0.4473684210526316,5098.75,0,152,152,152,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/rescue_attempts/parameter_space_rescue_1/first90_broad_large_alignment_1100/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/rescue1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/rescue1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/rescue1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
es_morning_orderflow_momentum_continuation,first90_broad_large_alignment_1100,run1,False,True,limited_core_grid_test,failed,0.0,0,81,0,0,-2077.5,0.8244242552292415,-0.5542192891299376,-0.06318017731061204,138,89.67442550037063,min_total_net_profit,"{""entry.params.min_orderflow_imbalance"": 0.02, ""entry.params.min_signal_return_ticks"": 16, ""sl.params.stop_pct"": 0.0025, ""tp.params.target_r_multiple"": 1.0}",-4281.25,0.7577450841703212,-0.5380527231107668,-0.11293243793243787,116.96664195700518,180,0.40555555555555556,5227.5,0,180,180,180,0,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,145860,campaigns/es_morning_orderflow_momentum_continuation/variants/first90_broad_large_alignment_1100/config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/run1/effective_config.yaml,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/run1/campaign_test_summary.json,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,backtest-campaigns/es_morning_orderflow_momentum_continuation/first90_broad_large_alignment_1100/ES/run1/limited_core_grid_test/fixed_config_core_equity_curve.csv,summary.percentage_profitable_iterations=0.0 expected {'min': 0.7}
