run_id,ending_balance,net_pnl,trader_net_pnl,account_ending_balance,final_account_phase,max_drawdown,worst_day,best_day,best_day_concentration,max_consecutive_losses,account_breached,breach_reason,payout_eligible,profit_before_drawdown,drawdown_before_profit,accounts_purchased,accounts_breached,accounts_terminated,challenge_passes,funded_accounts_started,payout_count,gross_payouts,net_payouts,total_challenge_fees
1,49804.0,-196.0,-196.0,49817.5,challenge,2537.5,-205.0,1220.0,0.09052123910220738,9,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
2,49804.0,-196.0,-196.0,49927.5,challenge,2590.0,-205.0,1220.0,0.09052123910220738,7,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
3,49804.0,-196.0,-196.0,49727.5,challenge,2520.0,-205.0,1220.0,0.09052123910220738,9,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
4,49706.0,-294.0,-294.0,51807.5,challenge,2592.5,-205.0,1220.0,0.09052123910220738,9,True,trailing_drawdown,False,False,True,3,2,0,0,0,0,0.0,0.0,294.0
5,49804.0,-196.0,-196.0,49377.5,challenge,2632.5,-205.0,1220.0,0.09090909090909091,6,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
6,49804.0,-196.0,-196.0,49947.5,challenge,2610.0,-205.0,1220.0,0.09090909090909091,8,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
7,49706.0,-294.0,-294.0,51430.0,challenge,2610.0,-260.0,1220.0,0.09052123910220738,5,True,trailing_drawdown,False,False,True,3,2,0,0,0,0,0.0,0.0,294.0
8,49804.0,-196.0,-196.0,48972.5,challenge,2535.0,-247.5,1220.0,0.09052123910220738,6,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
9,49804.0,-196.0,-196.0,49502.5,challenge,2512.5,-205.0,1220.0,0.09052123910220738,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
10,49804.0,-196.0,-196.0,49875.0,challenge,2665.0,-260.0,1220.0,0.09145427286356822,6,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
11,49804.0,-196.0,-196.0,48865.0,challenge,2667.5,-205.0,1220.0,0.09052123910220738,6,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
12,49804.0,-196.0,-196.0,49632.5,challenge,2585.0,-205.0,1220.0,0.09052123910220738,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
13,49804.0,-196.0,-196.0,49580.0,challenge,2535.0,-205.0,1220.0,0.09052123910220738,6,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
14,49804.0,-196.0,-196.0,48225.0,challenge,2507.5,-205.0,1220.0,0.09052123910220738,8,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
15,49804.0,-196.0,-196.0,49280.0,challenge,2585.0,-205.0,1220.0,0.09107876073161628,6,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
16,49706.0,-294.0,-294.0,49897.5,challenge,2570.0,-205.0,1220.0,0.09052123910220738,8,True,trailing_drawdown,False,False,True,3,2,0,0,0,0,0.0,0.0,294.0
17,49804.0,-196.0,-196.0,50007.5,challenge,2612.5,-205.0,1220.0,0.09052123910220738,13,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
18,49804.0,-196.0,-196.0,,,2567.5,-260.0,1220.0,0.09090909090909091,5,True,trailing_drawdown,False,False,True,2,2,0,0,0,0,0.0,0.0,196.0
19,49804.0,-196.0,-196.0,49567.5,challenge,2532.5,-205.0,1220.0,0.09052123910220738,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
20,49804.0,-196.0,-196.0,49662.5,challenge,2582.5,-205.0,1220.0,0.09052123910220738,8,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
21,49804.0,-196.0,-196.0,49755.0,challenge,2532.5,-205.0,1220.0,0.09052123910220738,8,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
22,49804.0,-196.0,-196.0,48682.5,challenge,2565.0,-205.0,1220.0,0.09052123910220738,7,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
23,49804.0,-196.0,-196.0,47957.5,challenge,2565.0,-205.0,1220.0,0.09052123910220738,9,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
24,49804.0,-196.0,-196.0,49147.5,challenge,2525.0,-205.0,1220.0,0.09130028063610851,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
25,49804.0,-196.0,-196.0,49732.5,challenge,2552.5,-205.0,1220.0,0.09052123910220738,7,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
26,49804.0,-196.0,-196.0,48635.0,challenge,2595.0,-205.0,1220.0,0.09090909090909091,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
27,49804.0,-196.0,-196.0,49535.0,challenge,2527.5,-205.0,1220.0,0.09090909090909091,7,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
28,49706.0,-294.0,-294.0,51105.0,challenge,2607.5,-205.0,1220.0,0.09090909090909091,10,True,trailing_drawdown,False,False,True,3,2,0,0,0,0,0.0,0.0,294.0
29,49804.0,-196.0,-196.0,48557.5,challenge,2505.0,-205.0,1220.0,0.09052123910220738,6,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
30,49804.0,-196.0,-196.0,48822.5,challenge,2520.0,-205.0,1220.0,0.09174656890392931,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
31,49706.0,-294.0,-294.0,50545.0,challenge,2567.5,-335.0,1220.0,0.09097688292319164,10,True,trailing_drawdown,False,False,True,3,2,0,0,0,0,0.0,0.0,294.0
32,49804.0,-196.0,-196.0,49927.5,challenge,2540.0,-205.0,1220.0,0.09174656890392931,9,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
33,49804.0,-196.0,-196.0,49162.5,challenge,2672.5,-297.5,1220.0,0.09052123910220738,8,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
34,49804.0,-196.0,-196.0,48705.0,challenge,2635.0,-205.0,1220.0,0.09090909090909091,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
35,49804.0,-196.0,-196.0,49027.5,challenge,2597.5,-205.0,1220.0,0.09090909090909091,5,True,trailing_drawdown,False,False,True,2,1,0,0,0,0,0.0,0.0,196.0
