campaign_id,variant_id,symbol,run_id,config_path,summary_path,terminal_stage,status,verdict,profitable_iterations,total_combinations_tested,percentage_profitable_iterations,top_net_profit,top_profit_factor,top_total_trades,top_trades_per_year,top_max_drawdown,top_mar,top_win_rate,monkey_percentage_profitable,monkey_median_net_profit,monkey_net_beat_rate,monkey_dd_beat_rate,wfa_early_exit,wfa_net_profit,wfa_profit_factor,wfa_total_trades,wfa_trades_per_year,wfa_max_drawdown,wfa_mar,wfa_win_rate,failure_reason
nq_vwap_pullback_continuation,failed_vwap_break_two_sided,NQ,run1,campaigns/nq_vwap_pullback_continuation/variants/failed_vwap_break_two_sided/config.yaml,backtest-campaigns/nq_vwap_pullback_continuation/failed_vwap_break_two_sided/NQ/run1/variant_test_summary.json,limited_core_grid_test,failed,FAIL,0,54,0.0,-1400.0,0.5947901591895803,73,48.82540772532189,1690.0,-0.5551699330104689,0.4383561643835616,,,,,,,,,,,,,failed limited core grid gate: profitable_combos=0/54; top_net=-1400.0; top_pf=0.5947901591895803; top_trades=73; top_mar=-0.5551699330104689
nq_vwap_pullback_continuation,midday_trend_reclaim_two_sided,NQ,run1,campaigns/nq_vwap_pullback_continuation/variants/midday_trend_reclaim_two_sided/config.yaml,backtest-campaigns/nq_vwap_pullback_continuation/midday_trend_reclaim_two_sided/NQ/run1/variant_test_summary.json,limited_core_grid_test,failed,FAIL,7,36,0.19444444444444445,1352.5,1.3105625717566016,55,36.650871680518954,1035.0,0.870205808871298,0.5272727272727272,,,,,,,,,,,,,failed limited core grid gate: profitable_combos=7/36; top_net=1352.5; top_pf=1.3105625717566016; top_trades=55; top_mar=0.870205808871298
nq_vwap_pullback_continuation,morning_opening_drive_pullback_long,NQ,run1,campaigns/nq_vwap_pullback_continuation/variants/morning_opening_drive_pullback_long/config.yaml,backtest-campaigns/nq_vwap_pullback_continuation/morning_opening_drive_pullback_long/NQ/run1/variant_test_summary.json,limited_core_grid_test,failed,FAIL,11,54,0.2037037037037037,2917.5,1.3658307210031349,87,56.7470112604792,1220.0,1.5940783528349052,0.5057471264367817,,,,,,,,,,,,,failed limited core grid gate: profitable_combos=11/54; top_net=2917.5; top_pf=1.3658307210031349; top_trades=87; top_mar=1.5940783528349052
nq_vwap_pullback_continuation,morning_opening_drive_pullback_short,NQ,run1,campaigns/nq_vwap_pullback_continuation/variants/morning_opening_drive_pullback_short/config.yaml,backtest-campaigns/nq_vwap_pullback_continuation/morning_opening_drive_pullback_short/NQ/run1/variant_test_summary.json,limited_core_grid_test,failed,FAIL,0,54,0.0,-355.0,0.8536082474226804,60,39.13926750920885,985.0,-0.2357539687571774,0.5166666666666667,,,,,,,,,,,,,failed limited core grid gate: profitable_combos=0/54; top_net=-355.0; top_pf=0.8536082474226804; top_trades=60; top_mar=-0.2357539687571774
nq_vwap_pullback_continuation,morning_trend_reclaim_two_sided,NQ,run1,campaigns/nq_vwap_pullback_continuation/variants/morning_trend_reclaim_two_sided/config.yaml,backtest-campaigns/nq_vwap_pullback_continuation/morning_trend_reclaim_two_sided/NQ/run1/variant_test_summary.json,limited_core_grid_test,failed,FAIL,0,36,0.0,-1320.0,0.7760814249363868,140,91.48607849714861,1730.0,-0.5007310890687274,0.5071428571428571,,,,,,,,,,,,,failed limited core grid gate: profitable_combos=0/36; top_net=-1320.0; top_pf=0.7760814249363868; top_trades=140; top_mar=-0.5007310890687274
