campaign_id,variant_id,run_id,trade_log_csv,exists
es_high_semivariance_mes_trend_pullback_crowding,afternoon60_notional_high_downside_window_1530,run1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/afternoon60_notional_high_downside_window_1530/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,afternoon60_notional_high_downside_window_1530,stop_target_widen_rescue1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/afternoon60_notional_high_downside_window_1530/ES/stop_target_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,late_morning30_notional_high_downside_window_1230,run1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/late_morning30_notional_high_downside_window_1230/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,late_morning30_notional_high_downside_window_1230,stop_target_widen_rescue1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/late_morning30_notional_high_downside_window_1230/ES/stop_target_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,midday60_notional_high_downside_window_1430,run1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/midday60_notional_high_downside_window_1430/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,midday60_notional_high_downside_window_1430,stop_target_widen_rescue1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/midday60_notional_high_downside_window_1430/ES/stop_target_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,morning15_notional_high_downside_window_1130,run1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/morning15_notional_high_downside_window_1130/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,morning15_notional_high_downside_window_1130,stop_target_widen_rescue1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/morning15_notional_high_downside_window_1130/ES/stop_target_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,morning15_trade_high_downside_window_1130,run1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/morning15_trade_high_downside_window_1130/ES/run1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
es_high_semivariance_mes_trend_pullback_crowding,morning15_trade_high_downside_window_1130,stop_target_widen_rescue1,backtest-campaigns/es_high_semivariance_mes_trend_pullback_crowding/morning15_trade_high_downside_window_1130/ES/stop_target_widen_rescue1/limited_core_grid_test/fixed_config_core_trade_log.csv,True
