variant_id,terminal_stage,core_profitable_combos,core_combos,benchmark_pass_combos,top_net_profit,top_profit_factor,top_mar,top_trades,top_trades_per_year,monkey_percentage_profitable,monkey_median_net_profit,monkey_net_beat_rate,monkey_dd_beat_rate,criteria_failures,report_path
afternoon_mes_large20_buy_pressure_short,limited_core_grid_test,0,36,0,-5040.0,0.7580993520518359,-0.6250049282990565,39,56.29099890230516,,,,,summary.percentage_profitable_iterations=0.0,backtest-campaigns/nq_mes_micro_flow_divergence_reversion/afternoon_mes_large20_buy_pressure_short/NQ/run2/variant_test_summary.json
afternoon_mes_large20_sell_pressure_long,limited_monkey_test,29,36,0,12980.0,2.2967032967032965,6.723408664109506,27,39.279951096863066,0.49075,-177.5,0.921125,0.858,summary.core_beats_monkey_max_drawdown_rate=0.858,backtest-campaigns/nq_mes_micro_flow_divergence_reversion/afternoon_mes_large20_sell_pressure_long/NQ/run2/variant_test_summary.json
midday_mes_price_richness_fade,limited_monkey_test,36,36,4,17775.0,1.2305746530029835,2.6406505835987657,174,246.33073231392035,0.4585,-2477.5,0.845125,0.835375,summary.core_beats_monkey_net_profit_rate=0.845125;summary.core_beats_monkey_max_drawdown_rate=0.835375,backtest-campaigns/nq_mes_micro_flow_divergence_reversion/midday_mes_price_richness_fade/NQ/run2/variant_test_summary.json
morning_mes_buy_pressure_reversion_short,limited_monkey_test,28,36,21,22815.0,1.5333099579242637,4.800686626427652,75,107.83142575193878,0.49525,-95.0,0.80825,0.630625,summary.core_beats_monkey_net_profit_rate=0.80825;summary.core_beats_monkey_max_drawdown_rate=0.630625,backtest-campaigns/nq_mes_micro_flow_divergence_reversion/morning_mes_buy_pressure_reversion_short/NQ/run2/variant_test_summary.json
morning_mes_sell_pressure_reversion_long,limited_core_grid_test,9,36,2,4680.0,1.1720588235294118,1.0819836932785505,65,94.2004066989601,,,,,summary.percentage_profitable_iterations=0.25,backtest-campaigns/nq_mes_micro_flow_divergence_reversion/morning_mes_sell_pressure_reversion_long/NQ/run2/variant_test_summary.json
