campaign_id,variant_id,run_id,stage,trade_log_csv
nq_realized_vol_of_vol_state,high_1d_vov_premium_long_1000,run1,limited_core_grid_test,backtest-campaigns/nq_realized_vol_of_vol_state/high_1d_vov_premium_long_1000/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_realized_vol_of_vol_state,high_1d_vov_stress_short_1030,run1,limited_core_grid_test,backtest-campaigns/nq_realized_vol_of_vol_state/high_1d_vov_stress_short_1030/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_realized_vol_of_vol_state,low_1d_vov_calm_long_1130,run1,limited_core_grid_test,backtest-campaigns/nq_realized_vol_of_vol_state/low_1d_vov_calm_long_1130/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_realized_vol_of_vol_state,high_5d_vov_premium_long_1200,run1,limited_core_grid_test,backtest-campaigns/nq_realized_vol_of_vol_state/high_5d_vov_premium_long_1200/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
nq_realized_vol_of_vol_state,two_sided_20d_vov_state_1330,run1,limited_core_grid_test,backtest-campaigns/nq_realized_vol_of_vol_state/two_sided_20d_vov_state_1330/NQ/run1/limited_core_grid_test/fixed_config_core_trade_log.csv
