campaign_id,variant_id,run_id,symbol,timeframe,config_path,source_config_path,summary_path,terminal_stage,passed,decision,total_combinations,profitable_combo_rate,benchmark_pass_combos,top_net_profit,top_profit_factor,top_mar,top_expectancy_r,top_trades,top_trades_per_year,top_failure_reason,top_params,monkey_net_beat_rate,monkey_dd_beat_rate,monkey_median_net,trade_path_profitable_rate,one_tick_worse_net,rescue_attempt
es_prior_value_area_orderflow_acceptance,afternoon_large20_two_sided_acceptance,rescue1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/afternoon_large20_two_sided_acceptance/ES/rescue1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/rescue_attempts/parameter_space_rescue_1/afternoon_large20_two_sided_acceptance/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/afternoon_large20_two_sided_acceptance/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.0,0,-455.0,0.9809444037273584,-0.0695878829917045,0.0196215166448898,191,124.56012052002158,min_total_net_profit,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 2.0}",,,,,,parameter_space_only
es_prior_value_area_orderflow_acceptance,afternoon_large20_two_sided_acceptance,run1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/afternoon_large20_two_sided_acceptance/ES/run1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/variants/afternoon_large20_two_sided_acceptance/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/afternoon_large20_two_sided_acceptance/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.0,0,-910.0,0.9591470258136924,-0.1315697289806087,0.0159140221945928,192,124.98910198095167,min_total_net_profit,"{'entry.params.breakout_buffer_ticks': 2, 'entry.params.min_orderflow_imbalance': 0.04, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.5}",,,,,,none
es_prior_value_area_orderflow_acceptance,late_morning_large10_two_sided_acceptance,rescue1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/late_morning_large10_two_sided_acceptance/ES/rescue1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/rescue_attempts/parameter_space_rescue_1/late_morning_large10_two_sided_acceptance/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/late_morning_large10_two_sided_acceptance/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.0,0,-1422.5,0.9357134787029714,-0.2665827695904417,-0.010891150185037,182,118.499052995135,min_total_net_profit,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.004, 'tp.params.target_r_multiple': 1.0}",,,,,,parameter_space_only
es_prior_value_area_orderflow_acceptance,late_morning_large10_two_sided_acceptance,run1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/late_morning_large10_two_sided_acceptance/ES/run1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/variants/late_morning_large10_two_sided_acceptance/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/late_morning_large10_two_sided_acceptance/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.0,0,-615.0,0.96599391761128,-0.1418482981085251,0.0089902445495502,183,119.15088418615878,min_total_net_profit,"{'entry.params.breakout_buffer_ticks': 0, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.0}",,,,,,none
es_prior_value_area_orderflow_acceptance,midday_signed_two_sided_acceptance,rescue1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/midday_signed_two_sided_acceptance/ES/rescue1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/rescue_attempts/parameter_space_rescue_1/midday_signed_two_sided_acceptance/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/midday_signed_two_sided_acceptance/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.0,0,-6695.625,0.6941589585474478,-0.5729936589912141,-0.1079380509148295,176,114.76368234761748,min_total_net_profit,"{'entry.params.breakout_buffer_ticks': 2, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 0.75}",,,,,,parameter_space_only
es_prior_value_area_orderflow_acceptance,midday_signed_two_sided_acceptance,run1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/midday_signed_two_sided_acceptance/ES/run1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/variants/midday_signed_two_sided_acceptance/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/midday_signed_two_sided_acceptance/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.0,0,-6617.5,0.5677661659046375,-0.6278768656479492,-0.2396034205693296,176,114.78431664310692,min_total_net_profit,"{'entry.params.breakout_buffer_ticks': 2, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_pct': 0.002, 'tp.params.target_r_multiple': 1.0}",,,,,,none
es_prior_value_area_orderflow_acceptance,morning_signed_vah_acceptance_long,rescue1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/rescue1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/rescue_attempts/parameter_space_rescue_1/morning_signed_vah_acceptance_long/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/rescue1/campaign_test_summary.json,limited_monkey_test,False,FAIL,81,1.0,54,3232.5,1.2485104747261195,1.200971790240586,0.1555562039630667,126,82.48145221011495,,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",0.8766666666666667,0.8833333333333333,-2435.0,0.66,-857.5,parameter_space_only
es_prior_value_area_orderflow_acceptance,morning_signed_vah_acceptance_long,run1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/run1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/variants/morning_signed_vah_acceptance_long/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_vah_acceptance_long/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.5679012345679012,33,3232.5,1.2485104747261195,1.200971790240586,0.1555562039630667,126,82.48145221011495,,"{'entry.params.breakout_buffer_ticks': 1, 'entry.params.min_orderflow_imbalance': 0.0, 'sl.params.stop_pct': 0.003, 'tp.params.target_r_multiple': 1.5}",,,,,,none
es_prior_value_area_orderflow_acceptance,morning_signed_val_acceptance_short,rescue1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_val_acceptance_short/ES/rescue1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/rescue_attempts/parameter_space_rescue_1/morning_signed_val_acceptance_short/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_val_acceptance_short/ES/rescue1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.012345679012345678,0,153.75,1.0082517107205151,0.0197882287235102,0.0345248193711681,113,73.81344659922875,max_consecutive_losses;max_best_day_concentration,"{'entry.params.breakout_buffer_ticks': 3, 'entry.params.min_orderflow_imbalance': 0.01, 'sl.params.stop_pct': 0.006, 'tp.params.target_r_multiple': 1.25}",,,,,,parameter_space_only
es_prior_value_area_orderflow_acceptance,morning_signed_val_acceptance_short,run1,ES,5m,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_val_acceptance_short/ES/run1/effective_config.yaml,campaigns/es_prior_value_area_orderflow_acceptance/variants/morning_signed_val_acceptance_short/config.yaml,backtest-campaigns/es_prior_value_area_orderflow_acceptance/morning_signed_val_acceptance_short/ES/run1/campaign_test_summary.json,limited_core_grid_test,False,FAIL,81,0.0,0,-925.0,0.9427155906487072,-0.2120646474877097,0.0026981474731947,115,75.11987928240094,min_total_net_profit,"{'entry.params.breakout_buffer_ticks': 2, 'entry.params.min_orderflow_imbalance': 0.02, 'sl.params.stop_pct': 0.0045, 'tp.params.target_r_multiple': 1.0}",,,,,,none
