timestamp,timestamp_utc,symbol,contract_symbol,open,high,low,close,volume,signed_volume,buy_volume,sell_volume,trades,source
2026-04-01T13:24:00-04:00,2026-04-01T17:24:00+00:00,ES,ESM6,6652.0,6653.5,6651.25,6652.75,1399.0,63.0,731.0,668.0,401,historical
2026-04-01T13:25:00-04:00,2026-04-01T17:25:00+00:00,ES,ESM6,6652.75,6653.0,6651.75,6652.25,828.0,-38.0,395.0,433.0,237,historical
2026-04-01T13:26:00-04:00,2026-04-01T17:26:00+00:00,ES,ESM6,6652.25,6653.0,6651.75,6651.75,903.0,-115.0,394.0,509.0,294,historical
2026-04-01T13:27:00-04:00,2026-04-01T17:27:00+00:00,ES,ESM6,6652.0,6652.5,6650.5,6652.0,1384.0,-50.0,667.0,717.0,345,historical
2026-04-01T13:28:00-04:00,2026-04-01T17:28:00+00:00,ES,ESM6,6652.25,6652.5,6651.25,6651.75,1138.0,94.0,616.0,522.0,322,historical
2026-04-01T13:29:00-04:00,2026-04-01T17:29:00+00:00,ES,ESM6,6651.75,6652.0,6651.25,6651.25,1028.0,-108.0,460.0,568.0,337,historical
2026-04-01T13:30:00-04:00,2026-04-01T17:30:00+00:00,ES,ESM6,6651.25,6652.75,6649.75,6650.5,2736.0,-298.0,1219.0,1517.0,630,historical
2026-04-01T13:31:00-04:00,2026-04-01T17:31:00+00:00,ES,ESM6,6650.5,6652.0,6650.5,6652.0,1139.0,-23.0,558.0,581.0,302,historical
2026-04-01T13:32:00-04:00,2026-04-01T17:32:00+00:00,ES,ESM6,6652.0,6652.0,6648.75,6649.5,1895.0,-317.0,789.0,1106.0,562,historical
2026-04-01T13:33:00-04:00,2026-04-01T17:33:00+00:00,ES,ESM6,6649.25,6649.75,6648.25,6649.0,1755.0,-75.0,840.0,915.0,455,historical
2026-04-01T13:34:00-04:00,2026-04-01T17:34:00+00:00,ES,ESM6,6648.75,6650.0,6647.0,6647.75,2168.0,-272.0,948.0,1220.0,608,historical
2026-04-01T13:35:00-04:00,2026-04-01T17:35:00+00:00,ES,ESM6,6647.5,6648.25,6646.25,6647.25,2012.0,-134.0,939.0,1073.0,664,historical
2026-04-01T13:36:00-04:00,2026-04-01T17:36:00+00:00,ES,ESM6,6647.5,6649.5,6647.25,6647.5,1852.0,-38.0,907.0,945.0,567,historical
2026-04-01T13:37:00-04:00,2026-04-01T17:37:00+00:00,ES,ESM6,6647.5,6647.5,6646.0,6647.0,1409.0,-253.0,578.0,831.0,460,historical
2026-04-01T13:38:00-04:00,2026-04-01T17:38:00+00:00,ES,ESM6,6647.0,6648.75,6646.75,6648.5,1050.0,58.0,554.0,496.0,360,historical
2026-04-01T13:39:00-04:00,2026-04-01T17:39:00+00:00,ES,ESM6,6648.25,6650.5,6647.75,6649.0,1590.0,104.0,847.0,743.0,473,historical
2026-04-01T13:40:00-04:00,2026-04-01T17:40:00+00:00,ES,ESM6,6649.0,6650.75,6648.5,6649.5,1361.0,145.0,753.0,608.0,376,historical
2026-04-01T13:41:00-04:00,2026-04-01T17:41:00+00:00,ES,ESM6,6649.5,6650.5,6648.5,6649.0,1032.0,-40.0,496.0,536.0,299,historical
2026-04-01T13:42:00-04:00,2026-04-01T17:42:00+00:00,ES,ESM6,6649.0,6650.25,6648.75,6649.25,1065.0,-75.0,495.0,570.0,322,historical
2026-04-01T13:43:00-04:00,2026-04-01T17:43:00+00:00,ES,ESM6,6649.25,6649.25,6646.5,6646.75,2084.0,-496.0,794.0,1290.0,544,historical
2026-04-01T13:44:00-04:00,2026-04-01T17:44:00+00:00,ES,ESM6,6646.75,6647.25,6645.5,6647.25,1453.0,-397.0,528.0,925.0,400,historical
2026-04-01T13:45:00-04:00,2026-04-01T17:45:00+00:00,ES,ESM6,6647.0,6648.5,6647.0,6647.5,1417.0,139.0,778.0,639.0,445,historical
2026-04-01T13:46:00-04:00,2026-04-01T17:46:00+00:00,ES,ESM6,6647.5,6648.25,6646.0,6646.25,993.0,-111.0,441.0,552.0,274,historical
2026-04-01T13:47:00-04:00,2026-04-01T17:47:00+00:00,ES,ESM6,6646.5,6647.5,6646.0,6646.75,1243.0,3.0,623.0,620.0,334,historical
2026-04-01T13:48:00-04:00,2026-04-01T17:48:00+00:00,ES,ESM6,6647.0,6647.5,6645.5,6645.5,1192.0,-322.0,435.0,757.0,305,historical
2026-04-01T13:49:00-04:00,2026-04-01T17:49:00+00:00,ES,ESM6,6645.5,6645.75,6643.5,6644.5,2267.0,-301.0,983.0,1284.0,606,historical
2026-04-01T13:50:00-04:00,2026-04-01T17:50:00+00:00,ES,ESM6,6644.5,6645.75,6643.25,6644.25,2130.0,156.0,1143.0,987.0,675,historical
2026-04-01T13:51:00-04:00,2026-04-01T17:51:00+00:00,ES,ESM6,6644.0,6646.0,6643.25,6643.5,1742.0,-110.0,816.0,926.0,553,historical
2026-04-01T13:52:00-04:00,2026-04-01T17:52:00+00:00,ES,ESM6,6643.75,6644.25,6642.25,6643.75,2073.0,-53.0,1010.0,1063.0,695,historical
2026-04-01T13:53:00-04:00,2026-04-01T17:53:00+00:00,ES,ESM6,6644.0,6645.25,6643.5,6643.75,1609.0,-235.0,687.0,922.0,470,historical
2026-04-01T13:54:00-04:00,2026-04-01T17:54:00+00:00,ES,ESM6,6643.75,6645.5,6643.25,6643.5,1721.0,-257.0,732.0,989.0,499,historical
2026-04-01T13:55:00-04:00,2026-04-01T17:55:00+00:00,ES,ESM6,6643.75,6644.5,6643.5,6644.0,889.0,-89.0,400.0,489.0,248,historical
2026-04-01T13:56:00-04:00,2026-04-01T17:56:00+00:00,ES,ESM6,6644.0,6644.0,6641.0,6642.5,1985.0,-485.0,750.0,1235.0,541,historical
2026-04-01T13:57:00-04:00,2026-04-01T17:57:00+00:00,ES,ESM6,6642.5,6642.5,6639.0,6639.0,3105.0,-683.0,1211.0,1894.0,915,historical
2026-04-01T13:58:00-04:00,2026-04-01T17:58:00+00:00,ES,ESM6,6639.0,6639.75,6635.75,6636.5,4300.0,-434.0,1933.0,2367.0,1216,historical
2026-04-01T13:59:00-04:00,2026-04-01T17:59:00+00:00,ES,ESM6,6636.5,6638.0,6635.5,6635.75,3545.0,11.0,1778.0,1767.0,1122,historical
2026-04-01T14:00:00-04:00,2026-04-01T18:00:00+00:00,ES,ESM6,6635.75,6637.25,6633.0,6633.5,4341.0,-563.0,1889.0,2452.0,1334,historical
2026-04-01T14:01:00-04:00,2026-04-01T18:01:00+00:00,ES,ESM6,6633.75,6635.25,6632.25,6632.5,3685.0,-213.0,1736.0,1949.0,1152,historical
2026-04-01T14:02:00-04:00,2026-04-01T18:02:00+00:00,ES,ESM6,6632.5,6632.75,6626.5,6629.25,7878.0,-898.0,3490.0,4388.0,2102,historical
2026-04-01T14:03:00-04:00,2026-04-01T18:03:00+00:00,ES,ESM6,6629.25,6630.0,6626.0,6626.5,4976.0,-244.0,2366.0,2610.0,1610,historical
2026-04-01T14:04:00-04:00,2026-04-01T18:04:00+00:00,ES,ESM6,6626.5,6628.75,6624.25,6627.25,5284.0,144.0,2714.0,2570.0,1629,historical
2026-04-01T14:05:00-04:00,2026-04-01T18:05:00+00:00,ES,ESM6,6627.25,6632.0,6627.0,6629.75,5548.0,350.0,2949.0,2599.0,1802,historical
2026-04-01T14:06:00-04:00,2026-04-01T18:06:00+00:00,ES,ESM6,6630.0,6630.75,6628.0,6628.75,3688.0,-234.0,1727.0,1961.0,1113,historical
2026-04-01T14:07:00-04:00,2026-04-01T18:07:00+00:00,ES,ESM6,6628.75,6630.0,6626.25,6627.25,2978.0,-332.0,1323.0,1655.0,904,historical
2026-04-01T14:08:00-04:00,2026-04-01T18:08:00+00:00,ES,ESM6,6627.25,6629.0,6627.0,6627.0,2358.0,-178.0,1090.0,1268.0,737,historical
2026-04-01T14:09:00-04:00,2026-04-01T18:09:00+00:00,ES,ESM6,6627.0,6629.75,6626.25,6629.0,2767.0,-11.0,1378.0,1389.0,839,historical
2026-04-01T14:10:00-04:00,2026-04-01T18:10:00+00:00,ES,ESM6,6628.75,6631.25,6628.5,6629.25,2804.0,272.0,1538.0,1266.0,883,historical
2026-04-01T14:11:00-04:00,2026-04-01T18:11:00+00:00,ES,ESM6,6629.5,6631.75,6629.0,6630.0,2823.0,-35.0,1394.0,1429.0,819,historical
2026-04-01T14:12:00-04:00,2026-04-01T18:12:00+00:00,ES,ESM6,6629.75,6630.25,6628.5,6629.25,1637.0,-269.0,684.0,953.0,527,historical
2026-04-01T14:13:00-04:00,2026-04-01T18:13:00+00:00,ES,ESM6,6629.25,6629.25,6626.75,6626.75,2018.0,-164.0,927.0,1091.0,713,historical
2026-04-01T14:14:00-04:00,2026-04-01T18:14:00+00:00,ES,ESM6,6626.75,6628.25,6626.25,6626.5,1785.0,-39.0,873.0,912.0,561,historical
2026-04-01T14:15:00-04:00,2026-04-01T18:15:00+00:00,ES,ESM6,6626.5,6626.75,6624.5,6625.25,3373.0,-253.0,1560.0,1813.0,992,historical
2026-04-01T14:16:00-04:00,2026-04-01T18:16:00+00:00,ES,ESM6,6625.25,6625.75,6621.25,6622.5,3501.0,-525.0,1488.0,2013.0,1232,historical
2026-04-01T14:17:00-04:00,2026-04-01T18:17:00+00:00,ES,ESM6,6622.75,6623.5,6618.75,6619.5,4307.0,-489.0,1909.0,2398.0,1229,historical
2026-04-01T14:18:00-04:00,2026-04-01T18:18:00+00:00,ES,ESM6,6619.75,6619.75,6615.5,6616.5,5151.0,-753.0,2199.0,2952.0,1507,historical
2026-04-01T14:19:00-04:00,2026-04-01T18:19:00+00:00,ES,ESM6,6616.25,6617.75,6612.75,6617.5,5932.0,-116.0,2908.0,3024.0,1856,historical
2026-04-01T14:20:00-04:00,2026-04-01T18:20:00+00:00,ES,ESM6,6617.5,6620.0,6614.25,6614.75,4972.0,-178.0,2397.0,2575.0,1597,historical
2026-04-01T14:21:00-04:00,2026-04-01T18:21:00+00:00,ES,ESM6,6614.75,6615.75,6613.0,6613.0,3396.0,-280.0,1558.0,1838.0,1099,historical
2026-04-01T14:22:00-04:00,2026-04-01T18:22:00+00:00,ES,ESM6,6613.0,6615.5,6613.0,6613.5,3544.0,216.0,1880.0,1664.0,1023,historical
2026-04-01T14:23:00-04:00,2026-04-01T18:23:00+00:00,ES,ESM6,6613.25,6615.25,6611.75,6612.25,3793.0,-75.0,1859.0,1934.0,1087,historical
2026-04-01T14:24:00-04:00,2026-04-01T18:24:00+00:00,ES,ESM6,6612.5,6613.0,6606.5,6608.75,5590.0,-1280.0,2155.0,3435.0,1629,historical
2026-04-01T14:25:00-04:00,2026-04-01T18:25:00+00:00,ES,ESM6,6609.0,6611.25,6605.75,6610.25,5560.0,852.0,3206.0,2354.0,1622,historical
2026-04-01T14:26:00-04:00,2026-04-01T18:26:00+00:00,ES,ESM6,6610.5,6614.25,6610.0,6612.0,4867.0,271.0,2569.0,2298.0,1630,historical
2026-04-01T14:27:00-04:00,2026-04-01T18:27:00+00:00,ES,ESM6,6612.25,6615.5,6612.0,6612.25,3377.0,9.0,1693.0,1684.0,1196,historical
2026-04-01T14:28:00-04:00,2026-04-01T18:28:00+00:00,ES,ESM6,6612.5,6614.5,6610.75,6611.0,3366.0,64.0,1715.0,1651.0,1066,historical
2026-04-01T14:29:00-04:00,2026-04-01T18:29:00+00:00,ES,ESM6,6611.25,6611.25,6609.0,6609.75,2368.0,-122.0,1123.0,1245.0,866,historical
2026-04-01T14:30:00-04:00,2026-04-01T18:30:00+00:00,ES,ESM6,6609.75,6612.25,6609.0,6611.5,3381.0,93.0,1737.0,1644.0,1051,historical
2026-04-01T14:31:00-04:00,2026-04-01T18:31:00+00:00,ES,ESM6,6611.5,6612.5,6609.75,6611.25,2427.0,-93.0,1167.0,1260.0,834,historical
2026-04-01T14:32:00-04:00,2026-04-01T18:32:00+00:00,ES,ESM6,6611.25,6613.0,6608.5,6609.5,2801.0,-341.0,1230.0,1571.0,991,historical
2026-04-01T14:33:00-04:00,2026-04-01T18:33:00+00:00,ES,ESM6,6609.5,6609.75,6607.25,6608.75,4421.0,-535.0,1943.0,2478.0,1270,historical
2026-04-01T14:34:00-04:00,2026-04-01T18:34:00+00:00,ES,ESM6,6608.5,6608.5,6606.5,6607.5,2020.0,-306.0,857.0,1163.0,722,historical
2026-04-01T14:35:00-04:00,2026-04-01T18:35:00+00:00,ES,ESM6,6607.5,6607.75,6604.25,6605.0,3003.0,-455.0,1274.0,1729.0,1019,historical
2026-04-01T14:36:00-04:00,2026-04-01T18:36:00+00:00,ES,ESM6,6605.25,6608.25,6604.0,6608.0,2955.0,177.0,1566.0,1389.0,1010,historical
2026-04-01T14:37:00-04:00,2026-04-01T18:37:00+00:00,ES,ESM6,6608.0,6609.5,6604.25,6604.5,3940.0,-132.0,1904.0,2036.0,1147,historical
2026-04-01T14:38:00-04:00,2026-04-01T18:38:00+00:00,ES,ESM6,6604.5,6607.5,6604.25,6606.25,2324.0,-190.0,1067.0,1257.0,692,historical
2026-04-01T14:39:00-04:00,2026-04-01T18:39:00+00:00,ES,ESM6,6606.0,6615.25,6606.0,6612.25,7061.0,1253.0,4157.0,2904.0,2087,historical
2026-04-01T14:40:00-04:00,2026-04-01T18:40:00+00:00,ES,ESM6,6612.0,6619.5,6611.75,6617.5,6087.0,835.0,3461.0,2626.0,1778,historical
2026-04-01T14:41:00-04:00,2026-04-01T18:41:00+00:00,ES,ESM6,6617.5,6622.25,6617.0,6618.5,4747.0,77.0,2412.0,2335.0,1441,historical
2026-04-01T14:42:00-04:00,2026-04-01T18:42:00+00:00,ES,ESM6,6618.5,6620.0,6617.75,6618.25,2400.0,-266.0,1067.0,1333.0,736,historical
2026-04-01T14:43:00-04:00,2026-04-01T18:43:00+00:00,ES,ESM6,6618.5,6618.5,6615.0,6617.5,2905.0,-271.0,1317.0,1588.0,941,historical
2026-04-01T14:44:00-04:00,2026-04-01T18:44:00+00:00,ES,ESM6,6617.5,6617.5,6614.5,6616.0,2467.0,-325.0,1071.0,1396.0,741,historical
2026-04-01T14:45:00-04:00,2026-04-01T18:45:00+00:00,ES,ESM6,6616.0,6617.5,6613.0,6613.5,3121.0,-179.0,1471.0,1650.0,911,historical
2026-04-01T14:46:00-04:00,2026-04-01T18:46:00+00:00,ES,ESM6,6613.75,6614.25,6610.5,6611.0,2756.0,32.0,1394.0,1362.0,917,historical
2026-04-01T14:47:00-04:00,2026-04-01T18:47:00+00:00,ES,ESM6,6611.25,6615.75,6611.25,6615.25,2320.0,166.0,1243.0,1077.0,762,historical
2026-04-01T14:48:00-04:00,2026-04-01T18:48:00+00:00,ES,ESM6,6615.25,6617.25,6614.0,6614.0,2341.0,85.0,1213.0,1128.0,739,historical
2026-04-01T14:49:00-04:00,2026-04-01T18:49:00+00:00,ES,ESM6,6614.25,6614.75,6613.0,6614.0,2170.0,-70.0,1050.0,1120.0,639,historical
2026-04-01T14:50:00-04:00,2026-04-01T18:50:00+00:00,ES,ESM6,6614.0,6615.5,6611.75,6612.5,2555.0,-273.0,1141.0,1414.0,736,historical
2026-04-01T14:51:00-04:00,2026-04-01T18:51:00+00:00,ES,ESM6,6612.25,6612.25,6609.0,6611.5,2661.0,-403.0,1129.0,1532.0,936,historical
2026-04-01T14:52:00-04:00,2026-04-01T18:52:00+00:00,ES,ESM6,6611.5,6612.25,6610.5,6611.75,1892.0,-14.0,939.0,953.0,611,historical
2026-04-01T14:53:00-04:00,2026-04-01T18:53:00+00:00,ES,ESM6,6611.75,6615.5,6611.25,6613.0,3153.0,-125.0,1514.0,1639.0,886,historical
2026-04-01T14:54:00-04:00,2026-04-01T18:54:00+00:00,ES,ESM6,6613.0,6614.5,6612.75,6613.25,1580.0,-180.0,700.0,880.0,449,historical
2026-04-01T14:55:00-04:00,2026-04-01T18:55:00+00:00,ES,ESM6,6613.25,6613.75,6610.0,6611.25,1967.0,-225.0,871.0,1096.0,650,historical
2026-04-01T14:56:00-04:00,2026-04-01T18:56:00+00:00,ES,ESM6,6611.25,6613.0,6609.5,6611.25,1967.0,-389.0,789.0,1178.0,616,historical
2026-04-01T14:57:00-04:00,2026-04-01T18:57:00+00:00,ES,ESM6,6611.0,6612.75,6609.5,6612.25,1429.0,-179.0,625.0,804.0,483,historical
2026-04-01T14:58:00-04:00,2026-04-01T18:58:00+00:00,ES,ESM6,6612.0,6612.0,6609.0,6611.25,1768.0,-234.0,767.0,1001.0,539,historical
2026-04-01T14:59:00-04:00,2026-04-01T18:59:00+00:00,ES,ESM6,6611.25,6612.0,6610.0,6611.5,1768.0,54.0,911.0,857.0,587,historical
2026-04-01T15:00:00-04:00,2026-04-01T19:00:00+00:00,ES,ESM6,6611.5,6615.0,6610.0,6614.25,3411.0,133.0,1772.0,1639.0,1033,historical
2026-04-01T15:01:00-04:00,2026-04-01T19:01:00+00:00,ES,ESM6,6614.0,6617.75,6614.0,6615.75,3575.0,159.0,1867.0,1708.0,1035,historical
2026-04-01T15:02:00-04:00,2026-04-01T19:02:00+00:00,ES,ESM6,6615.75,6618.5,6615.5,6615.5,2428.0,-238.0,1095.0,1333.0,844,historical
2026-04-01T15:03:00-04:00,2026-04-01T19:03:00+00:00,ES,ESM6,6615.25,6615.75,6613.75,6615.75,1902.0,-116.0,893.0,1009.0,619,historical
2026-04-01T15:04:00-04:00,2026-04-01T19:04:00+00:00,ES,ESM6,6615.5,6616.75,6615.0,6615.75,1543.0,-11.0,766.0,777.0,489,historical
2026-04-01T15:05:00-04:00,2026-04-01T19:05:00+00:00,ES,ESM6,6615.75,6619.75,6615.75,6619.25,2419.0,265.0,1342.0,1077.0,795,historical
2026-04-01T15:06:00-04:00,2026-04-01T19:06:00+00:00,ES,ESM6,6619.0,6621.5,6618.0,6619.25,2702.0,-160.0,1271.0,1431.0,821,historical
2026-04-01T15:07:00-04:00,2026-04-01T19:07:00+00:00,ES,ESM6,6619.25,6620.75,6618.5,6619.75,1572.0,-22.0,775.0,797.0,477,historical
2026-04-01T15:08:00-04:00,2026-04-01T19:08:00+00:00,ES,ESM6,6619.5,6621.5,6617.5,6618.25,2350.0,-134.0,1108.0,1242.0,709,historical
2026-04-01T15:09:00-04:00,2026-04-01T19:09:00+00:00,ES,ESM6,6618.25,6620.25,6618.25,6619.5,1556.0,-88.0,734.0,822.0,485,historical
2026-04-01T15:10:00-04:00,2026-04-01T19:10:00+00:00,ES,ESM6,6619.25,6619.5,6616.75,6618.5,2045.0,-393.0,826.0,1219.0,643,historical
2026-04-01T15:11:00-04:00,2026-04-01T19:11:00+00:00,ES,ESM6,6618.5,6619.25,6615.5,6616.0,2073.0,-549.0,762.0,1311.0,631,historical
2026-04-01T15:12:00-04:00,2026-04-01T19:12:00+00:00,ES,ESM6,6616.0,6618.75,6616.0,6616.75,1811.0,43.0,927.0,884.0,529,historical
2026-04-01T15:13:00-04:00,2026-04-01T19:13:00+00:00,ES,ESM6,6616.75,6619.75,6616.75,6619.5,1621.0,5.0,813.0,808.0,514,historical
2026-04-01T15:14:00-04:00,2026-04-01T19:14:00+00:00,ES,ESM6,6619.25,6620.25,6618.5,6619.25,1756.0,-88.0,834.0,922.0,520,historical
2026-04-01T15:15:00-04:00,2026-04-01T19:15:00+00:00,ES,ESM6,6619.25,6621.25,6619.0,6619.75,1972.0,-308.0,832.0,1140.0,583,historical
2026-04-01T15:16:00-04:00,2026-04-01T19:16:00+00:00,ES,ESM6,6619.75,6621.25,6618.5,6619.25,1868.0,-250.0,809.0,1059.0,475,historical
2026-04-01T15:17:00-04:00,2026-04-01T19:17:00+00:00,ES,ESM6,6619.25,6620.0,6617.0,6619.0,1702.0,-240.0,731.0,971.0,480,historical
2026-04-01T15:18:00-04:00,2026-04-01T19:18:00+00:00,ES,ESM6,6618.75,6622.0,6618.0,6620.5,1964.0,-88.0,938.0,1026.0,571,historical
2026-04-01T15:19:00-04:00,2026-04-01T19:19:00+00:00,ES,ESM6,6620.25,6623.75,6620.25,6623.25,2499.0,389.0,1444.0,1055.0,764,historical
2026-04-01T15:20:00-04:00,2026-04-01T19:20:00+00:00,ES,ESM6,6623.25,6625.0,6622.5,6623.25,2834.0,124.0,1479.0,1355.0,847,historical
2026-04-01T15:21:00-04:00,2026-04-01T19:21:00+00:00,ES,ESM6,6623.0,6624.25,6620.0,6620.75,2166.0,-516.0,825.0,1341.0,648,historical
2026-04-01T15:22:00-04:00,2026-04-01T19:22:00+00:00,ES,ESM6,6620.5,6623.25,6620.5,6622.5,1277.0,-109.0,584.0,693.0,423,historical
2026-04-01T15:23:00-04:00,2026-04-01T19:23:00+00:00,ES,ESM6,6622.5,6624.0,6622.5,6623.75,1390.0,-126.0,632.0,758.0,474,historical
2026-04-01T15:24:00-04:00,2026-04-01T19:24:00+00:00,ES,ESM6,6623.5,6625.0,6623.25,6624.25,2450.0,82.0,1266.0,1184.0,682,historical
2026-04-01T15:25:00-04:00,2026-04-01T19:25:00+00:00,ES,ESM6,6624.25,6628.25,6624.25,6627.0,3298.0,368.0,1833.0,1465.0,917,historical
2026-04-01T15:26:00-04:00,2026-04-01T19:26:00+00:00,ES,ESM6,6627.0,6629.5,6627.0,6629.5,2753.0,135.0,1444.0,1309.0,805,historical
2026-04-01T15:27:00-04:00,2026-04-01T19:27:00+00:00,ES,ESM6,6629.25,6631.0,6628.75,6629.75,3384.0,176.0,1780.0,1604.0,850,historical
2026-04-01T15:28:00-04:00,2026-04-01T19:28:00+00:00,ES,ESM6,6629.75,6630.0,6628.25,6628.5,2606.0,-336.0,1135.0,1471.0,694,historical
2026-04-01T15:29:00-04:00,2026-04-01T19:29:00+00:00,ES,ESM6,6628.5,6629.0,6627.25,6628.25,2302.0,-152.0,1075.0,1227.0,658,historical
2026-04-01T15:30:00-04:00,2026-04-01T19:30:00+00:00,ES,ESM6,6628.25,6630.75,6627.25,6629.25,2674.0,184.0,1429.0,1245.0,750,historical
