campaign_id,variant_id,terminal_stage,decision,entry_combos,combos_passing_all_windows,min_full_signals_per_year,min_limited_core_signals_per_year,min_latest252_signals_per_year
nq_20_80_price_ending_barrier,late_morning_20_80_two_sided_reclaim_pivot,pre_pnl_density_screen,FAIL,9,0,57.45057345712725,28.533854471700092,88.27078756564619
nq_20_80_price_ending_barrier,morning_20_80_downside_breakout_pivot_short,pre_pnl_density_screen,FAIL,9,0,23.705648123234017,14.266927235850046,25.786971648391024
nq_20_80_price_ending_barrier,morning_20_80_resistance_reject_pivot_short,pre_pnl_density_screen,FAIL,9,0,34.45739016819808,16.21241731346596,34.71323106514176
nq_20_80_price_ending_barrier,morning_20_80_support_reclaim_pivot_long,pre_pnl_density_screen,FAIL,9,0,43.39558536220435,24.64287431646826,56.53297630608801
nq_20_80_price_ending_barrier,morning_20_80_upside_breakout_pivot_long,pre_pnl_density_screen,FAIL,9,0,30.95983552706519,16.21241731346596,48.59852349119846
