wfa_window_id,wfa_train_start,wfa_train_end,wfa_test_start,wfa_test_end,wfa_objective,wfa_base_config_hash,wfa_parameter_hash,wfa_selection_filter_hash,wfa_input_hash,wfa_selection_rank,wfa_selected,run_id,entry.params.attention_rank_threshold,entry.params.min_orderflow_imbalance,sl.params.stop_pct,tp.params.target_r_multiple,signals_generated,entries_opened,trades_closed,entry_rejections_total,reject_missing_stop,reject_target_already_reached,reject_position_sizing,reject_daily_risk_lockout,reject_apex_latest_entry_time,reject_event_no_trade_window,total_trades,trades_per_year,net_profit,profit_factor,expectancy_r,max_drawdown,max_drawdown_pct,cagr,mar,win_rate,apex_rule_violations,apex_forced_flatten_trades,profitable,worst_day,best_day_concentration,consecutive_losses,benchmark_passed,failure_reason
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,1,True,46,0.6,0.01,0.003,1.0,226,226,226,0,0,0,0,0,0,0,226,57.6432255233098,2207.5,1.098176562152546,0.07911789124460228,2687.5,0.017383570504527813,0.003733210060845815,0.21475507922112114,0.5486725663716814,0,0,True,-330.0,0.13363533408833522,4,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,2,False,47,0.6,0.01,0.003,1.5,226,226,226,0,0,0,0,0,0,0,226,57.64308575640602,1576.25,1.05919076229816,0.06819839411278934,3867.5,0.024981429448050898,0.0026698065425880824,0.10687164832340633,0.4646017699115044,0,0,True,-330.0,0.28628072957969863,6,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,3,False,49,0.6,0.01,0.004,1.0,226,226,226,0,0,0,0,0,0,0,226,57.64308575640602,1095.0,1.0399416377895312,0.0408647971605575,2697.5,0.017586178795534185,0.0018568814307597936,0.10558754419301868,0.5221238938053098,0,0,True,-430.0,0.3607305936073059,5,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,4,False,37,0.6,0.005,0.003,1.0,241,241,241,0,0,0,0,0,0,0,241,61.46910332352948,907.5,1.0358943933550875,0.05090685358128636,3235.0,0.021031758931183565,0.0015396389273387712,0.07320542862708287,0.5477178423236515,0,0,True,-330.0,0.325068870523416,5,False,min_profit_factor;min_mar
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,5,False,40,0.6,0.005,0.004,1.0,241,241,241,0,0,0,0,0,0,0,241,61.46895428006129,870.0,1.0288103319811244,0.033472074665400524,3297.5,0.02156955732530948,0.0014761507111609173,0.06843676432009192,0.5352697095435685,0,0,True,-430.0,0.4540229885057471,5,False,min_profit_factor;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,6,False,38,0.6,0.005,0.003,1.5,241,241,241,0,0,0,0,0,0,0,241,61.46895428006129,920.0,1.0312951781614084,0.051960826086267536,4241.25,0.027493942905298642,0.001560794073149241,0.05676865186362354,0.4730290456431535,0,0,True,-330.0,0.4904891304347826,6,False,min_profit_factor;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,7,False,31,0.6,0.0,0.004,1.0,253,253,253,0,0,0,0,0,0,0,253,64.5296490989855,685.0,1.02160201829076,0.03311502096547095,5305.0,0.034494529967326104,0.0011627884558833568,0.033709357889055824,0.5375494071146245,0,0,True,-430.0,0.5948905109489051,5,False,min_profit_factor;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,8,False,29,0.6,0.0,0.003,1.5,253,253,253,0,0,0,0,0,0,0,253,64.5296490989855,803.75,1.0262577589023194,0.05022644145069511,6288.75,0.0406417371495044,0.0013639660627287054,0.033560722508273445,0.4782608695652174,0,0,True,-330.0,0.5614307931570762,6,False,min_profit_factor;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,9,False,67,0.65,0.005,0.004,1.0,208,208,208,0,0,0,0,0,0,0,208,53.0520435280197,410.0,1.0152218303322815,0.03110827507434543,3442.5,0.02252171210807805,0.0006964496224748373,0.03092347593880467,0.5336538461538461,0,0,True,-430.0,0.9634146341463414,5,False,min_profit_factor;min_mar;max_best_day_concentration
1,2011-01-03,2015-01-03,2015-01-03,2016-01-03,MAR,093b69ee5bde7cec290d79c606023ba0570962a215b19e5773757d214cc2968f,240fe6ec877c5dc95ee7c3feb953a2941150fe52b50d7f61f76cd4a54bc4a1ff,4e9149c9981e8486fad75e8e827175a5564f8aaf5cf932e70fac29809cf65023,4b878ec634d7bfad334902d112b9507cb60074e6f445dcd016ab18478d180c33,10,False,74,0.65,0.01,0.003,1.5,195,195,195,0,0,0,0,0,0,0,195,49.73629080751847,531.25,1.022066458982347,0.058587380449671725,4733.75,0.0305926261026917,0.0009021408725340407,0.02948883399240661,0.46153846153846156,0,0,True,-330.0,0.8494117647058823,9,False,min_profit_factor;min_mar;min_trades_per_year;max_consecutive_losses;max_best_day_concentration;min_positive_month_rate
