selection_objective,train_start,train_end,test_start,test_end,train_rows,test_rows,selected_params,train_run_id,train_total_trades,train_trades_per_year,train_net_profit,train_profit_factor,train_expectancy_r,train_max_drawdown,train_max_drawdown_pct,train_cagr,train_mar,train_win_rate,train_apex_rule_violations,test_total_trades,test_trades_per_year,test_net_profit,test_profit_factor,test_expectancy_r,test_max_drawdown,test_max_drawdown_pct,test_cagr,test_mar,test_worst_day,test_best_day,test_best_day_concentration,test_max_consecutive_losses,test_positive_month_rate,test_win_rate,test_average_trade,test_apex_rule_violations,test_apex_forced_flatten_trades,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple
MAR,2021-06-09,2025-06-08,2025-06-09,2026-06-09,388050,97110,"{'entry.params.share_rank_min': np.float64(0.5), 'entry.params.min_abs_return_ticks': np.int64(4), 'sl.params.stop_pct': np.float64(0.004), 'tp.params.target_r_multiple': np.float64(1.0)}",52,234,58.659261970671004,19305.0,1.293311049492916,0.08360233837230834,4315.0,0.02718409903453924,0.030814256980378207,1.13353975576776,0.5470085470085471,0,70,73.2461951656222,-4487.5,0.8575848936845446,-0.03623616440800952,9877.5,0.06382978723404255,-0.031282104062109184,-0.4900862969730439,-1505.0,1420.0,0.0,4,0.38461538461538464,0.4714285714285714,-64.10714285714286,0,0,0.5,4,0.004,1.0
