campaign_id,variant_id,entry_combos,combos_passing_all_windows,min_full_signals_per_year,min_limited_core_signals_per_year,min_latest_252_signals,density_gate_pass
nq_vwap_deviation_orderflow_reversion,afternoon_signed_counterflow_1530,9,9,175.76037234042553,85.48404255319149,248,True
nq_vwap_deviation_orderflow_reversion,midday_large20_counterflow_1400,9,9,159.05212765957447,67.99867021276596,240,True
nq_vwap_deviation_orderflow_reversion,midday_signed_counterflow_1400,9,9,169.34906914893617,62.170212765957444,248,True
nq_vwap_deviation_orderflow_reversion,morning_large10_counterflow_1200,9,6,147.84853723404257,33.67553191489362,248,False
nq_vwap_deviation_orderflow_reversion,morning_signed_counterflow_1200,9,6,142.7972074468085,29.789893617021278,235,False
