campaign_id,variant_id,width_rank_threshold,min_breakout_ticks,full_signals,full_signals_per_year,limited_core_signals,limited_core_signals_per_year,latest252_signals,latest252_signals_per_year,density_gate_pass
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.35,0,469,30.996066089693155,43,29.20754716981132,28,28.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.35,2,452,29.87254130605822,40,27.169811320754715,28,28.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.35,4,438,28.947285601888275,37,25.132075471698112,28,28.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.5,0,590,38.99291896144768,54,36.679245283018865,38,38.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.5,2,572,37.80330448465775,50,33.96226415094339,38,38.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.5,4,555,36.67977970102282,47,31.92452830188679,38,38.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.65,0,736,48.6420141620771,67,45.50943396226415,46,46.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.65,2,714,47.18804091266719,62,42.11320754716981,46,46.0,False
nq_chartfanatics_daily_bollinger_environment,late_morning_consolidation_prior_edge_fade,0.65,4,693,45.80015735641227,59,40.075471698113205,46,46.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.35,0,3,0.1982690794649882,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.35,2,3,0.1982690794649882,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.35,4,3,0.1982690794649882,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.5,0,1,0.06608969315499606,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.5,2,1,0.06608969315499606,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.5,4,1,0.06608969315499606,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.65,0,0,0.0,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.65,2,0,0.0,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_long_or15_breakout,0.65,4,0,0.0,0,0.0,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.35,0,18,1.1896144767899293,4,2.7169811320754715,1,1.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.35,2,17,1.1235247836349331,3,2.0377358490566038,1,1.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.35,4,17,1.1235247836349331,3,2.0377358490566038,1,1.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.5,0,15,0.991345397324941,4,2.7169811320754715,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.5,2,14,0.9252557041699448,3,2.0377358490566038,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.5,4,14,0.9252557041699448,3,2.0377358490566038,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.65,0,12,0.7930763178599528,4,2.7169811320754715,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.65,2,11,0.7269866247049567,3,2.0377358490566038,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_expansion_short_or15_breakdown,0.65,4,11,0.7269866247049567,3,2.0377358490566038,0,0.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.35,0,52,3.4366640440597953,9,6.113207547169811,2,2.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.35,2,52,3.4366640440597953,9,6.113207547169811,2,2.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.35,4,50,3.304484657749803,8,5.433962264150943,2,2.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.5,0,47,3.106215578284815,7,4.754716981132075,2,2.0,False
nq_chartfanatics_daily_bollinger_environment,morning_lower_band_mean_reversion_long,0.5,2,47,3.106215578284815,7,4.754716981132075,2,2.0,False
