variant,setup_mode,release_types,entry_time,entry_param,calendar_dates,available_signal_bars,missing_signal_bars,signals,signals_per_year,latest_365d_signals,pass_density
combined_bls_release_low_range_long_1200,low_range_long,"cpi,employment_situation",12:00:00,entry.params.max_session_range_bps=20,386,374,12,1,0.06477212271679375,0,False
combined_bls_release_low_range_long_1200,low_range_long,"cpi,employment_situation",12:00:00,entry.params.max_session_range_bps=35,386,374,12,9,0.5829491044511438,0,False
combined_bls_release_low_range_long_1200,low_range_long,"cpi,employment_situation",12:00:00,entry.params.max_session_range_bps=50,386,374,12,44,2.8499733995389254,1,False
combined_bls_release_momentum_long_1130,momentum_confirmed_long,"cpi,employment_situation",11:30:00,entry.params.min_session_return_bps=0,386,374,12,208,13.4726015250931,10,False
combined_bls_release_momentum_long_1130,momentum_confirmed_long,"cpi,employment_situation",11:30:00,entry.params.min_session_return_bps=10,386,374,12,181,11.723754211739669,9,False
combined_bls_release_momentum_long_1130,momentum_confirmed_long,"cpi,employment_situation",11:30:00,entry.params.min_session_return_bps=20,386,374,12,150,9.715818407519063,8,False
combined_bls_release_open_long_1000,unconditional_long,"cpi,employment_situation",10:00:00,none,386,374,12,374,24.224773896080865,19,False
cpi_release_open_long_1000,unconditional_long,cpi,10:00:00,none,196,193,3,193,12.501019684341195,10,False
employment_release_open_long_1000,unconditional_long,employment_situation,10:00:00,none,190,181,9,181,11.723754211739669,9,False
