variant_id,declared_entry_rows,passing_entry_rows,min_full_signals_per_year,min_limited_signals_per_year,min_latest_252_signals,variant_pass_density
cma_63d_conservative_short_1200,3,3,71.17859952793076,69.37078651685393,95,True
hml_21d_growth_strength_long_1030,3,3,76.79622344610543,75.03370786516854,70,True
hml_21d_value_strength_short_1000,3,3,68.07238394964594,60.876404494382015,82,True
hml_63d_extreme_two_sided_1330,3,3,132.37765538945712,97.68539325842696,164,True
rmw_63d_quality_strength_long_1130,3,3,62.586939417781274,125.99999999999999,58,True
