variant_id,declared_entry_rows,passing_entry_rows,best_full_signals,best_full_trades_per_year,best_limited_core_signals,best_limited_core_trades_per_year,density_gate_pass,verdict,passing_term_rank_threshold,passing_min_orderflow_imbalance,passing_full_signals,passing_full_trades_per_year,passing_limited_core_signals,passing_limited_core_trades_per_year
backwardation_surge_signed_vwap_reject_short_1500,9,9,1130,74.68135326514555,108,73.35849056603773,True,PASS,0.5,0.0,1130,74.68135326514555,108,73.35849056603773
contango_large10_vwap_reclaim_long_1500,9,9,1119,73.9543666404406,117,79.47169811320754,True,PASS,0.55,0.0,1119,73.9543666404406,117,79.47169811320754
contango_morning_signed_vwap_reclaim_long_1300,9,9,1121,74.08654602675058,106,72.0,True,PASS,0.55,0.0,1121,74.08654602675058,106,72.0
curve_flattening_signed_vwap_reject_short_1500,9,5,1073,70.91424075531077,83,56.37735849056603,True,PASS,0.5,0.0,1073,70.91424075531077,83,56.37735849056603
front_stress_large10_vwap_reject_short_1500,9,3,995,65.75924468922108,83,56.37735849056603,True,PASS,0.5,0.0,995,65.75924468922108,83,56.37735849056603
