variant,rows,pass_rows,min_full_per_year,min_limited_per_year,min_latest_252,max_full_per_year,verdict
gp_falling_morning_strength_long_1130,9,9,29.725132978723405,28.199448529411764,35,52.52087765957447,PASS
gp_rising_morning_weakness_short_1130,9,9,28.49468085106383,24.842371323529413,28,47.79335106382979,PASS
high_gp_risk_premium_long_1000,9,3,126.86609042553192,157.78262867647058,0,161.25398936170214,FAIL
high_gp_risk_premium_long_1430,9,3,126.86609042553192,157.78262867647058,0,161.25398936170214,FAIL
low_gp_complacency_short_1000,9,6,47.922872340425535,0.0,177,74.73377659574469,FAIL
