variant_id,declared_entry_rows,passing_entry_rows,min_full_signals_per_year,min_limited_signals_per_year,min_latest_252_signals,variant_pass_density
high_acts_gpr_rebound_long_1200,3,3,65.89142407553108,77.86516853932584,94,True
high_ai_gpr_rebound_long_1330,3,3,66.94885916601102,94.85393258426966,80,True
high_ai_gpr_short_1000,3,3,66.94885916601102,94.85393258426966,80,True
high_threats_gpr_short_1130,3,3,73.22738001573563,120.33707865168539,81,True
rising_ai_gpr_short_1030,3,3,68.00629425649095,82.11235955056179,64,True
