campaign_id,variant_id,window,run_id,start_date,end_date,session_days_with_signal_bar,signal_days,signals,signals_per_year,long_signals,short_signals,entry.params.share_rank_min,entry.params.min_abs_return_ticks,sl.params.stop_pct,tp.params.target_r_multiple
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,12,2021-07-13,2022-03-28,178,60,60,84.61389961389962,60,0,0.45,6,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,13,2019-05-06,2026-06-12,1760,495,495,69.67196531791907,495,0,0.45,8,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,13,2021-07-13,2022-03-28,178,58,58,81.79343629343629,58,0,0.45,8,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,14,2019-05-06,2026-06-12,1760,495,495,69.67196531791907,495,0,0.45,8,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,14,2021-07-13,2022-03-28,178,58,58,81.79343629343629,58,0,0.45,8,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,15,2019-05-06,2026-06-12,1760,495,495,69.67196531791907,495,0,0.45,8,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,15,2021-07-13,2022-03-28,178,58,58,81.79343629343629,58,0,0.45,8,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,16,2019-05-06,2026-06-12,1760,495,495,69.67196531791907,495,0,0.45,8,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,16,2021-07-13,2022-03-28,178,58,58,81.79343629343629,58,0,0.45,8,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,17,2019-05-06,2026-06-12,1760,495,495,69.67196531791907,495,0,0.45,8,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,17,2021-07-13,2022-03-28,178,58,58,81.79343629343629,58,0,0.45,8,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,18,2019-05-06,2026-06-12,1760,495,495,69.67196531791907,495,0,0.45,8,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,18,2021-07-13,2022-03-28,178,58,58,81.79343629343629,58,0,0.45,8,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,19,2019-05-06,2026-06-12,1760,428,428,60.241618497109826,428,0,0.55,4,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,19,2021-07-13,2022-03-28,178,50,50,70.51158301158301,50,0,0.55,4,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,20,2019-05-06,2026-06-12,1760,428,428,60.241618497109826,428,0,0.55,4,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,20,2021-07-13,2022-03-28,178,50,50,70.51158301158301,50,0,0.55,4,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,21,2019-05-06,2026-06-12,1760,428,428,60.241618497109826,428,0,0.55,4,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,21,2021-07-13,2022-03-28,178,50,50,70.51158301158301,50,0,0.55,4,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,22,2019-05-06,2026-06-12,1760,428,428,60.241618497109826,428,0,0.55,4,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,22,2021-07-13,2022-03-28,178,50,50,70.51158301158301,50,0,0.55,4,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,23,2019-05-06,2026-06-12,1760,428,428,60.241618497109826,428,0,0.55,4,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,23,2021-07-13,2022-03-28,178,50,50,70.51158301158301,50,0,0.55,4,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,24,2019-05-06,2026-06-12,1760,428,428,60.241618497109826,428,0,0.55,4,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,24,2021-07-13,2022-03-28,178,50,50,70.51158301158301,50,0,0.55,4,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,25,2019-05-06,2026-06-12,1760,422,422,59.39710982658959,422,0,0.55,6,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,25,2021-07-13,2022-03-28,178,49,49,69.10135135135135,49,0,0.55,6,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,26,2019-05-06,2026-06-12,1760,422,422,59.39710982658959,422,0,0.55,6,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,26,2021-07-13,2022-03-28,178,49,49,69.10135135135135,49,0,0.55,6,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,27,2019-05-06,2026-06-12,1760,422,422,59.39710982658959,422,0,0.55,6,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,27,2021-07-13,2022-03-28,178,49,49,69.10135135135135,49,0,0.55,6,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,28,2019-05-06,2026-06-12,1760,422,422,59.39710982658959,422,0,0.55,6,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,28,2021-07-13,2022-03-28,178,49,49,69.10135135135135,49,0,0.55,6,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,29,2019-05-06,2026-06-12,1760,422,422,59.39710982658959,422,0,0.55,6,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,29,2021-07-13,2022-03-28,178,49,49,69.10135135135135,49,0,0.55,6,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,30,2019-05-06,2026-06-12,1760,422,422,59.39710982658959,422,0,0.55,6,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,30,2021-07-13,2022-03-28,178,49,49,69.10135135135135,49,0,0.55,6,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,31,2019-05-06,2026-06-12,1760,415,415,58.41184971098266,415,0,0.55,8,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,31,2021-07-13,2022-03-28,178,47,47,66.28088803088804,47,0,0.55,8,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,32,2019-05-06,2026-06-12,1760,415,415,58.41184971098266,415,0,0.55,8,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,32,2021-07-13,2022-03-28,178,47,47,66.28088803088804,47,0,0.55,8,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,33,2019-05-06,2026-06-12,1760,415,415,58.41184971098266,415,0,0.55,8,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,33,2021-07-13,2022-03-28,178,47,47,66.28088803088804,47,0,0.55,8,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,34,2019-05-06,2026-06-12,1760,415,415,58.41184971098266,415,0,0.55,8,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,34,2021-07-13,2022-03-28,178,47,47,66.28088803088804,47,0,0.55,8,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,35,2019-05-06,2026-06-12,1760,415,415,58.41184971098266,415,0,0.55,8,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,35,2021-07-13,2022-03-28,178,47,47,66.28088803088804,47,0,0.55,8,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,36,2019-05-06,2026-06-12,1760,415,415,58.41184971098266,415,0,0.55,8,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,36,2021-07-13,2022-03-28,178,47,47,66.28088803088804,47,0,0.55,8,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,37,2019-05-06,2026-06-12,1760,346,346,48.699999999999996,346,0,0.65,4,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,37,2021-07-13,2022-03-28,178,42,42,59.229729729729726,42,0,0.65,4,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,38,2019-05-06,2026-06-12,1760,346,346,48.699999999999996,346,0,0.65,4,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,38,2021-07-13,2022-03-28,178,42,42,59.229729729729726,42,0,0.65,4,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,39,2019-05-06,2026-06-12,1760,346,346,48.699999999999996,346,0,0.65,4,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,39,2021-07-13,2022-03-28,178,42,42,59.229729729729726,42,0,0.65,4,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,40,2019-05-06,2026-06-12,1760,346,346,48.699999999999996,346,0,0.65,4,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,40,2021-07-13,2022-03-28,178,42,42,59.229729729729726,42,0,0.65,4,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,41,2019-05-06,2026-06-12,1760,346,346,48.699999999999996,346,0,0.65,4,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,41,2021-07-13,2022-03-28,178,42,42,59.229729729729726,42,0,0.65,4,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,42,2019-05-06,2026-06-12,1760,346,346,48.699999999999996,346,0,0.65,4,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,42,2021-07-13,2022-03-28,178,42,42,59.229729729729726,42,0,0.65,4,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,43,2019-05-06,2026-06-12,1760,342,342,48.136994219653175,342,0,0.65,6,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,43,2021-07-13,2022-03-28,178,41,41,57.81949806949807,41,0,0.65,6,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,44,2019-05-06,2026-06-12,1760,342,342,48.136994219653175,342,0,0.65,6,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,44,2021-07-13,2022-03-28,178,41,41,57.81949806949807,41,0,0.65,6,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,45,2019-05-06,2026-06-12,1760,342,342,48.136994219653175,342,0,0.65,6,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,45,2021-07-13,2022-03-28,178,41,41,57.81949806949807,41,0,0.65,6,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,46,2019-05-06,2026-06-12,1760,342,342,48.136994219653175,342,0,0.65,6,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,46,2021-07-13,2022-03-28,178,41,41,57.81949806949807,41,0,0.65,6,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,47,2019-05-06,2026-06-12,1760,342,342,48.136994219653175,342,0,0.65,6,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,47,2021-07-13,2022-03-28,178,41,41,57.81949806949807,41,0,0.65,6,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,48,2019-05-06,2026-06-12,1760,342,342,48.136994219653175,342,0,0.65,6,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,48,2021-07-13,2022-03-28,178,41,41,57.81949806949807,41,0,0.65,6,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,49,2019-05-06,2026-06-12,1760,338,338,47.573988439306355,338,0,0.65,8,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,49,2021-07-13,2022-03-28,178,40,40,56.40926640926641,40,0,0.65,8,0.003,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,50,2019-05-06,2026-06-12,1760,338,338,47.573988439306355,338,0,0.65,8,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,50,2021-07-13,2022-03-28,178,40,40,56.40926640926641,40,0,0.65,8,0.003,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,51,2019-05-06,2026-06-12,1760,338,338,47.573988439306355,338,0,0.65,8,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,51,2021-07-13,2022-03-28,178,40,40,56.40926640926641,40,0,0.65,8,0.004,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,52,2019-05-06,2026-06-12,1760,338,338,47.573988439306355,338,0,0.65,8,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,52,2021-07-13,2022-03-28,178,40,40,56.40926640926641,40,0,0.65,8,0.004,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,53,2019-05-06,2026-06-12,1760,338,338,47.573988439306355,338,0,0.65,8,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,53,2021-07-13,2022-03-28,178,40,40,56.40926640926641,40,0,0.65,8,0.005,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,full_available_history,54,2019-05-06,2026-06-12,1760,338,338,47.573988439306355,338,0,0.65,8,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_down_reversal_long_1400,limited_core_window,54,2021-07-13,2022-03-28,178,40,40,56.40926640926641,40,0,0.65,8,0.005,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,1,2019-05-06,2026-06-12,1760,388,388,54.611560693641614,0,388,0.65,1,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,1,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,1,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,2,2019-05-06,2026-06-12,1760,388,388,54.611560693641614,0,388,0.65,1,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,2,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,1,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,3,2019-05-06,2026-06-12,1760,388,388,54.611560693641614,0,388,0.65,1,0.0025,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,3,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,1,0.0025,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,4,2019-05-06,2026-06-12,1760,388,388,54.611560693641614,0,388,0.65,1,0.0025,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,4,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,1,0.0025,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,5,2019-05-06,2026-06-12,1760,388,388,54.611560693641614,0,388,0.65,1,0.0035,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,5,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,1,0.0035,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,6,2019-05-06,2026-06-12,1760,388,388,54.611560693641614,0,388,0.65,1,0.0035,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,6,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,1,0.0035,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,7,2019-05-06,2026-06-12,1760,386,386,54.33005780346821,0,386,0.65,2,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,7,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,2,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,8,2019-05-06,2026-06-12,1760,386,386,54.33005780346821,0,386,0.65,2,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,8,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,2,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,9,2019-05-06,2026-06-12,1760,386,386,54.33005780346821,0,386,0.65,2,0.0025,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,9,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,2,0.0025,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,10,2019-05-06,2026-06-12,1760,386,386,54.33005780346821,0,386,0.65,2,0.0025,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,10,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,2,0.0025,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,11,2019-05-06,2026-06-12,1760,386,386,54.33005780346821,0,386,0.65,2,0.0035,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,11,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,2,0.0035,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,12,2019-05-06,2026-06-12,1760,386,386,54.33005780346821,0,386,0.65,2,0.0035,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,12,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,2,0.0035,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,13,2019-05-06,2026-06-12,1760,381,381,53.62630057803468,0,381,0.65,3,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,13,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,3,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,14,2019-05-06,2026-06-12,1760,381,381,53.62630057803468,0,381,0.65,3,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,14,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,3,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,15,2019-05-06,2026-06-12,1760,381,381,53.62630057803468,0,381,0.65,3,0.0025,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,15,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,3,0.0025,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,16,2019-05-06,2026-06-12,1760,381,381,53.62630057803468,0,381,0.65,3,0.0025,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,16,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,3,0.0025,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,17,2019-05-06,2026-06-12,1760,381,381,53.62630057803468,0,381,0.65,3,0.0035,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,17,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,3,0.0035,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,18,2019-05-06,2026-06-12,1760,381,381,53.62630057803468,0,381,0.65,3,0.0035,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,18,2021-07-13,2022-03-28,178,42,42,59.229729729729726,0,42,0.65,3,0.0035,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,19,2019-05-06,2026-06-12,1760,290,290,40.81791907514451,0,290,0.75,1,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,19,2021-07-13,2022-03-28,178,33,33,46.53764478764479,0,33,0.75,1,0.0015,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,20,2019-05-06,2026-06-12,1760,290,290,40.81791907514451,0,290,0.75,1,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,20,2021-07-13,2022-03-28,178,33,33,46.53764478764479,0,33,0.75,1,0.0015,1.25
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,full_available_history,21,2019-05-06,2026-06-12,1760,290,290,40.81791907514451,0,290,0.75,1,0.0025,1.0
nq_mes_participation_crowding_reversion,afternoon_trade_up_reversal_short_1400,limited_core_window,21,2021-07-13,2022-03-28,178,33,33,46.53764478764479,0,33,0.75,1,0.0025,1.0
