campaign_id,variant_id,fixed_config_all_windows_pass_50_per_year,allpass_entry_combo_count,fixed_full_core_per_year,fixed_limited_core_per_year,fixed_wfa90_per_year,fixed_latest1y_per_year,best_full_core_per_year,best_limited_core_per_year,best_wfa90_per_year,best_latest1y_per_year
es_pivot_filtered_vwap_pullback_continuation,failed_vwap_break_two_sided_1500,True,9,84.8168,65.5244,82.0787,113.0774,84.8168,65.5244,82.0787,113.0774
es_pivot_filtered_vwap_pullback_continuation,late_morning_trend_reclaim_two_sided_1300,True,9,79.374,73.3095,78.2627,87.0596,79.374,73.3095,78.2627,87.0596
es_pivot_filtered_vwap_pullback_continuation,midday_trend_reclaim_two_sided_1430,True,9,71.0154,54.4956,69.8389,79.0541,71.0154,54.4956,69.8389,79.0541
es_pivot_filtered_vwap_pullback_continuation,morning_trend_reclaim_two_sided_1200,True,9,88.7693,84.3384,88.3425,93.0637,88.7693,84.3384,88.3425,93.0637
es_pivot_filtered_vwap_pullback_continuation,opening_drive_pullback_two_sided_1400,True,9,84.2984,72.6607,83.0146,104.0712,84.2984,72.6607,83.0146,104.0712
