variant_id,declared_entry_rows,passing_entry_rows,min_full_signals_per_year,min_limited_signals_per_year,min_latest_252_signals,variant_pass_density
high_1q_net_equity_short_1000,3,3,73.35955940204563,251.99999999999997,128,True
high_4q_net_equity_short_1030,3,3,65.4287962234461,251.99999999999997,252,True
high_equity_share_short_1200,3,3,69.65853658536585,251.99999999999997,123,True
low_debt_minus_equity_short_1330,3,3,65.23052714398112,251.99999999999997,252,True
rising_4q_net_equity_short_1130,3,3,69.72462627852084,164.22471910112358,199,True
