campaign_id,variant_id,directions,mid_ema_period,confirmation_buffer_ticks,require_200_ema_bias,min_gap_ticks,max_doji_body_ratio,fvg_window,entry_window,timeframe,full_start_date,full_end_date,full_signals,full_signals_per_year,limited_start_date,limited_end_date,limited_signals,limited_signals_per_year,latest_252_start_date,latest_252_end_date,latest_252_signals,density_gate_pass
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,1,0.25,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,19,1.2337333333333333,2011-02-22,2012-09-07,4,2.5950266429840143,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,1,0.35,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,25,1.6233333333333333,2011-02-22,2012-09-07,4,2.5950266429840143,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,1,0.45,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,27,1.7532,2011-02-22,2012-09-07,4,2.5950266429840143,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,2,0.25,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,19,1.2337333333333333,2011-02-22,2012-09-07,4,2.5950266429840143,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,2,0.35,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,24,1.5584,2011-02-22,2012-09-07,4,2.5950266429840143,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,2,0.45,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,26,1.6882666666666668,2011-02-22,2012-09-07,4,2.5950266429840143,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,4,0.25,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,16,1.0389333333333335,2011-02-22,2012-09-07,3,1.9462699822380105,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,4,0.35,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,20,1.2986666666666666,2011-02-22,2012-09-07,3,1.9462699822380105,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_long_trident_ema13_0630,long,13,0,True,4,0.45,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,21,1.3636000000000001,2011-02-22,2012-09-07,3,1.9462699822380105,2025-08-10,2026-05-29,1,False
nq_chartfanatics_london_trident_fvg_continuation,london_short_trident_ema13_0630,short,13,0,True,1,0.25,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,11,0.7142666666666667,2011-02-22,2012-09-07,1,0.6487566607460036,2025-08-10,2026-05-29,0,False
nq_chartfanatics_london_trident_fvg_continuation,london_short_trident_ema13_0630,short,13,0,True,1,0.35,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,13,0.8441333333333334,2011-02-22,2012-09-07,1,0.6487566607460036,2025-08-10,2026-05-29,0,False
nq_chartfanatics_london_trident_fvg_continuation,london_short_trident_ema13_0630,short,13,0,True,1,0.45,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,15,0.9740000000000001,2011-02-22,2012-09-07,1,0.6487566607460036,2025-08-10,2026-05-29,0,False
nq_chartfanatics_london_trident_fvg_continuation,london_short_trident_ema13_0630,short,13,0,True,2,0.25,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,10,0.6493333333333333,2011-02-22,2012-09-07,0,0.0,2025-08-10,2026-05-29,0,False
nq_chartfanatics_london_trident_fvg_continuation,london_short_trident_ema13_0630,short,13,0,True,2,0.35,02:30:00-04:00:00,03:00:00-06:30:00,30m,2011-01-03,2026-05-29,12,0.7792,2011-02-22,2012-09-07,0,0.0,2025-08-10,2026-05-29,0,False
