campaign_id,variant_id,window,start_date,end_date,entry_parameter_combinations,min_signals,max_signals,min_signals_per_year,max_signals_per_year,passed_50_signals_per_year,weakest_entry_params,strongest_entry_params
nq_vwap_pullback_continuation,failed_vwap_break_two_sided,limited_core,2011-02-22,2012-09-07,9,116,454,75.25577264653641,294.5355239786856,True,"{""failed_break_min_ticks"": 2, ""min_drive_points"": 5.0}","{""failed_break_min_ticks"": 0, ""min_drive_points"": 2.0}"
nq_vwap_pullback_continuation,failed_vwap_break_two_sided,full_history,2011-01-03,2026-06-12,9,4054,6285,262.5861854938819,407.09279127504874,True,"{""failed_break_min_ticks"": 2, ""min_drive_points"": 5.0}","{""failed_break_min_ticks"": 0, ""min_drive_points"": 2.0}"
nq_vwap_pullback_continuation,midday_trend_reclaim_two_sided,limited_core,2011-02-22,2012-09-07,6,94,233,60.98312611012433,151.16030195381882,True,"{""min_drive_points"": 5.0, ""required_trend_closes"": 3}","{""min_drive_points"": 2.0, ""required_trend_closes"": 2}"
nq_vwap_pullback_continuation,midday_trend_reclaim_two_sided,full_history,2011-01-03,2026-06-12,6,1755,3167,113.67507536797304,205.13331264408583,True,"{""min_drive_points"": 5.0, ""required_trend_closes"": 3}","{""min_drive_points"": 2.0, ""required_trend_closes"": 2}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_long,limited_core,2011-02-22,2012-09-07,9,143,391,92.77220248667851,253.66385435168738,True,"{""min_drive_points"": 5.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 2.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_long,full_history,2011-01-03,2026-06-12,9,2184,4133,141.46231601347756,267.7031831885086,True,"{""min_drive_points"": 5.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 2.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_short,limited_core,2011-02-22,2012-09-07,9,177,383,114.82992895204262,248.47380106571936,True,"{""min_drive_points"": 5.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 2.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_opening_drive_pullback_short,full_history,2011-01-03,2026-06-12,9,2116,4130,137.05781166873558,267.5088668203582,True,"{""min_drive_points"": 5.0, ""opening_drive_minutes"": 45}","{""min_drive_points"": 2.0, ""opening_drive_minutes"": 15}"
nq_vwap_pullback_continuation,morning_trend_reclaim_two_sided,limited_core,2011-02-22,2012-09-07,6,250,633,162.18916518650087,410.66296625222026,True,"{""min_drive_points"": 5.0, ""required_trend_closes"": 3}","{""min_drive_points"": 2.0, ""required_trend_closes"": 2}"
nq_vwap_pullback_continuation,morning_trend_reclaim_two_sided,full_history,2011-01-03,2026-06-12,6,4554,7501,294.9722468522788,485.85569249866995,True,"{""min_drive_points"": 5.0, ""required_trend_closes"": 3}","{""min_drive_points"": 2.0, ""required_trend_closes"": 2}"
