campaign_id,end_date,entry.params.min_orderflow_imbalance,entry.params.min_session_move_ticks,run_id,session_days_with_signal_bar,signal_days,signals,signals_per_year,sl.params.stop_pct,start_date,tp.params.target_r_multiple,variant_id,window
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,33,374,47,47,31.668449197860962,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,33,3817,377,377,24.889703955986377,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,34,374,47,47,31.668449197860962,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,34,3817,377,377,24.889703955986377,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,35,374,47,47,31.668449197860962,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,35,3817,377,377,24.889703955986377,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,36,374,47,47,31.668449197860962,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,36,3817,377,377,24.889703955986377,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,37,374,34,34,22.909090909090907,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,37,3817,174,174,11.487555671993713,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,38,374,34,34,22.909090909090907,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,38,3817,174,174,11.487555671993713,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,39,374,34,34,22.909090909090907,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,39,3817,174,174,11.487555671993713,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,40,374,34,34,22.909090909090907,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,40,3817,174,174,11.487555671993713,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,41,374,34,34,22.909090909090907,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,41,3817,174,174,11.487555671993713,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,42,374,34,34,22.909090909090907,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,42,3817,174,174,11.487555671993713,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,43,374,34,34,22.909090909090907,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,43,3817,174,174,11.487555671993713,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,44,374,34,34,22.909090909090907,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,44,3817,174,174,11.487555671993713,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,4,45,374,34,34,22.909090909090907,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,4,45,3817,174,174,11.487555671993713,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,46,374,14,14,9.433155080213904,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,46,3817,35,35,2.3107152213780457,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,47,374,14,14,9.433155080213904,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,47,3817,35,35,2.3107152213780457,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,48,374,14,14,9.433155080213904,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,48,3817,35,35,2.3107152213780457,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,49,374,14,14,9.433155080213904,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,49,3817,35,35,2.3107152213780457,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,50,374,14,14,9.433155080213904,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,50,3817,35,35,2.3107152213780457,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,51,374,14,14,9.433155080213904,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,51,3817,35,35,2.3107152213780457,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,52,374,14,14,9.433155080213904,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,52,3817,35,35,2.3107152213780457,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,53,374,14,14,9.433155080213904,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,53,3817,35,35,2.3107152213780457,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,4,54,374,14,14,9.433155080213904,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,4,54,3817,35,35,2.3107152213780457,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,55,374,45,45,30.32085561497326,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,55,3817,366,366,24.163479172124706,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,56,374,45,45,30.32085561497326,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,56,3817,366,366,24.163479172124706,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,57,374,45,45,30.32085561497326,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,57,3817,366,366,24.163479172124706,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,58,374,45,45,30.32085561497326,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,58,3817,366,366,24.163479172124706,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,59,374,45,45,30.32085561497326,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,59,3817,366,366,24.163479172124706,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,60,374,45,45,30.32085561497326,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,60,3817,366,366,24.163479172124706,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,61,374,45,45,30.32085561497326,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,61,3817,366,366,24.163479172124706,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,62,374,45,45,30.32085561497326,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,62,3817,366,366,24.163479172124706,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,6,63,374,45,45,30.32085561497326,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,6,63,3817,366,366,24.163479172124706,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,64,374,32,32,21.56149732620321,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,64,3817,169,169,11.157453497511135,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,65,374,32,32,21.56149732620321,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,65,3817,169,169,11.157453497511135,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,66,374,32,32,21.56149732620321,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,66,3817,169,169,11.157453497511135,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,67,374,32,32,21.56149732620321,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,67,3817,169,169,11.157453497511135,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,68,374,32,32,21.56149732620321,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,68,3817,169,169,11.157453497511135,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,69,374,32,32,21.56149732620321,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,69,3817,169,169,11.157453497511135,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,70,374,32,32,21.56149732620321,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,70,3817,169,169,11.157453497511135,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,71,374,32,32,21.56149732620321,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,71,3817,169,169,11.157453497511135,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,6,72,374,32,32,21.56149732620321,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,6,72,3817,169,169,11.157453497511135,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,73,374,14,14,9.433155080213904,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,73,3817,35,35,2.3107152213780457,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,74,374,14,14,9.433155080213904,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,74,3817,35,35,2.3107152213780457,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,75,374,14,14,9.433155080213904,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,75,3817,35,35,2.3107152213780457,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,76,374,14,14,9.433155080213904,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,76,3817,35,35,2.3107152213780457,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,77,374,14,14,9.433155080213904,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,77,3817,35,35,2.3107152213780457,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,78,374,14,14,9.433155080213904,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,78,3817,35,35,2.3107152213780457,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,79,374,14,14,9.433155080213904,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,79,3817,35,35,2.3107152213780457,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,6,80,374,14,14,9.433155080213904,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,6,80,3817,35,35,2.3107152213780457,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
