campaign_id,end_date,entry.params.min_orderflow_imbalance,entry.params.min_session_move_ticks,run_id,session_days_with_signal_bar,signal_days,signals,signals_per_year,sl.params.stop_pct,start_date,tp.params.target_r_multiple,variant_id,window
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,1,374,49,49,33.01604278074866,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,1,3817,387,387,25.549908304951533,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,2,374,49,49,33.01604278074866,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,2,3817,387,387,25.549908304951533,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,3,374,49,49,33.01604278074866,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,3,3817,387,387,25.549908304951533,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,4,374,49,49,33.01604278074866,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,4,3817,387,387,25.549908304951533,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,5,374,49,49,33.01604278074866,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,5,3817,387,387,25.549908304951533,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,6,374,49,49,33.01604278074866,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,6,3817,387,387,25.549908304951533,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,7,374,49,49,33.01604278074866,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,7,3817,387,387,25.549908304951533,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,8,374,49,49,33.01604278074866,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,8,3817,387,387,25.549908304951533,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,2,9,374,49,49,33.01604278074866,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,2,9,3817,387,387,25.549908304951533,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,10,374,35,35,23.58288770053476,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,10,3817,178,178,11.751637411579775,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,11,374,35,35,23.58288770053476,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,11,3817,178,178,11.751637411579775,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,12,374,35,35,23.58288770053476,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,12,3817,178,178,11.751637411579775,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,13,374,35,35,23.58288770053476,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,13,3817,178,178,11.751637411579775,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,14,374,35,35,23.58288770053476,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,14,3817,178,178,11.751637411579775,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,15,374,35,35,23.58288770053476,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,15,3817,178,178,11.751637411579775,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,16,374,35,35,23.58288770053476,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,16,3817,178,178,11.751637411579775,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,17,374,35,35,23.58288770053476,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,17,3817,178,178,11.751637411579775,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.02,2,18,374,35,35,23.58288770053476,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.02,2,18,3817,178,178,11.751637411579775,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,19,374,14,14,9.433155080213904,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,19,3817,36,36,2.376735656274561,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,20,374,14,14,9.433155080213904,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,20,3817,36,36,2.376735656274561,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,21,374,14,14,9.433155080213904,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,21,3817,36,36,2.376735656274561,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,22,374,14,14,9.433155080213904,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,22,3817,36,36,2.376735656274561,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,23,374,14,14,9.433155080213904,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,23,3817,36,36,2.376735656274561,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,24,374,14,14,9.433155080213904,0.0025,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,24,3817,36,36,2.376735656274561,0.0025,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,25,374,14,14,9.433155080213904,0.004,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,25,3817,36,36,2.376735656274561,0.004,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,26,374,14,14,9.433155080213904,0.004,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,26,3817,36,36,2.376735656274561,0.004,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.05,2,27,374,14,14,9.433155080213904,0.004,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.05,2,27,3817,36,36,2.376735656274561,0.004,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,28,374,47,47,31.668449197860962,0.0015,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,28,3817,377,377,24.889703955986377,0.0015,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,29,374,47,47,31.668449197860962,0.0015,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,29,3817,377,377,24.889703955986377,0.0015,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,30,374,47,47,31.668449197860962,0.0015,2011-02-22,1.5,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,30,3817,377,377,24.889703955986377,0.0015,2011-01-03,1.5,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,31,374,47,47,31.668449197860962,0.0025,2011-02-22,0.75,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,31,3817,377,377,24.889703955986377,0.0025,2011-01-03,0.75,badvol_60m_confirmed_short_1030,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,4,32,374,47,47,31.668449197860962,0.0025,2011-02-22,1.0,badvol_60m_confirmed_short_1030,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,4,32,3817,377,377,24.889703955986377,0.0025,2011-01-03,1.0,badvol_60m_confirmed_short_1030,full_available_history
