campaign_id,variant_id,entry.params.vr_threshold,entry.params.min_orderflow_imbalance,full_start,full_end,full_signals,full_signals_per_year,limited_start,limited_end,limited_signals,limited_signals_per_year
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.0,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3304,214.083023,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,265,171.920515
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.0,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2547,165.033129,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,251,162.837922
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.0,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1439,93.240154,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,210,136.238899
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.1,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2591,167.884114,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,187,121.317496
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.1,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1954,126.609633,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,176,114.181172
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.1,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1022,66.220596,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,137,88.879663
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.2,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1990,128.942257,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,133,86.284636
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.2,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,1446,93.69372,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,122,79.148313
es_variance_ratio_orderflow_regime,afternoon_high_vr_signed_continuation_1530,1.2,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,740,47.948377,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,99,64.226909
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.0,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4659,301.880389,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,426,276.370337
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.0,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4432,287.1719,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,416,269.882771
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.0,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3996,258.921235,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,389,252.366341
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3517,227.88438,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,332,215.387211
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3322,215.249335,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,317,205.655861
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.1,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2918,189.072113,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,286,185.544405
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2491,161.404604,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,220,142.726465
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2328,150.843002,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,210,136.238899
es_variance_ratio_orderflow_regime,midday_high_vr_large10_continuation_1400,1.2,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,2016,130.626929,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,185,120.019982
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4483,290.47645,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,419,271.829041
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4185,271.167509,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,404,262.097691
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.8,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,3622,234.687866,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,361,234.201155
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,5589,362.139835,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,549,356.167407
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,5273,341.664582,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,526,341.246004
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,0.9,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,4670,302.593135,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,492,319.188277
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,1.0,0.03,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,6322,409.634646,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,613,397.687833
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,1.0,0.06,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,6056,392.399148,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,599,388.60524
es_variance_ratio_orderflow_regime,midday_low_vr_large10_reversion_1430,1.0,0.1,2011-01-03 09:30:00-05:00,2026-06-09 15:59:00-04:00,5445,352.80934,2011-02-22 09:30:00-05:00,2012-09-06 15:59:00-04:00,560,363.30373
