campaign_id,end_date,entry.params.min_orderflow_imbalance,entry.params.semivar_rank_threshold,run_id,session_days_with_signal_bar,signal_days,signals,signals_per_year,sl.params.stop_pct,start_date,tp.params.target_r_multiple,variant_id,window
es_semivariance_orderflow_confirmation,2026-06-09,0.01,0.5,54,3817,952,952,62.85145402148284,0.004,2011-01-03,1.5,badvol_signed_multitime_short,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,1,374,195,195,131.3903743315508,0.0015,2011-02-22,0.75,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,1,3817,2140,2140,141.28373067854335,0.0015,2011-01-03,0.75,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,2,374,195,195,131.3903743315508,0.0015,2011-02-22,1.0,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,2,3817,2140,2140,141.28373067854335,0.0015,2011-01-03,1.0,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,3,374,195,195,131.3903743315508,0.0015,2011-02-22,1.5,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,3,3817,2140,2140,141.28373067854335,0.0015,2011-01-03,1.5,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,4,374,195,195,131.3903743315508,0.0025,2011-02-22,0.75,badvol_signed_multitime_twosided,limited_core_window
es_semivariance_orderflow_confirmation,2026-06-09,0.0,0.45,4,3817,2140,2140,141.28373067854335,0.0025,2011-01-03,0.75,badvol_signed_multitime_twosided,full_available_history
es_semivariance_orderflow_confirmation,2012-09-06,0.0,0.45,5,374,195,195,131.3903743315508,0.0025,2011-02-22,1.0,badvol_signed_multitime_twosided,limited_core_window
