variant_id,entry_rows,pass_rows,min_full_signals_per_year,median_full_signals_per_year,max_full_signals_per_year,min_limited_signals_per_year,median_limited_signals_per_year,max_limited_signals_per_year,min_latest_252_signals,median_latest_252_signals,max_latest_252_signals,verdict
london_long_trident_ema13_0630,9,0,1.0389333333333335,1.3636000000000001,1.7532,1.9462699822380105,2.5950266429840143,2.5950266429840143,1,1.0,1,FAIL
london_long_trident_ema15_0630,9,0,1.0389333333333335,1.3636000000000001,1.7532,1.9462699822380105,2.5950266429840143,2.5950266429840143,1,1.0,1,FAIL
london_short_trident_ema13_0630,9,0,0.6493333333333333,0.7792,0.9740000000000001,0.0,0.0,0.6487566607460036,0,0.0,0,FAIL
london_two_sided_trident_ema13_0630,9,0,1.6882666666666668,2.1428000000000003,2.7272000000000003,1.9462699822380105,2.5950266429840143,3.2437833037300177,1,1.0,1,FAIL
london_two_sided_trident_ema15_strict_confirm_0630,9,0,1.5584,1.9480000000000002,2.4674666666666667,1.2975133214920072,1.9462699822380105,2.5950266429840143,1,1.0,1,FAIL
