variant_id,raw_signals,sessions,sessions_per_year,start_time,end_time
all_aoi_notional30_trend_pullback_1500,2135,695,114.60440180586907,10:00:00,15:00:00
market_trade15_trend_pullback_1500,1395,621,102.40191873589166,10:00:00,15:00:00
opening_trade15_trend_pullback_1200,378,262,43.20338600451468,10:00:00,12:00:00
overnight_trade15_trend_pullback_1500,427,260,42.87358916478556,10:00:00,15:00:00
profile_trade15_absorption_pullback_1500,382,260,42.87358916478556,10:00:00,15:00:00
value_area_trade15_trend_pullback_1500,465,245,40.40011286681716,10:00:00,15:00:00
prior_extreme_trade15_trend_pullback_1500,355,203,33.47437923250565,10:00:00,15:00:00
lvn_trade15_trend_pullback_1500,355,203,33.47437923250565,10:00:00,15:00:00
