variant_id,entry_rows,rows_passing_density,min_signals_per_year,full_min_signals,limited_core_min_signals,latest_252_min_signals,density_gate_pass
high_after_tax_profit_margin_long_1130,9,9,243.6066089693155,3686,371,252,True
high_after_tax_profit_yoy_growth_long_1030,9,9,67.92452830188678,1094,100,188,True
high_corporate_profit_margin_long_1200,9,9,223.51534225019668,3382,371,252,True
high_corporate_profit_qoq_growth_long_1330,9,9,83.54716981132074,1419,123,154,True
high_corporate_profit_yoy_growth_long_1000,9,9,63.8426435877262,966,100,188,True
