campaign_id,variant_id,window,start_date,end_date,entry_combinations,max_overnight_range_rank,breakout_buffer_ticks,signals,years_proxy,signals_per_year,density_gate_pass
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,full_configured_period,2011-01-03,2026-05-29,9,0.4,1,414,15.403148528405202,26.877621756132243,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,full_configured_period,2011-01-03,2026-05-29,9,0.4,2,400,15.403148528405202,25.96871667259154,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.2,0,21,1.538672142368241,13.648131672597865,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.2,1,21,1.538672142368241,13.648131672597865,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.2,2,20,1.538672142368241,12.998220640569395,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.3,0,38,1.538672142368241,24.69661921708185,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.3,1,37,1.538672142368241,24.04670818505338,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.3,2,35,1.538672142368241,22.74688612099644,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.4,0,53,1.538672142368241,34.445284697508896,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.4,1,51,1.538672142368241,33.145462633451956,False
es_overnight_range_compression_orderflow_breakout,morning_signed_low_breakout_short_1030,limited_core_random_10pct,2011-02-22,2012-09-05,9,0.4,2,48,1.538672142368241,31.195729537366546,False
